Geneid	locus	condition	avg.z
gene-SYNPCC7002_RS00450	SYNPCC7002_A0090	4	-0.7042531314528672
gene-SYNPCC7002_RS00450	SYNPCC7002_A0090	8	-0.7143072441388549
gene-SYNPCC7002_RS00450	SYNPCC7002_A0090	30	1.3128331436295637
gene-SYNPCC7002_RS00455	SYNPCC7002_A0091	0.04	-1.2707839676990715
gene-SYNPCC7002_RS00455	SYNPCC7002_A0091	4	0.5942857966238847
gene-SYNPCC7002_RS00455	SYNPCC7002_A0091	8	0.5584310309146863
gene-SYNPCC7002_RS00455	SYNPCC7002_A0091	30	0.11806714016049755
gene-SYNPCC7002_RS00460	SYNPCC7002_A0092	0.04	-1.1266129512171779
gene-SYNPCC7002_RS00460	SYNPCC7002_A0092	4	0.7269005488384099
gene-SYNPCC7002_RS00460	SYNPCC7002_A0092	8	1.023304550115292
gene-SYNPCC7002_RS00460	SYNPCC7002_A0092	30	-0.6235921477365101
gene-SYNPCC7002_RS00465	SYNPCC7002_A0093	0.04	-0.6992701603105258
gene-SYNPCC7002_RS00465	SYNPCC7002_A0093	4	0.7238868251565629
gene-SYNPCC7002_RS00465	SYNPCC7002_A0093	8	1.0810219729187778
gene-SYNPCC7002_RS00465	SYNPCC7002_A0093	30	-1.1056386377648104
gene-SYNPCC7002_RS00470	SYNPCC7002_A0094	0.04	-1.4831290019375292
gene-SYNPCC7002_RS00470	SYNPCC7002_A0094	4	0.552853360042323
gene-SYNPCC7002_RS00470	SYNPCC7002_A0094	8	0.5679906227936756
gene-SYNPCC7002_RS00470	SYNPCC7002_A0094	30	0.3622850191015249
gene-SYNPCC7002_RS00475	SYNPCC7002_A0095	0.04	-1.0677883868056923
gene-SYNPCC7002_RS00475	SYNPCC7002_A0095	4	0.6064556407120677
gene-SYNPCC7002_RS00475	SYNPCC7002_A0095	8	1.2001086860220946
gene-SYNPCC7002_RS00475	SYNPCC7002_A0095	30	-0.7387759399284748
gene-SYNPCC7002_RS00480	SYNPCC7002_A0096	0.04	1.3023501989599382
gene-SYNPCC7002_RS00480	SYNPCC7002_A0096	4	0.3026547406360549
gene-SYNPCC7002_RS00480	SYNPCC7002_A0096	8	-0.6019448918237601
gene-SYNPCC7002_RS00480	SYNPCC7002_A0096	30	-1.0030600477722313
gene-SYNPCC7002_RS00490	SYNPCC7002_A0097	0.04	-1.297314940532926
gene-SYNPCC7002_RS00490	SYNPCC7002_A0097	4	0.8063891220418712
gene-SYNPCC7002_RS00490	SYNPCC7002_A0097	8	1.00567041951159
gene-SYNPCC7002_RS00490	SYNPCC7002_A0097	30	-0.5147446010205329
gene-SYNPCC7002_RS00495	SYNPCC7002_A0098	0.04	-1.3382149937359877
gene-SYNPCC7002_RS00495	SYNPCC7002_A0098	4	0.14475000959852097
gene-SYNPCC7002_RS00495	SYNPCC7002_A0098	8	0.9181096589637864
gene-SYNPCC7002_RS00495	SYNPCC7002_A0098	30	0.27535532517369565
gene-SYNPCC7002_RS00500	SYNPCC7002_A0099	0.04	-1.0865964381265314
gene-SYNPCC7002_RS00500	SYNPCC7002_A0099	4	0.6918114334087837
gene-SYNPCC7002_RS00500	SYNPCC7002_A0099	8	0.18604124819087936
gene-SYNPCC7002_RS00500	SYNPCC7002_A0099	30	0.20874375652688795
gene-SYNPCC7002_RS00505	SYNPCC7002_A0100	0.04	0.63836602712403
gene-SYNPCC7002_RS00505	SYNPCC7002_A0100	4	-0.2826812128562978
gene-SYNPCC7002_RS00505	SYNPCC7002_A0100	8	0.5301916503836315
gene-SYNPCC7002_RS00505	SYNPCC7002_A0100	30	-0.8858764646513642
gene-SYNPCC7002_RS00510	SYNPCC7002_A0101	0.04	-1.4132845512163765
gene-SYNPCC7002_RS00510	SYNPCC7002_A0101	4	0.5221650333591378
gene-SYNPCC7002_RS00510	SYNPCC7002_A0101	8	-0.2221568553423464
gene-SYNPCC7002_RS00510	SYNPCC7002_A0101	30	1.1132763731995747
gene-SYNPCC7002_RS00515	SYNPCC7002_A0103	0.04	-1.5831629747974454
gene-SYNPCC7002_RS00515	SYNPCC7002_A0103	4	0.43039332012732157
gene-SYNPCC7002_RS00515	SYNPCC7002_A0103	8	0.9108635173807622
gene-SYNPCC7002_RS00515	SYNPCC7002_A0103	30	0.24190613728936172
gene-SYNPCC7002_RS00520	SYNPCC7002_A0104	0.04	-0.7798570759336552
gene-SYNPCC7002_RS00520	SYNPCC7002_A0104	4	1.1976282631709108
gene-SYNPCC7002_RS00520	SYNPCC7002_A0104	8	0.44948731353449933
gene-SYNPCC7002_RS00520	SYNPCC7002_A0104	30	-0.8672585007717397
gene-SYNPCC7002_RS00525	SYNPCC7002_A0105	0.04	-1.5514346871167595
gene-SYNPCC7002_RS00525	SYNPCC7002_A0105	4	0.7951373891714741
gene-SYNPCC7002_RS00525	SYNPCC7002_A0105	8	0.7465124237053612
gene-SYNPCC7002_RS00525	SYNPCC7002_A0105	30	0.009784874239923086
gene-SYNPCC7002_RS00530	SYNPCC7002_A0106	0.04	-1.262209837073509
gene-SYNPCC7002_RS00530	SYNPCC7002_A0106	4	0.46426244980532405
gene-SYNPCC7002_RS00530	SYNPCC7002_A0106	8	1.179155240224658
gene-SYNPCC7002_RS00530	SYNPCC7002_A0106	30	-0.381207852956473
gene-SYNPCC7002_RS00535	SYNPCC7002_A0107	0.04	-0.07557017864923027
gene-SYNPCC7002_RS00535	SYNPCC7002_A0107	4	1.2255678476506378
gene-SYNPCC7002_RS00535	SYNPCC7002_A0107	8	0.09724108500205432
gene-SYNPCC7002_RS00535	SYNPCC7002_A0107	30	-1.24723875400346
gene-SYNPCC7002_RS00540	SYNPCC7002_A0108	0.04	-0.454398473470767
gene-SYNPCC7002_RS00540	SYNPCC7002_A0108	4	0.7767415114234542
gene-SYNPCC7002_RS00540	SYNPCC7002_A0108	8	0.8700109475811388
gene-SYNPCC7002_RS00540	SYNPCC7002_A0108	30	-1.1923539855338388
gene-SYNPCC7002_RS00545	SYNPCC7002_A0109	0.04	-1.6173839491206121
gene-SYNPCC7002_RS00545	SYNPCC7002_A0109	4	0.49981205133243534
gene-SYNPCC7002_RS00545	SYNPCC7002_A0109	8	0.7549975479122562
gene-SYNPCC7002_RS00545	SYNPCC7002_A0109	30	0.3625743498759235
gene-SYNPCC7002_RS00550	SYNPCC7002_A0110	0.04	-1.5733028196469658
gene-SYNPCC7002_RS00550	SYNPCC7002_A0110	4	0.6909034012304004
gene-SYNPCC7002_RS00550	SYNPCC7002_A0110	8	0.8277405952846248
gene-SYNPCC7002_RS00550	SYNPCC7002_A0110	30	0.05465882313194214
gene-SYNPCC7002_RS00555	SYNPCC7002_A0112	0.04	-0.2897801011601278
gene-SYNPCC7002_RS00555	SYNPCC7002_A0112	4	0.5024429768029507
gene-SYNPCC7002_RS00555	SYNPCC7002_A0112	8	1.1020384717143263
gene-SYNPCC7002_RS00555	SYNPCC7002_A0112	30	-1.3147013473571514
gene-SYNPCC7002_RS00560	SYNPCC7002_A0113	0.04	-0.6163743359041831
gene-SYNPCC7002_RS00560	SYNPCC7002_A0113	4	0.40438038150890887
gene-SYNPCC7002_RS00560	SYNPCC7002_A0113	8	0.4906222972297292
gene-SYNPCC7002_RS00560	SYNPCC7002_A0113	30	-0.2786283428344488
gene-SYNPCC7002_RS00565	SYNPCC7002_A0114	0.04	-0.6663514449132847
gene-SYNPCC7002_RS00565	SYNPCC7002_A0114	4	0.5213413825277695
gene-SYNPCC7002_RS00565	SYNPCC7002_A0114	8	1.067609982463727
gene-SYNPCC7002_RS00565	SYNPCC7002_A0114	30	-0.9225999200782048
gene-SYNPCC7002_RS00570	SYNPCC7002_A0115	0.04	0.390518511393411
gene-SYNPCC7002_RS00570	SYNPCC7002_A0115	4	0.9377684235544353
gene-SYNPCC7002_RS00570	SYNPCC7002_A0115	8	0.19271633271918712
gene-SYNPCC7002_RS00570	SYNPCC7002_A0115	30	-1.5210032676670404
gene-SYNPCC7002_RS00575	SYNPCC7002_A0116	0.04	-1.233958747192845
gene-SYNPCC7002_RS00575	SYNPCC7002_A0116	4	-0.051999180472664434
gene-SYNPCC7002_RS00575	SYNPCC7002_A0116	8	-0.135992946599252
gene-SYNPCC7002_RS00575	SYNPCC7002_A0116	30	1.4219508742647542
gene-SYNPCC7002_RS00580	SYNPCC7002_A0117	0.04	-1.5291393564064186
gene-SYNPCC7002_RS00580	SYNPCC7002_A0117	4	0.7044133578375107
gene-SYNPCC7002_RS00580	SYNPCC7002_A0117	8	0.8238020980718896
gene-SYNPCC7002_RS00580	SYNPCC7002_A0117	30	9.23900497011472e-4
gene-SYNPCC7002_RS00585	SYNPCC7002_A0118	0.04	-1.240691439709176
gene-SYNPCC7002_RS00585	SYNPCC7002_A0118	4	0.22158438317941503
gene-SYNPCC7002_RS00585	SYNPCC7002_A0118	8	-0.050206713710916194
gene-SYNPCC7002_RS00585	SYNPCC7002_A0118	30	1.069313770240674
gene-SYNPCC7002_RS00590	SYNPCC7002_A0119	0.04	1.5206817139122304
gene-SYNPCC7002_RS00590	SYNPCC7002_A0119	4	-0.36018796825191524
gene-SYNPCC7002_RS00590	SYNPCC7002_A0119	8	-0.5947640734674335
gene-SYNPCC7002_RS00590	SYNPCC7002_A0119	30	-0.5657296721928667
gene-SYNPCC7002_RS00595	SYNPCC7002_A0120	0.04	0.7538541200874612
gene-SYNPCC7002_RS00595	SYNPCC7002_A0120	4	-0.8810581247259945
gene-SYNPCC7002_RS00595	SYNPCC7002_A0120	8	-0.6983420085216577
gene-SYNPCC7002_RS00595	SYNPCC7002_A0120	30	0.8255460131601684
gene-SYNPCC7002_RS00600	SYNPCC7002_A0121	0.04	1.1133381638361715
gene-SYNPCC7002_RS00600	SYNPCC7002_A0121	4	0.29928175112228717
gene-SYNPCC7002_RS00600	SYNPCC7002_A0121	8	-0.826752759564715
gene-SYNPCC7002_RS00600	SYNPCC7002_A0121	30	-0.5858671553937399
gene-SYNPCC7002_RS00605	SYNPCC7002_A0122	0.04	-0.08147144115093798
gene-SYNPCC7002_RS00605	SYNPCC7002_A0122	4	0.9462019064187404
gene-SYNPCC7002_RS00605	SYNPCC7002_A0122	8	0.17162857343598104
gene-SYNPCC7002_RS00605	SYNPCC7002_A0122	30	-1.0363590387037922
gene-SYNPCC7002_RS00610	SYNPCC7002_A0123	0.04	1.110083430574986
gene-SYNPCC7002_RS00610	SYNPCC7002_A0123	4	-0.801003531334691
gene-SYNPCC7002_RS00610	SYNPCC7002_A0123	8	-1.0049196009631447
gene-SYNPCC7002_RS00610	SYNPCC7002_A0123	30	0.6958397017228531
gene-SYNPCC7002_RS00615	SYNPCC7002_A0124	0.04	-0.6870169554342531
gene-SYNPCC7002_RS00615	SYNPCC7002_A0124	4	-0.48580785592782405
gene-SYNPCC7002_RS00615	SYNPCC7002_A0124	8	-0.3859833376445221
gene-SYNPCC7002_RS00615	SYNPCC7002_A0124	30	1.558808149006594
gene-SYNPCC7002_RS00620	SYNPCC7002_A0125	0.04	-1.464925688231311
gene-SYNPCC7002_RS00620	SYNPCC7002_A0125	4	0.9724527732410195
gene-SYNPCC7002_RS00620	SYNPCC7002_A0125	8	0.6411717496343794
gene-SYNPCC7002_RS00620	SYNPCC7002_A0125	30	-0.1486988346440892
gene-SYNPCC7002_RS00625	SYNPCC7002_A0126	0.04	-1.5027486873046232
gene-SYNPCC7002_RS00625	SYNPCC7002_A0126	4	0.6953422565805121
gene-SYNPCC7002_RS00625	SYNPCC7002_A0126	8	0.4548236601424685
gene-SYNPCC7002_RS00625	SYNPCC7002_A0126	30	0.3525827705816392
gene-SYNPCC7002_RS00630	SYNPCC7002_A0127	0.04	0.09953838471475882
gene-SYNPCC7002_RS00630	SYNPCC7002_A0127	4	-0.6636034194159168
gene-SYNPCC7002_RS00630	SYNPCC7002_A0127	8	-0.8213741442728484
gene-SYNPCC7002_RS00630	SYNPCC7002_A0127	30	1.385439178974004
gene-SYNPCC7002_RS00635	SYNPCC7002_A0128	0.04	0.34907690807249403
gene-SYNPCC7002_RS00635	SYNPCC7002_A0128	4	-0.7063073075574948
gene-SYNPCC7002_RS00635	SYNPCC7002_A0128	8	-0.8882862251729755
gene-SYNPCC7002_RS00635	SYNPCC7002_A0128	30	1.2455166246579796
gene-SYNPCC7002_RS00640	SYNPCC7002_A0129	0.04	-1.2494843625351013
gene-SYNPCC7002_RS00640	SYNPCC7002_A0129	4	0.8348375128339971
gene-SYNPCC7002_RS00640	SYNPCC7002_A0129	8	0.9412736822613424
gene-SYNPCC7002_RS00640	SYNPCC7002_A0129	30	-0.5266268325602502
gene-SYNPCC7002_RS00645	SYNPCC7002_A0130	0.04	-1.326857819908845
gene-SYNPCC7002_RS00645	SYNPCC7002_A0130	4	0.2829113328518894
gene-SYNPCC7002_RS00645	SYNPCC7002_A0130	8	-0.019291441914402095
gene-SYNPCC7002_RS00645	SYNPCC7002_A0130	30	1.063237928971355
gene-SYNPCC7002_RS00650	SYNPCC7002_A0131	0.04	-0.5535846923097029
gene-SYNPCC7002_RS00650	SYNPCC7002_A0131	4	-0.5604526980065374
gene-SYNPCC7002_RS00650	SYNPCC7002_A0131	8	-0.5429040308659427
gene-SYNPCC7002_RS00650	SYNPCC7002_A0131	30	1.6569414211821845
gene-SYNPCC7002_RS00655	SYNPCC7002_A0132	0.04	-0.1921740072557232
gene-SYNPCC7002_RS00655	SYNPCC7002_A0132	4	-0.6488574830325226
gene-SYNPCC7002_RS00655	SYNPCC7002_A0132	8	-0.7672062090343293
gene-SYNPCC7002_RS00655	SYNPCC7002_A0132	30	1.6082376993225767
gene-SYNPCC7002_RS00660	SYNPCC7002_A0133	0.04	-1.3355557954937134
gene-SYNPCC7002_RS00660	SYNPCC7002_A0133	4	0.6627139631982998
gene-SYNPCC7002_RS00660	SYNPCC7002_A0133	8	0.6291889308219945
gene-SYNPCC7002_RS00660	SYNPCC7002_A0133	30	0.043652901473423565
gene-SYNPCC7002_RS00665	SYNPCC7002_A0134	0.04	-1.2567426883923996
gene-SYNPCC7002_RS00665	SYNPCC7002_A0134	4	0.9965233541546759
gene-SYNPCC7002_RS00665	SYNPCC7002_A0134	8	0.3365758718228028
gene-SYNPCC7002_RS00665	SYNPCC7002_A0134	30	-0.07635653758507543
gene-SYNPCC7002_RS00670	SYNPCC7002_A0135	0.04	0.698684394649316
gene-SYNPCC7002_RS00670	SYNPCC7002_A0135	4	0.062182373677802626
gene-SYNPCC7002_RS00670	SYNPCC7002_A0135	8	0.5613643958671412
gene-SYNPCC7002_RS00670	SYNPCC7002_A0135	30	-1.3222311641942506
gene-SYNPCC7002_RS00675	SYNPCC7002_A0136	0.04	0.49259399195120585
gene-SYNPCC7002_RS00675	SYNPCC7002_A0136	4	0.24477606775662553
gene-SYNPCC7002_RS00675	SYNPCC7002_A0136	8	0.6844235515875432
gene-SYNPCC7002_RS00675	SYNPCC7002_A0136	30	-1.421793611295362
gene-SYNPCC7002_RS00680	SYNPCC7002_A0137	0.04	0.15697302479769368
gene-SYNPCC7002_RS00680	SYNPCC7002_A0137	4	0.16816439179437884
gene-SYNPCC7002_RS00680	SYNPCC7002_A0137	8	0.4475416646865578
gene-SYNPCC7002_RS00680	SYNPCC7002_A0137	30	-0.7726790812786275
gene-SYNPCC7002_RS00685	SYNPCC7002_A0138	0.04	1.6296416576070794
gene-SYNPCC7002_RS00685	SYNPCC7002_A0138	4	-0.6236361331267941
gene-SYNPCC7002_RS00685	SYNPCC7002_A0138	8	-0.7679639628160793
gene-SYNPCC7002_RS00685	SYNPCC7002_A0138	30	-0.2380415616642081
gene-SYNPCC7002_RS00690	SYNPCC7002_A0139	0.04	0.691574971465491
gene-SYNPCC7002_RS00690	SYNPCC7002_A0139	4	-0.9427977401073928
gene-SYNPCC7002_RS00690	SYNPCC7002_A0139	8	-0.8910761090475263
gene-SYNPCC7002_RS00690	SYNPCC7002_A0139	30	1.1422988776894305
gene-SYNPCC7002_RS00695	SYNPCC7002_A0140	0.04	1.4636377257668785
gene-SYNPCC7002_RS00695	SYNPCC7002_A0140	4	-0.8665625082924735
gene-SYNPCC7002_RS00695	SYNPCC7002_A0140	8	-0.8395786665000645
gene-SYNPCC7002_RS00695	SYNPCC7002_A0140	30	0.24250344902566165
gene-SYNPCC7002_RS00700	SYNPCC7002_A0141	0.04	-0.7363656418401126
gene-SYNPCC7002_RS00700	SYNPCC7002_A0141	4	-0.34682464418235803
gene-SYNPCC7002_RS00700	SYNPCC7002_A0141	8	-0.5528043872039886
gene-SYNPCC7002_RS00700	SYNPCC7002_A0141	30	1.6359946732264592
gene-SYNPCC7002_RS00705	SYNPCC7002_A0142	0.04	0.5773072636430228
gene-SYNPCC7002_RS00705	SYNPCC7002_A0142	4	-0.2094574180716019
gene-SYNPCC7002_RS00705	SYNPCC7002_A0142	8	0.018698053719961978
gene-SYNPCC7002_RS00705	SYNPCC7002_A0142	30	-0.38654789929135913
gene-SYNPCC7002_RS00710	SYNPCC7002_A0143	0.04	0.9393249230897724
gene-SYNPCC7002_RS00710	SYNPCC7002_A0143	4	-0.7885600991192698
gene-SYNPCC7002_RS00710	SYNPCC7002_A0143	8	-0.7107573971043148
gene-SYNPCC7002_RS00710	SYNPCC7002_A0143	30	0.559992573133821
gene-SYNPCC7002_RS00715	SYNPCC7002_A0144	0.04	0.3900152262329742
gene-SYNPCC7002_RS00715	SYNPCC7002_A0144	4	-0.9371921361616342
gene-SYNPCC7002_RS00715	SYNPCC7002_A0144	8	-0.42878747451352367
gene-SYNPCC7002_RS00715	SYNPCC7002_A0144	30	0.9759643844421723
gene-SYNPCC7002_RS00720	SYNPCC7002_A0145	0.04	1.058131443706314
gene-SYNPCC7002_RS00720	SYNPCC7002_A0145	4	-0.7468111675486822
gene-SYNPCC7002_RS00720	SYNPCC7002_A0145	8	-0.8003472744393155
gene-SYNPCC7002_RS00720	SYNPCC7002_A0145	30	0.4890269982816898
gene-SYNPCC7002_RS00725	SYNPCC7002_A0146	0.04	-0.6559846538874745
gene-SYNPCC7002_RS00725	SYNPCC7002_A0146	4	0.2512709068071168
gene-SYNPCC7002_RS00725	SYNPCC7002_A0146	8	-0.04065649238699573
gene-SYNPCC7002_RS00725	SYNPCC7002_A0146	30	0.44537023946733717
gene-SYNPCC7002_RS00730	SYNPCC7002_A0147	0.04	-1.2271701331920195
gene-SYNPCC7002_RS00730	SYNPCC7002_A0147	4	0.7960261791051839
gene-SYNPCC7002_RS00730	SYNPCC7002_A0147	8	0.9720989816162866
gene-SYNPCC7002_RS00730	SYNPCC7002_A0147	30	-0.5409550275294442
gene-SYNPCC7002_RS00740	SYNPCC7002_A0149	0.04	-1.260365989598828
gene-SYNPCC7002_RS00740	SYNPCC7002_A0149	4	0.48818477355448675
gene-SYNPCC7002_RS00740	SYNPCC7002_A0149	8	0.7740796072860919
gene-SYNPCC7002_RS00740	SYNPCC7002_A0149	30	-0.0018983912417567233
gene-SYNPCC7002_RS00745	SYNPCC7002_A0150	0.04	0.42046972279871436
gene-SYNPCC7002_RS00745	SYNPCC7002_A0150	4	-0.8387638199632796
gene-SYNPCC7002_RS00745	SYNPCC7002_A0150	8	-0.719214185368219
gene-SYNPCC7002_RS00745	SYNPCC7002_A0150	30	1.1375082825327851
gene-SYNPCC7002_RS00750	SYNPCC7002_A0151	0.04	1.6442851132752645
gene-SYNPCC7002_RS00750	SYNPCC7002_A0151	4	-0.7675864608652778
gene-SYNPCC7002_RS00750	SYNPCC7002_A0151	8	-0.4640352460651407
gene-SYNPCC7002_RS00750	SYNPCC7002_A0151	30	-0.412663406344844
gene-SYNPCC7002_RS00755	SYNPCC7002_A0152	0.04	-1.1227980269698439
gene-SYNPCC7002_RS00755	SYNPCC7002_A0152	4	0.7237463061573153
gene-SYNPCC7002_RS00755	SYNPCC7002_A0152	8	0.6139548373455255
gene-SYNPCC7002_RS00755	SYNPCC7002_A0152	30	-0.21490311653298566
gene-SYNPCC7002_RS00760	SYNPCC7002_A0153	0.04	0.8494360060830828
gene-SYNPCC7002_RS00760	SYNPCC7002_A0153	4	-0.36952637833855406
gene-SYNPCC7002_RS00760	SYNPCC7002_A0153	8	0.7636260150779788
gene-SYNPCC7002_RS00760	SYNPCC7002_A0153	30	-1.2435356428225262
gene-SYNPCC7002_RS00765	SYNPCC7002_A0154	0.04	-1.2461852355497784
gene-SYNPCC7002_RS00765	SYNPCC7002_A0154	4	0.05643386656077726
gene-SYNPCC7002_RS00765	SYNPCC7002_A0154	8	0.8073403766823721
gene-SYNPCC7002_RS00765	SYNPCC7002_A0154	30	0.382410992306636
gene-SYNPCC7002_RS00770	SYNPCC7002_A0155	0.04	-0.7303965094299305
gene-SYNPCC7002_RS00770	SYNPCC7002_A0155	4	0.36454881409429635
gene-SYNPCC7002_RS00770	SYNPCC7002_A0155	8	1.0097765320821166
gene-SYNPCC7002_RS00770	SYNPCC7002_A0155	30	-0.6439288367464696
gene-SYNPCC7002_RS00775	SYNPCC7002_A0156	0.04	0.702015855096277
gene-SYNPCC7002_RS00775	SYNPCC7002_A0156	4	-1.0544901222303682
gene-SYNPCC7002_RS00775	SYNPCC7002_A0156	8	-0.7867303013610708
gene-SYNPCC7002_RS00775	SYNPCC7002_A0156	30	1.1392045684951628
gene-SYNPCC7002_RS00780	SYNPCC7002_A0157	0.04	0.9081379159518375
gene-SYNPCC7002_RS00780	SYNPCC7002_A0157	4	-1.046111781980979
gene-SYNPCC7002_RS00780	SYNPCC7002_A0157	8	-0.771133939106964
gene-SYNPCC7002_RS00780	SYNPCC7002_A0157	30	0.9091078051361069
gene-SYNPCC7002_RS00785	SYNPCC7002_A0158	0.04	-1.519475919603404
gene-SYNPCC7002_RS00785	SYNPCC7002_A0158	4	0.1320428243400147
gene-SYNPCC7002_RS00785	SYNPCC7002_A0158	8	0.8867874105030681
gene-SYNPCC7002_RS00785	SYNPCC7002_A0158	30	0.5006456847603107
gene-SYNPCC7002_RS00790	SYNPCC7002_A0159	0.04	-1.531238989425527
gene-SYNPCC7002_RS00790	SYNPCC7002_A0159	4	0.7191567596102899
gene-SYNPCC7002_RS00790	SYNPCC7002_A0159	8	0.8932203789630878
gene-SYNPCC7002_RS00790	SYNPCC7002_A0159	30	-0.0811381491478497
gene-SYNPCC7002_RS00795	SYNPCC7002_A0160	0.04	1.2677852293494287
gene-SYNPCC7002_RS00795	SYNPCC7002_A0160	4	-0.059825829152613946
gene-SYNPCC7002_RS00795	SYNPCC7002_A0160	8	0.059783555227432866
gene-SYNPCC7002_RS00795	SYNPCC7002_A0160	30	-1.2677429554242476
gene-SYNPCC7002_RS00800	SYNPCC7002_A0161	0.04	-1.0463162864377318
gene-SYNPCC7002_RS00800	SYNPCC7002_A0161	4	0.3018152592535044
gene-SYNPCC7002_RS00800	SYNPCC7002_A0161	8	0.39768771898111066
gene-SYNPCC7002_RS00800	SYNPCC7002_A0161	30	0.3468133082031037
gene-SYNPCC7002_RS00805	SYNPCC7002_A0162	0.04	1.5202503584434752
gene-SYNPCC7002_RS00805	SYNPCC7002_A0162	4	-0.26783865147199315
gene-SYNPCC7002_RS00805	SYNPCC7002_A0162	8	-0.9350129846196948
gene-SYNPCC7002_RS00805	SYNPCC7002_A0162	30	-0.3173987223517815
gene-SYNPCC7002_RS00810	SYNPCC7002_A0163	0.04	-0.7973864331235996
gene-SYNPCC7002_RS00810	SYNPCC7002_A0163	4	-0.7421458421755296
gene-SYNPCC7002_RS00810	SYNPCC7002_A0163	8	0.282500384617822
gene-SYNPCC7002_RS00810	SYNPCC7002_A0163	30	1.257031890681273
gene-SYNPCC7002_RS00815	SYNPCC7002_A0164	0.04	1.6285572113497664
gene-SYNPCC7002_RS00815	SYNPCC7002_A0164	4	-0.5376346226789505
gene-SYNPCC7002_RS00815	SYNPCC7002_A0164	8	-0.7197898704807564
gene-SYNPCC7002_RS00815	SYNPCC7002_A0164	30	-0.3711327181900707
gene-SYNPCC7002_RS00820	SYNPCC7002_A0165	0.04	-1.3409609498622865
gene-SYNPCC7002_RS00820	SYNPCC7002_A0165	4	0.8698142689679533
gene-SYNPCC7002_RS00820	SYNPCC7002_A0165	8	0.8466502488449791
gene-SYNPCC7002_RS00820	SYNPCC7002_A0165	30	-0.37550356795065076
gene-SYNPCC7002_RS00825	SYNPCC7002_A0166	0.04	-1.239735364135809
gene-SYNPCC7002_RS00825	SYNPCC7002_A0166	4	0.7362582827493556
gene-SYNPCC7002_RS00825	SYNPCC7002_A0166	8	0.6836031400583222
gene-SYNPCC7002_RS00825	SYNPCC7002_A0166	30	-0.1801260586718724
gene-SYNPCC7002_RS00830	SYNPCC7002_A0167	0.04	-1.0488242026853218
gene-SYNPCC7002_RS00830	SYNPCC7002_A0167	4	0.7301698289474662
gene-SYNPCC7002_RS00830	SYNPCC7002_A0167	8	1.1097914814102605
gene-SYNPCC7002_RS00830	SYNPCC7002_A0167	30	-0.7911371076724037
gene-SYNPCC7002_RS00835	SYNPCC7002_A0168	0.04	-1.3196840196370512
gene-SYNPCC7002_RS00835	SYNPCC7002_A0168	4	1.0366339336699193
gene-SYNPCC7002_RS00835	SYNPCC7002_A0168	8	-0.09743108679805887
gene-SYNPCC7002_RS00835	SYNPCC7002_A0168	30	0.38048117276518956
gene-SYNPCC7002_RS00840	SYNPCC7002_A0169	0.04	-1.572381045883355
gene-SYNPCC7002_RS00840	SYNPCC7002_A0169	4	0.6343944070346599
gene-SYNPCC7002_RS00840	SYNPCC7002_A0169	8	0.1878778230670447
gene-SYNPCC7002_RS00840	SYNPCC7002_A0169	30	0.7501088157816479
gene-SYNPCC7002_RS00845	SYNPCC7002_A0170	0.04	1.201812971666031
gene-SYNPCC7002_RS00845	SYNPCC7002_A0170	4	-0.7351303123693028
gene-SYNPCC7002_RS00845	SYNPCC7002_A0170	8	-0.9413242319862969
gene-SYNPCC7002_RS00845	SYNPCC7002_A0170	30	0.47464157268956453
gene-SYNPCC7002_RS00850	SYNPCC7002_A0171	0.04	1.6458107609800816
gene-SYNPCC7002_RS00850	SYNPCC7002_A0171	4	-0.391406002736145
gene-SYNPCC7002_RS00850	SYNPCC7002_A0171	8	-0.41339110869947393
gene-SYNPCC7002_RS00850	SYNPCC7002_A0171	30	-0.8410136495444629
gene-SYNPCC7002_RS00855	SYNPCC7002_A0172	0.04	1.6483178593764443
gene-SYNPCC7002_RS00855	SYNPCC7002_A0172	4	-0.3926877493736896
gene-SYNPCC7002_RS00855	SYNPCC7002_A0172	8	-0.4236515548511734
gene-SYNPCC7002_RS00855	SYNPCC7002_A0172	30	-0.8319785551515799
gene-SYNPCC7002_RS00860	SYNPCC7002_A0173	0.04	1.644565915738698
gene-SYNPCC7002_RS00860	SYNPCC7002_A0173	4	-0.38936607430195347
gene-SYNPCC7002_RS00860	SYNPCC7002_A0173	8	-0.4073100640850307
gene-SYNPCC7002_RS00860	SYNPCC7002_A0173	30	-0.8478897773517139
gene-SYNPCC7002_RS00865	SYNPCC7002_A0174	0.04	1.638112211660995
gene-SYNPCC7002_RS00865	SYNPCC7002_A0174	4	-0.385077845701139
gene-SYNPCC7002_RS00865	SYNPCC7002_A0174	8	-0.3727522982557992
gene-SYNPCC7002_RS00865	SYNPCC7002_A0174	30	-0.8802820677040553
gene-SYNPCC7002_RS00870	SYNPCC7002_A0175	0.04	1.6493689010665298
gene-SYNPCC7002_RS00870	SYNPCC7002_A0175	4	-0.4242826817279059
gene-SYNPCC7002_RS00870	SYNPCC7002_A0175	8	-0.39794045128877037
gene-SYNPCC7002_RS00870	SYNPCC7002_A0175	30	-0.8271457680498526
gene-SYNPCC7002_RS00875	SYNPCC7002_A0176	0.04	-1.517418177624771
gene-SYNPCC7002_RS00875	SYNPCC7002_A0176	4	0.6995262134563093
gene-SYNPCC7002_RS00875	SYNPCC7002_A0176	8	0.9466213582748007
