Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	length
gene-SYNPCC7002_RS01145	2274	1837	1879	1987	4539	5510	7234	4097	4534	3832	6004	5253	4204	6224	3798	4191	246
gene-SYNPCC7002_RS16355	425	273	242	247	1042	848	1272	1031	928	621	903	1069	695	916	616	869	132
gene-SYNPCC7002_RS16360	6108	4869	4806	4928	13595	16111	19383	13708	12347	10779	15811	15159	11647	15895	9364	11771	120
gene-SYNPCC7002_RS01150	1961	1334	1174	1209	5440	4353	4934	6661	4115	2358	3429	5951	2940	3597	2277	3962	120
gene-SYNPCC7002_RS01155	875	880	727	803	957	959	1425	1212	913	765	1098	1024	973	1147	853	1014	1824
gene-SYNPCC7002_RS01160	1051	834	887	799	1714	1931	2524	1992	1536	1408	1657	1869	1373	1837	1205	1345	1236
gene-SYNPCC7002_RS01165	1196	1308	1462	1229	1772	1470	2228	1746	1659	1087	1610	1682	1288	1797	1130	1358	1221
gene-SYNPCC7002_RS01170	526	465	527	502	575	697	844	750	491	487	606	702	584	893	660	704	1872
gene-SYNPCC7002_RS17040	9712	8569	9849	9599	6898	9229	9690	9103	5066	5855	7360	6945	6344	8857	6565	6427	1041
gene-SYNPCC7002_RS01185	791	664	704	618	1331	1627	1992	1603	1116	930	1341	1590	1367	1662	1052	1422	1518
gene-SYNPCC7002_RS01190	707	626	556	631	749	922	1359	1027	727	752	878	907	894	1200	849	830	924
gene-SYNPCC7002_RS01195	16	4	8	10	10	2	2	0	6	6	12	10	4	0	6	8	73
gene-SYNPCC7002_RS01200	27587	27397	26446	30246	41769	52483	63927	51784	35513	39185	52501	47396	47040	66397	49716	46868	600
gene-SYNPCC7002_RS16055	683	633	553	555	516	668	892	739	591	370	623	585	850	1371	820	1050	1713
gene-SYNPCC7002_RS01210	1473	1665	1885	1612	799	699	1043	1250	607	536	703	821	3765	6362	4212	4151	462
gene-SYNPCC7002_RS01215	1452	1011	1233	1258	1392	1771	2181	2022	1183	1046	1482	1586	1576	2169	1546	1805	2760
gene-SYNPCC7002_RS01220	37481	32761	18604	21705	117814	122309	166226	165187	76294	78968	103696	97779	43901	60016	41615	46587	2175
gene-SYNPCC7002_RS01225	1788	1419	1353	1415	2356	2571	3200	2793	1949	1670	2345	2632	2596	3512	2240	2683	960
gene-SYNPCC7002_RS01230	1072	1075	1132	1306	1023	1091	1496	1025	755	742	1122	1064	1106	1450	992	1119	369
gene-SYNPCC7002_RS01235	205	223	186	144	194	154	226	151	149	124	163	225	128	184	136	166	876
gene-SYNPCC7002_RS01240	3701	2690	2686	2769	1428	1621	2199	1970	1074	936	1156	1535	2298	2880	2078	2622	2502
gene-SYNPCC7002_RS01245	907	833	1006	859	818	726	884	1190	609	529	764	825	775	1121	784	869	330
gene-SYNPCC7002_RS01250	895	897	1099	1014	567	705	853	682	500	526	596	611	788	1187	942	841	576
gene-SYNPCC7002_RS01255	5	4	0	6	8	4	3	9	4	2	2	1	3	4	5	8	73
gene-SYNPCC7002_RS01260	1334	1272	1416	1432	1251	1301	1606	1502	1015	980	1380	1249	1316	2130	1578	1450	720
gene-SYNPCC7002_RS01265	389	373	460	425	326	385	444	437	284	227	351	336	272	347	249	265	768
gene-SYNPCC7002_RS01270	814	667	723	713	630	775	1125	870	566	451	751	746	564	751	458	612	1437
gene-SYNPCC7002_RS01275	48	59	23	45	81	82	103	118	56	58	75	83	84	112	94	142	456
gene-SYNPCC7002_RS16920	61	82	60	87	107	116	178	146	77	88	122	120	114	169	133	177	186
gene-SYNPCC7002_RS01280	691	682	601	735	770	1029	1167	763	725	594	720	906	669	959	730	683	1020
gene-SYNPCC7002_RS01285	897	718	648	678	1401	1634	2237	1641	1144	1026	1403	1496	1320	1810	1249	1440	1335
gene-SYNPCC7002_RS01290	406	258	190	183	1368	1592	2064	1695	1214	996	1492	1532	904	1207	815	989	969
gene-SYNPCC7002_RS01295	708	675	613	616	2069	2335	2721	2315	1925	1748	2243	2479	3014	4246	2753	3152	702
gene-SYNPCC7002_RS01305	9095	8341	9679	10985	6937	7481	9608	6933	5495	4201	5973	6912	6728	9246	6661	7367	582
gene-SYNPCC7002_RS01310	210	203	218	213	93	97	122	91	71	74	64	115	122	185	144	117	789
gene-SYNPCC7002_RS16925	1936	2122	2780	3081	303	507	516	204	264	257	421	315	679	877	541	616	165
gene-SYNPCC7002_RS01315	12382	10707	9742	9692	20086	23727	28315	23630	17040	15049	20307	22218	17746	22107	16296	19321	1164
gene-SYNPCC7002_RS01320	6411	5922	6059	6130	1995	2111	2852	1767	1916	1460	2051	2280	1580	2226	1273	1695	177
gene-SYNPCC7002_RS01325	1069	767	666	592	1193	1451	1528	1447	1161	952	1169	1513	761	797	614	794	837
gene-SYNPCC7002_RS01330	28835	25643	17374	21456	49165	59719	73965	46262	47085	41721	59820	60309	25729	34771	24843	26581	837
gene-SYNPCC7002_RS01335	9615	8507	9192	8735	4297	4873	6356	7633	3344	3196	4098	4019	7094	9644	6904	7930	1197
gene-SYNPCC7002_RS01340	2052	1389	861	889	12902	12129	18517	22143	6585	7685	9824	8797	4664	6077	4106	4975	2112
gene-SYNPCC7002_RS01345	21488	20234	22848	21525	28904	30535	39625	29429	26345	20612	30660	30956	25263	34685	24262	26048	255
gene-SYNPCC7002_RS01350	1110	858	758	722	1571	1760	2402	2034	1171	1011	1453	1714	1777	2240	1507	1999	1371
gene-SYNPCC7002_RS01355	2432	2027	1895	1995	2717	3143	4034	3215	2223	2039	2745	2950	2462	3341	2509	2709	1560
gene-SYNPCC7002_RS01360	1227	1068	1079	1018	1758	2192	2732	2071	1570	1405	2053	2093	1613	2148	1417	1695	1494
gene-SYNPCC7002_RS01365	816	641	656	624	827	739	1007	983	683	490	766	792	943	1319	875	1160	951
gene-SYNPCC7002_RS01370	718	679	753	636	761	1004	1065	936	733	753	902	858	911	1449	796	946	201
gene-SYNPCC7002_RS01375	136	109	83	117	234	296	345	307	212	195	231	280	193	286	197	211	204
gene-SYNPCC7002_RS01380	1039	981	875	797	1926	2319	3044	2227	1627	1696	2059	2440	1676	2487	1626	1617	1068
gene-SYNPCC7002_RS01385	436	407	387	396	810	927	1266	873	769	546	865	970	755	1378	858	940	657
gene-SYNPCC7002_RS01390	507	441	477	390	954	1045	1386	958	717	651	982	1003	830	1259	905	930	678
gene-SYNPCC7002_RS01395	1198	1085	1153	1112	1202	1370	1791	1302	1074	953	1333	1368	2073	3104	1887	2201	267
gene-SYNPCC7002_RS01400	1373	1086	965	1038	2890	3221	4201	3801	2479	1903	2802	3140	1769	2184	1645	2044	2040
gene-SYNPCC7002_RS01405	2945	3459	5248	4947	569	735	888	542	498	417	741	645	824	856	616	708	579
gene-SYNPCC7002_RS01410	8170	7965	8803	9981	8256	8984	11612	7790	6903	5932	9837	8554	13460	16880	11389	13572	276
gene-SYNPCC7002_RS01415	19090	19172	18910	20669	22074	27514	34753	26120	19347	18604	25021	25584	33538	45606	33534	36117	1308
gene-SYNPCC7002_RS01420	3171	2356	2924	2212	5679	5712	7585	6338	4086	3373	4988	5130	4928	7371	5040	5902	1551
gene-SYNPCC7002_RS01425	2674	2570	2984	2700	2214	2409	3295	2449	1632	1517	2330	2209	1934	3155	2022	2095	315
gene-SYNPCC7002_RS01430	1207	1256	1434	1458	1215	1436	1900	1272	1023	901	1357	1337	1042	1611	1010	1070	900
gene-SYNPCC7002_RS01435	834	801	523	532	1739	1817	2726	2374	1363	1182	1640	1898	1362	1798	1261	1601	1782
gene-SYNPCC7002_RS01440	1289	947	1143	924	1340	1624	2323	1935	1082	1052	1499	1510	1323	1855	1355	1442	2703
gene-SYNPCC7002_RS01445	2059	1661	1859	1744	3105	3883	5050	3545	2655	2507	3277	3490	2759	4272	2920	3020	1179
gene-SYNPCC7002_RS01450	1666	1244	1436	1403	2335	2671	3336	2766	2051	1824	2473	2544	1881	2675	1865	2222	327
gene-SYNPCC7002_RS01455	7000	6634	6317	6523	6795	7474	9628	9108	5750	5742	7319	7900	8364	11532	8024	8934	804
gene-SYNPCC7002_RS01460	768	708	934	809	433	523	584	541	355	301	471	442	491	733	545	569	1173
gene-SYNPCC7002_RS01465	5501	4965	4776	5196	6798	8320	11392	9131	5271	5423	7332	7350	8026	10571	8275	8695	1254
gene-SYNPCC7002_RS01470	2039	1577	1619	1493	2526	2665	3582	3285	2205	1847	2866	2840	2527	3666	2082	2807	660
gene-SYNPCC7002_RS16370	1492	1191	1218	1070	1630	1705	2176	2185	1467	1216	1824	1964	1472	2084	1262	1767	171
gene-SYNPCC7002_RS01475	1112	986	1141	1074	997	1156	1577	1398	841	774	1118	1128	1124	1521	1093	1166	666
gene-SYNPCC7002_RS01480	969	882	955	771	1030	1085	1457	1221	800	731	1156	1103	1489	2060	1479	1522	582
gene-SYNPCC7002_RS01485	461	322	315	342	864	1056	1372	930	666	600	910	903	662	786	562	680	1674
gene-SYNPCC7002_RS01490	59	49	48	49	81	63	93	76	84	38	82	58	808	1494	1003	883	492
gene-SYNPCC7002_RS01495	139	72	74	97	103	84	143	115	91	66	87	99	916	1350	1081	1158	822
gene-SYNPCC7002_RS01500	251	199	243	225	103	57	151	128	66	61	104	134	674	1095	752	824	321
gene-SYNPCC7002_RS01505	1474	1197	990	1183	3631	4151	5348	3978	3475	3078	4361	4289	2527	3036	2031	2794	480
gene-SYNPCC7002_RS01510	281	220	234	235	946	995	1595	931	784	732	1108	967	653	1000	716	756	552
gene-SYNPCC7002_RS01515	432	367	327	345	1519	1543	2300	1557	1222	1115	1598	1696	1021	1621	1138	1247	363
gene-SYNPCC7002_RS01520	318	240	164	186	1451	1382	2195	1717	1172	1061	1495	1573	1142	1614	1048	1364	738
gene-SYNPCC7002_RS01525	4055	3295	2977	2965	5510	6515	9195	6542	4610	4648	5938	6448	5010	6139	4540	5324	1089
gene-SYNPCC7002_RS01530	824	682	580	557	1639	1907	2754	2012	1282	1247	1539	1913	1442	1513	1193	1575	615
gene-SYNPCC7002_RS01535	476	335	285	288	949	885	1288	995	771	591	934	1025	723	979	720	812	507
gene-SYNPCC7002_RS01540	4854	3938	5326	4494	1493	1642	2223	2008	1260	1003	1405	1340	2696	3592	2607	2705	387
gene-SYNPCC7002_RS01545	408	426	397	407	613	616	966	758	508	460	570	661	631	787	561	595	1134
gene-SYNPCC7002_RS01550	643	445	443	415	801	935	1476	1062	635	630	898	971	796	967	714	884	1146
gene-SYNPCC7002_RS01555	1689	1543	1563	1465	1674	2048	2403	2041	1222	1398	1719	1937	1576	2156	1632	1722	714
gene-SYNPCC7002_RS01560	866	750	733	717	910	1000	1319	903	762	699	927	991	805	1228	688	932	537
gene-SYNPCC7002_RS01565	1581	1309	1313	1408	2562	2976	4344	2889	2255	2041	2840	2773	1653	2218	1482	1746	753
gene-SYNPCC7002_RS01570	6595	4976	4255	3928	12128	13407	18810	15584	9502	8643	11343	12694	8585	10927	7842	9403	2172
gene-SYNPCC7002_RS01575	795	561	453	500	1673	1938	2738	2166	1277	1241	1549	1700	1340	1506	1120	1326	828
gene-SYNPCC7002_RS01580	5334	4169	3118	3572	6740	6951	9080	7746	6199	5267	7223	8184	4496	6332	4182	5076	636
gene-SYNPCC7002_RS01585	8864	8101	7117	7698	20252	23489	30128	18936	18903	15795	23205	24509	14624	19836	13226	15695	378
gene-SYNPCC7002_RS01590	3101	2624	2297	2467	4130	4706	5832	4626	3402	3144	4439	4775	4233	5558	3729	4545	1470
gene-SYNPCC7002_RS01595	9282	8468	6859	8251	11992	12321	16528	11814	10589	9222	13048	13377	11828	16180	11179	12488	690
gene-SYNPCC7002_RS01600	599	496	480	521	505	587	774	644	431	362	490	555	428	535	436	501	1062
gene-SYNPCC7002_RS01605	5312	4180	4694	3676	5633	6281	8128	8180	4553	4598	5674	5783	5625	7586	4898	5981	1185
gene-SYNPCC7002_RS01610	8079	7261	7082	7294	7371	8707	11120	9851	6357	5982	8085	8334	9054	12119	8854	9476	1566
gene-SYNPCC7002_RS01615	632	484	511	462	542	547	750	864	427	372	451	535	811	1009	811	927	219
gene-SYNPCC7002_RS01620	5235	4336	4418	4678	3577	4261	6122	5241	2905	2765	3568	3549	5723	8061	5582	6533	1050
gene-SYNPCC7002_RS01625	4386	3434	3967	3739	4497	5121	6764	6573	3369	3320	4451	4628	3047	4227	3050	3417	1518
gene-SYNPCC7002_RS01630	191	112	158	132	285	285	421	421	208	207	246	325	166	236	152	200	384
gene-SYNPCC7002_RS01635	1343	1366	1302	1270	1853	1587	2280	2066	1583	1097	1808	1838	2425	3331	2326	2538	1416
gene-SYNPCC7002_RS01640	629	571	483	565	876	717	1054	919	715	486	823	852	983	1356	907	1067	693
gene-SYNPCC7002_RS01645	140	153	178	144	292	195	344	354	193	141	253	324	344	444	318	316	840
gene-SYNPCC7002_RS01650	494	403	418	480	427	496	739	640	388	416	460	539	525	696	565	542	1641
gene-SYNPCC7002_RS01655	986	875	629	735	1684	1839	2558	2193	1534	1371	1935	1955	1317	1709	1104	1557	933
gene-SYNPCC7002_RS01660	1524	1333	1259	1372	1148	1229	1635	1477	1046	851	1084	1324	1636	2121	1485	1957	396
gene-SYNPCC7002_RS01665	464	370	360	406	329	313	442	463	294	282	308	380	528	626	559	636	1086
gene-SYNPCC7002_RS01670	382	268	374	346	243	248	298	294	198	185	234	228	221	277	233	233	2433
gene-SYNPCC7002_RS01675	4249	3646	3983	4162	2747	3589	3844	3304	2057	2003	2768	2760	2025	2383	1829	2095	606
gene-SYNPCC7002_RS01680	19322	17533	13226	14172	41525	45211	58261	44528	35848	31751	43283	47415	35323	44942	32175	38311	2088
gene-SYNPCC7002_RS17180	61	92	97	88	80	87	143	117	83	66	90	137	116	167	132	145	123
gene-SYNPCC7002_RS01685	171	133	111	127	217	243	331	248	188	138	201	231	188	275	206	262	753
gene-SYNPCC7002_RS01690	603	549	419	454	3262	3875	5428	4467	2802	2841	3815	3975	3398	4091	2896	3564	1527
gene-SYNPCC7002_RS01695	533	345	220	246	5165	6034	8350	6754	4463	4689	6302	6240	4761	5854	4391	4701	867
gene-SYNPCC7002_RS01700	1886	1540	1286	1294	2238	2578	3780	3031	1802	1770	2417	2397	2102	2625	1886	2279	1026
gene-SYNPCC7002_RS01705	1085	972	779	948	1522	2205	2848	2038	1478	1519	2111	1792	1457	2044	1464	1507	447
gene-SYNPCC7002_RS01710	2627	2244	2503	2626	2682	2863	4333	2806	2500	2255	3054	2995	2895	4451	2846	3021	468
gene-SYNPCC7002_RS01715	2620	2268	2484	2782	3928	4669	6040	4088	3451	3404	4865	4499	3790	5268	3956	3930	657
gene-SYNPCC7002_RS17185	71	82	65	78	128	122	135	145	125	75	167	98	159	162	161	163	126
gene-SYNPCC7002_RS01720	30466	28697	23142	25870	21068	22287	28966	30312	18106	16683	21158	23664	36560	51019	35548	40552	1887
gene-SYNPCC7002_RS01730	1028	861	814	742	871	830	1158	1109	587	502	734	767	1007	1319	916	1116	1032
gene-SYNPCC7002_RS01735	1671	1346	983	1072	2708	2954	3888	3307	2418	1935	2692	3059	1966	2463	1801	2330	399
gene-SYNPCC7002_RS17190	179	139	120	133	272	267	370	304	235	162	241	278	255	274	187	227	123
gene-SYNPCC7002_RS01740	2576	2348	2368	2453	2926	3412	4443	3643	2570	2429	3220	3404	3459	4643	3160	3665	1326
gene-SYNPCC7002_RS01745	4422	3603	3044	2772	10766	11652	15128	12839	9027	7921	10798	12013	8128	9984	7061	8840	1032
gene-SYNPCC7002_RS01750	3135	2413	2392	2527	3301	3829	5431	4573	2598	2572	3466	3418	3784	5187	3588	3928	2151
gene-SYNPCC7002_RS01755	182	188	177	177	287	320	402	404	199	229	328	269	256	334	259	317	579
gene-SYNPCC7002_RS01760	115	123	139	91	182	185	245	224	138	92	216	201	135	147	130	163	474
gene-SYNPCC7002_RS01765	877	939	950	1135	766	851	1182	1094	711	605	975	848	1295	1856	1296	1377	1188
gene-SYNPCC7002_RS01770	807	817	889	774	956	928	1210	1200	714	595	849	978	961	1260	881	1052	3507
gene-SYNPCC7002_RS01775	168	178	183	141	194	275	364	299	208	153	264	238	225	339	210	261	522
gene-SYNPCC7002_RS01780	555	482	436	465	674	729	980	931	581	584	651	697	1170	1639	1106	1144	1530
gene-SYNPCC7002_RS01785	432	311	419	317	788	791	980	1015	550	446	640	718	528	796	471	593	1725
gene-SYNPCC7002_RS01790	2696	2175	2041	1885	3427	3715	4707	4755	2488	2262	3265	3443	2731	3566	2587	2827	1416
gene-SYNPCC7002_RS01795	9167	8301	8146	7855	20984	22667	30507	21448	19039	16061	22432	24220	16959	23792	16549	18921	1176
gene-SYNPCC7002_RS01800	22085	18031	22207	19887	15940	17894	21872	21946	11211	11043	14811	15002	7216	10108	7228	7773	1098
gene-SYNPCC7002_RS01805	1344	1114	1035	965	972	1076	1570	1094	691	584	935	915	781	956	702	840	2412
gene-SYNPCC7002_RS01810	1174	1115	1109	1066	1012	1251	1414	1319	939	701	1123	1013	2046	2866	2219	2001	864
gene-SYNPCC7002_RS01815	1385	1281	1374	1322	1089	1250	1535	1358	1012	853	1209	1239	1806	2871	1704	1916	312
gene-SYNPCC7002_RS01820	663	504	455	408	1238	1560	1996	1691	966	886	1361	1355	1444	1897	1218	1359	1263
gene-SYNPCC7002_RS01825	1791	1456	1573	1430	3198	4047	5087	4422	2691	2526	3360	3544	2926	3910	2763	3061	792
gene-SYNPCC7002_RS01830	690	573	488	476	655	705	786	901	563	400	572	731	553	722	521	672	201
gene-SYNPCC7002_RS01835	3426	2838	2958	3013	3026	3111	4185	3442	2260	2000	2832	3103	2879	3954	2753	3240	1497
gene-SYNPCC7002_RS01840	837	744	670	701	1299	1235	1717	1441	1080	930	1273	1441	1303	1691	1138	1434	951
gene-SYNPCC7002_RS01845	3020	2725	3096	2881	2730	3304	4762	3793	2184	2269	2991	2991	2684	3652	2380	2705	1836
gene-SYNPCC7002_RS17195	250	212	198	172	387	324	495	436	286	248	338	379	249	286	209	247	129
gene-SYNPCC7002_RS01850	1867	1891	1854	2154	2313	3482	3706	1934	1918	2007	3201	2306	2440	2944	1749	2008	117
gene-SYNPCC7002_RS01855	380	433	333	433	744	716	1059	1002	580	560	744	704	1089	1517	1036	1077	375
gene-SYNPCC7002_RS01860	237	165	231	214	490	508	663	779	332	367	541	474	841	1167	884	934	696
gene-SYNPCC7002_RS01865	131	114	139	102	352	344	512	415	259	235	372	325	449	673	550	526	738
gene-SYNPCC7002_RS01870	78	41	50	45	135	102	153	163	102	81	83	155	98	140	95	149	264
gene-SYNPCC7002_RS01875	1264	1252	1089	1324	1121	1217	1639	1325	1079	807	1187	1253	1385	1993	1443	1600	564
gene-SYNPCC7002_RS01880	302	297	234	188	444	592	781	619	381	410	456	536	644	839	586	633	807
gene-SYNPCC7002_RS01885	5936	6132	4828	5605	5987	7899	9894	8286	5780	5567	7909	7343	12161	18462	12522	13841	813
gene-SYNPCC7002_RS01890	6139	5834	5562	6297	4438	5616	6933	5867	4185	4129	5499	5324	6329	9164	6176	6188	1059
gene-SYNPCC7002_RS01895	11817	11131	9927	10691	13640	15629	19905	13590	13805	10848	15504	18213	13621	18245	12120	14606	345
gene-SYNPCC7002_RS01900	341	342	253	247	511	399	635	517	399	265	407	442	357	504	324	477	396
gene-SYNPCC7002_RS01910	2872	2583	2654	2406	3901	3725	4953	5679	2755	2505	3365	3851	3471	4926	3170	4027	279
gene-SYNPCC7002_RS01915	1239	1155	906	930	2830	3257	4848	3329	2724	2504	3577	3141	2302	3647	2532	2646	882
gene-SYNPCC7002_RS01920	782	713	771	766	1085	1355	1829	1291	1064	1010	1286	1394	1549	2128	1471	1684	870
gene-SYNPCC7002_RS01925	148	132	113	130	340	360	478	381	243	232	357	322	242	364	213	217	705
gene-SYNPCC7002_RS01930	248	173	160	152	420	455	671	589	378	370	431	499	365	441	333	411	660
gene-SYNPCC7002_RS01935	9470	8424	8925	8586	15206	19788	24345	16290	13747	13283	20356	19113	10480	16404	9143	11585	303
gene-SYNPCC7002_RS01940	359	313	327	342	388	317	450	471	317	283	373	420	349	531	330	430	249
gene-SYNPCC7002_RS01945	1980	1809	1854	1739	3698	4403	5946	5344	2679	2880	3774	3744	3310	4456	3032	3342	1638
gene-SYNPCC7002_RS01950	819	711	641	725	2131	2425	3483	3498	1298	1596	1962	1818	1652	2080	1679	1567	867
gene-SYNPCC7002_RS01960	1650	1229	806	764	6489	6386	9946	11237	3424	3755	4845	4414	3233	4015	2742	3358	1074
gene-SYNPCC7002_RS01965	2604	1666	1019	1008	10533	10681	17447	18702	5601	6253	7881	7352	5101	6741	4665	5434	1179
gene-SYNPCC7002_RS01970	15866	11701	8901	9337	65160	74014	97723	103710	35928	44397	55505	46052	23756	31351	24237	23997	1317
gene-SYNPCC7002_RS01975	705	513	541	464	814	962	1277	1179	559	575	718	858	898	1233	901	1129	951
gene-SYNPCC7002_RS01980	273	192	180	175	374	400	528	469	307	243	287	341	389	498	361	438	390
gene-SYNPCC7002_RS01985	732	641	563	518	1181	1264	1788	1562	986	868	1074	1199	1106	1410	1079	1032	1269
gene-SYNPCC7002_RS01990	2236	2062	2012	2562	1235	1323	1701	1602	1104	882	1241	1288	2006	2804	2024	2409	372
gene-SYNPCC7002_RS01995	466	351	541	469	563	439	794	679	367	315	435	468	429	618	385	475	1227
gene-SYNPCC7002_RS02000	853	797	1014	914	772	679	946	1032	675	450	714	808	740	1035	639	787	924
gene-SYNPCC7002_RS02005	948	941	1003	1151	835	846	1148	846	719	592	835	803	776	1156	782	759	423
gene-SYNPCC7002_RS02010	341	377	401	449	677	710	975	889	577	426	665	805	801	1110	689	934	258
gene-SYNPCC7002_RS02015	319	260	303	246	591	587	734	835	494	326	506	695	733	954	573	862	423
gene-SYNPCC7002_RS02020	293	286	396	363	325	299	399	378	228	207	323	297	366	520	341	304	1245
gene-SYNPCC7002_RS02025	205	202	258	203	191	195	213	220	168	135	182	165	193	299	184	264	381
gene-SYNPCC7002_RS02030	338	352	496	351	277	312	452	360	251	229	315	259	360	549	277	305	228
gene-SYNPCC7002_RS02035	792	783	897	796	626	548	793	805	555	339	505	632	426	602	299	455	1035
gene-SYNPCC7002_RS02040	1000	980	1119	991	819	828	1061	1048	776	495	681	876	636	893	558	689	987
gene-SYNPCC7002_RS02045	1507	1231	1415	1158	1365	1301	1601	1622	1250	838	1170	1536	1023	1437	752	1071	885
gene-SYNPCC7002_RS02050	590	475	596	510	610	716	773	767	556	413	566	706	540	669	491	608	648
gene-SYNPCC7002_RS02055	407	358	485	306	714	513	748	863	585	367	599	707	310	489	279	393	870
gene-SYNPCC7002_RS02060	1161	1085	1145	896	1411	1265	1689	1747	1342	1048	1330	1602	803	1062	754	931	684
gene-SYNPCC7002_RS02065	1152	1288	1353	1208	1102	898	1256	1344	1049	642	1101	1295	820	1000	655	837	795
gene-SYNPCC7002_RS02070	1057	876	1136	806	999	1104	1312	1474	1016	714	1201	1321	1019	1242	839	1162	1302
gene-SYNPCC7002_RS02075	1641	1467	1393	1606	1280	1233	1800	1600	1181	869	1193	1444	1342	2044	1289	1520	456
gene-SYNPCC7002_RS02080	1682	1594	1480	1446	1700	1573	2059	1922	1217	1105	1422	1837	1495	1869	1231	1658	843
gene-SYNPCC7002_RS02085	711	658	584	649	743	771	1213	1023	575	503	808	804	569	871	627	771	825
gene-SYNPCC7002_RS02090	1273	1145	794	768	5597	5891	8361	5559	4510	4041	5853	6044	3294	4372	3004	3516	1791
gene-SYNPCC7002_RS02095	1292	1102	1007	1005	1192	1649	2185	1317	1280	1138	1476	1788	438	577	363	515	945
gene-SYNPCC7002_RS02100	270	232	254	152	564	498	760	678	546	436	552	613	584	842	434	574	1125
gene-SYNPCC7002_RS02105	1865	1658	1355	1320	2740	2879	3898	3820	2577	2276	2980	3635	3159	4501	3072	3390	1071
gene-SYNPCC7002_RS02110	1351	1044	868	928	3684	3102	5094	5056	2394	2313	3049	3384	3593	5082	3592	4363	1047
gene-SYNPCC7002_RS02115	3513	3209	3034	3137	4354	4872	6996	6165	3983	3949	4896	5400	8138	12610	9442	9487	1665
gene-SYNPCC7002_RS02120	836	764	722	696	1093	1157	1818	1359	954	781	1226	1142	996	1461	992	1066	1662
gene-SYNPCC7002_RS02125	278	183	203	267	480	480	679	519	368	316	453	398	450	563	382	436	246
gene-SYNPCC7002_RS02130	3159	3128	2852	2970	7249	8349	10225	7739	5831	5216	8055	7598	2437	3463	2585	2702	384
gene-SYNPCC7002_RS02140	3654	3530	3755	3698	3461	2873	4743	3834	3419	2153	3404	3870	2589	3592	2330	2724	1350
gene-SYNPCC7002_RS16060	1331	1361	1410	1347	1424	1014	1618	1580	1260	806	1273	1652	1121	1424	912	1112	762
gene-SYNPCC7002_RS02150	6642	5945	5903	5470	8061	8427	11503	10445	6478	5940	8212	8934	18747	27469	18679	21122	2070
gene-SYNPCC7002_RS02155	1893	1706	1499	1474	3361	3714	5675	4530	3118	2874	3754	4017	3748	4800	3292	3916	2580
gene-SYNPCC7002_RS16615	30	20	31	31	20	28	26	29	17	12	17	18	30	33	18	32	144
gene-SYNPCC7002_RS02160	4570	4076	3872	3963	4834	6051	7979	6261	4063	4288	5840	5640	6218	8398	6239	6376	1074
gene-SYNPCC7002_RS16930	1210	1171	1254	1191	1149	1308	1510	1395	1005	822	1182	1310	1135	1474	949	1219	138
gene-SYNPCC7002_RS02170	2164	1977	2086	1921	2650	2859	4048	3064	2203	2078	2733	2718	2677	3792	2753	2550	1119
gene-SYNPCC7002_RS02175	26	14	36	32	32	58	66	30	86	36	72	28	50	62	96	26	85
gene-SYNPCC7002_RS02180	44	26	16	30	62	80	72	50	54	50	70	36	38	48	46	18	72
