Geneid	alanine	arginine	asparagine	aspartic.acid	cysteine	glutamine	glutamic.acid	glycine	histidine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine
gene-SYNPCC7002_RS01235	17	15	18	10	5	12	23	9	6	35	26	35	0	9	12	17	10	7	11	13
gene-SYNPCC7002_RS01240	83	40	32	51	14	31	66	67	16	45	73	48	19	36	32	44	43	5	22	65
gene-SYNPCC7002_RS01245	5	4	8	6	5	5	4	11	2	6	8	8	0	2	5	6	11	2	2	8
gene-SYNPCC7002_RS01250	9	10	8	12	5	18	11	14	0	5	24	7	3	9	11	8	15	6	3	12
gene-SYNPCC7002_RS01260	19	12	11	18	5	15	14	10	3	16	32	13	1	11	13	11	8	1	7	18
gene-SYNPCC7002_RS01265	25	19	7	7	4	15	12	20	8	12	34	9	7	9	16	7	11	9	9	14
gene-SYNPCC7002_RS01270	35	34	12	26	3	21	11	30	10	36	72	19	9	30	35	21	17	16	12	28
gene-SYNPCC7002_RS01275	10	7	4	15	0	7	9	12	3	9	11	8	5	9	9	3	8	1	6	14
gene-SYNPCC7002_RS16920	6	3	1	6	1	1	4	5	0	6	5	3	0	3	3	1	6	0	2	4
gene-SYNPCC7002_RS01280	47	20	29	15	5	23	7	30	10	6	48	9	4	24	3	15	22	3	5	13
gene-SYNPCC7002_RS01285	39	24	18	33	8	24	34	23	11	26	55	16	4	21	22	16	23	6	11	29
gene-SYNPCC7002_RS01290	33	13	5	7	1	20	6	26	5	30	48	9	6	20	14	19	16	14	5	24
gene-SYNPCC7002_RS01295	23	10	4	6	3	10	5	17	3	15	40	3	3	15	13	11	8	17	9	17
gene-SYNPCC7002_RS01305	14	8	12	12	0	8	15	9	7	13	15	17	4	6	8	8	11	0	8	17
gene-SYNPCC7002_RS01310	24	8	15	12	5	18	6	26	9	18	24	5	4	11	19	12	11	3	8	23
gene-SYNPCC7002_RS16925	4	5	5	1	0	8	4	3	3	3	6	4	0	1	0	1	1	0	1	3
gene-SYNPCC7002_RS01315	46	15	9	21	6	14	18	46	4	30	38	20	11	4	22	17	24	1	8	32
gene-SYNPCC7002_RS01320	3	3	3	2	6	0	5	3	1	0	6	0	1	1	4	7	4	0	5	3
gene-SYNPCC7002_RS01325	32	15	8	15	6	20	15	29	4	17	26	14	6	10	11	9	8	4	11	17
gene-SYNPCC7002_RS01330	26	13	9	16	4	12	27	18	0	21	25	13	2	12	16	18	26	0	7	12
gene-SYNPCC7002_RS01335	27	39	12	25	3	29	38	21	4	21	53	23	5	5	10	21	25	4	9	23
gene-SYNPCC7002_RS01340	65	35	31	37	10	34	43	56	21	47	62	26	20	20	32	36	38	8	18	63
gene-SYNPCC7002_RS01345	5	9	5	9	0	1	9	6	0	2	4	6	3	3	2	4	2	1	4	8
gene-SYNPCC7002_RS01350	37	27	12	26	0	26	32	24	2	34	63	9	8	13	15	30	27	4	13	53
gene-SYNPCC7002_RS01355	52	19	15	25	2	56	29	31	15	31	73	17	3	18	25	29	36	14	4	24
gene-SYNPCC7002_RS01360	49	14	14	12	0	46	22	27	3	36	82	14	7	25	22	33	35	16	11	28
gene-SYNPCC7002_RS01365	23	24	11	11	3	27	31	9	5	13	42	8	6	26	16	16	19	4	6	15
gene-SYNPCC7002_RS01370	7	1	3	3	4	3	8	2	1	5	2	5	3	1	4	3	2	1	1	6
gene-SYNPCC7002_RS01375	3	5	3	2	1	3	7	7	2	6	9	1	1	0	2	2	3	2	1	6
gene-SYNPCC7002_RS01380	46	27	10	18	5	20	32	17	10	12	42	14	4	9	15	11	25	3	11	23
gene-SYNPCC7002_RS01385	15	6	4	11	4	14	11	14	9	15	23	11	1	11	19	11	14	7	5	12
gene-SYNPCC7002_RS01390	28	7	5	11	5	14	12	19	5	16	22	11	1	4	10	17	9	2	10	16
gene-SYNPCC7002_RS01395	8	5	2	8	4	6	7	5	3	4	8	3	2	2	2	4	5	1	4	4
gene-SYNPCC7002_RS01400	61	27	26	27	4	25	30	52	10	62	96	22	15	39	22	40	41	7	10	62
gene-SYNPCC7002_RS01405	16	15	3	1	3	7	1	13	6	15	21	5	2	11	14	20	9	5	5	19
gene-SYNPCC7002_RS01410	7	4	6	7	3	3	7	7	0	5	10	5	0	3	6	4	4	0	1	8
gene-SYNPCC7002_RS01415	48	15	22	18	9	10	37	35	5	27	39	27	2	16	18	23	30	4	14	35
gene-SYNPCC7002_RS01420	32	38	17	25	3	17	40	46	10	45	44	24	11	26	14	43	36	3	13	28
gene-SYNPCC7002_RS01425	5	4	5	6	0	2	10	4	0	6	20	11	0	2	6	3	6	0	4	9
gene-SYNPCC7002_RS01430	18	15	7	21	6	24	24	11	7	16	43	14	3	18	14	18	9	0	16	14
gene-SYNPCC7002_RS01435	66	29	14	22	4	18	17	46	6	35	81	14	11	38	34	32	34	21	23	47
gene-SYNPCC7002_RS01440	53	61	19	34	11	76	48	62	21	51	135	19	9	37	59	54	43	30	25	52
gene-SYNPCC7002_RS01445	58	18	10	21	3	21	16	28	10	19	40	11	4	22	24	22	24	4	14	22
gene-SYNPCC7002_RS01450	10	3	3	5	3	9	9	6	1	3	9	6	0	5	5	8	2	3	2	15
gene-SYNPCC7002_RS01455	44	10	13	17	0	22	29	5	0	8	28	23	11	5	5	15	16	1	0	14
gene-SYNPCC7002_RS01460	31	16	19	26	8	32	26	16	10	32	49	15	7	13	11	29	13	3	13	20
gene-SYNPCC7002_RS01465	46	22	10	21	6	18	25	43	14	22	34	16	9	12	22	21	28	3	18	26
gene-SYNPCC7002_RS01470	12	20	4	12	2	11	18	10	7	13	20	4	5	10	18	12	10	4	8	18
gene-SYNPCC7002_RS16370	3	4	3	4	0	1	3	5	0	3	6	3	0	4	2	2	4	1	1	6
gene-SYNPCC7002_RS01475	13	12	9	13	3	16	14	8	7	12	30	2	1	10	14	14	15	5	11	11
gene-SYNPCC7002_RS01480	19	9	5	9	3	8	9	12	5	8	24	10	10	10	8	9	8	3	9	14
gene-SYNPCC7002_RS01485	70	28	15	25	7	33	30	40	21	34	59	15	6	19	31	30	37	11	10	35
gene-SYNPCC7002_RS01490	16	5	7	6	0	13	13	8	7	10	24	5	2	4	2	14	13	2	4	7
gene-SYNPCC7002_RS01495	31	9	8	12	2	21	18	28	1	15	25	14	4	14	6	18	21	2	6	17
gene-SYNPCC7002_RS01500	14	4	8	10	0	13	11	2	0	3	8	13	1	5	0	4	2	2	2	3
gene-SYNPCC7002_RS01505	17	5	4	3	0	2	7	17	6	15	17	6	5	7	7	11	9	6	3	11
gene-SYNPCC7002_RS01510	20	9	8	16	3	12	9	3	0	13	24	9	1	8	12	5	13	1	6	10
gene-SYNPCC7002_RS01515	12	7	2	11	2	3	7	3	1	14	9	11	2	3	3	6	8	0	4	11
gene-SYNPCC7002_RS01520	24	9	14	11	1	11	15	14	9	19	27	11	4	13	12	14	12	1	6	17
gene-SYNPCC7002_RS01525	39	20	16	14	12	21	30	30	7	25	35	13	6	7	21	18	21	4	7	15
gene-SYNPCC7002_RS01530	21	4	4	1	6	10	5	23	2	16	37	4	2	10	8	11	13	6	9	11
gene-SYNPCC7002_RS01535	11	7	9	10	2	7	3	15	2	8	26	3	2	16	5	6	9	8	4	14
gene-SYNPCC7002_RS01540	6	5	3	7	0	14	12	10	3	5	17	6	5	4	5	8	5	0	5	7
gene-SYNPCC7002_RS01545	26	22	15	18	4	37	20	23	5	18	54	10	4	11	21	23	26	15	11	13
gene-SYNPCC7002_RS01550	41	19	10	25	5	23	18	31	20	18	39	12	4	13	22	14	20	8	10	28
gene-SYNPCC7002_RS01555	25	17	12	12	1	37	19	9	3	8	24	5	2	3	13	13	12	0	5	16
gene-SYNPCC7002_RS01560	10	9	7	9	2	7	11	9	5	12	17	8	2	9	13	13	11	2	5	16
gene-SYNPCC7002_RS01565	22	11	8	19	4	22	14	14	3	14	32	15	5	9	8	6	20	2	6	15
gene-SYNPCC7002_RS01570	58	42	43	57	0	47	36	74	5	46	51	10	3	37	45	54	37	4	17	56
gene-SYNPCC7002_RS01575	31	13	4	16	2	15	16	20	8	13	38	12	1	9	17	10	19	5	5	20
gene-SYNPCC7002_RS01580	14	9	12	17	2	7	11	11	3	11	14	12	2	8	14	12	18	4	6	23
gene-SYNPCC7002_RS01585	11	8	8	10	1	5	10	7	0	5	14	5	0	8	7	7	4	0	4	10
gene-SYNPCC7002_RS01590	45	25	12	16	7	33	19	33	13	34	74	18	4	29	25	24	27	13	15	22
gene-SYNPCC7002_RS01595	25	8	9	15	3	3	15	16	7	24	15	15	5	6	14	15	5	3	3	22
gene-SYNPCC7002_RS01600	33	26	8	18	5	22	18	29	4	33	43	10	6	11	12	19	17	3	13	22
gene-SYNPCC7002_RS01605	50	15	14	17	8	13	30	36	10	26	39	19	6	15	18	16	17	4	13	27
gene-SYNPCC7002_RS01610	35	30	16	33	8	20	43	23	11	32	63	30	10	29	32	16	32	11	14	32
gene-SYNPCC7002_RS01615	6	2	1	3	0	6	4	7	1	2	8	1	1	1	3	2	7	1	2	13
gene-SYNPCC7002_RS01620	21	18	15	20	3	16	24	32	9	24	37	10	10	11	15	25	18	3	16	21
gene-SYNPCC7002_RS01625	47	30	17	37	8	19	31	38	10	21	52	24	9	29	27	20	19	19	24	23
gene-SYNPCC7002_RS01630	9	8	2	7	2	7	13	9	3	6	17	3	1	5	6	7	7	5	1	8
gene-SYNPCC7002_RS01635	35	19	27	30	2	19	26	23	12	35	47	48	7	24	24	27	22	2	21	20
gene-SYNPCC7002_RS01640	21	8	10	11	2	12	17	12	2	19	25	24	3	7	9	9	15	3	6	14
gene-SYNPCC7002_RS01645	11	15	14	13	6	18	15	8	9	26	22	31	1	16	11	23	13	1	15	10
gene-SYNPCC7002_RS01650	52	36	12	12	6	40	18	45	10	28	90	9	13	25	24	32	17	24	19	33
gene-SYNPCC7002_RS01655	27	11	11	22	2	19	22	25	4	12	34	10	2	10	13	21	21	4	12	27
gene-SYNPCC7002_RS01660	6	5	5	10	2	1	10	16	3	9	12	12	5	5	4	2	8	1	7	7
gene-SYNPCC7002_RS01665	35	17	12	21	1	13	28	31	2	18	48	4	5	18	24	16	21	8	7	31
gene-SYNPCC7002_RS01670	73	44	35	45	2	61	37	49	14	42	97	29	15	30	55	39	51	13	28	50
gene-SYNPCC7002_RS01675	22	7	1	2	2	9	5	30	10	13	33	1	9	15	6	8	4	3	3	17
gene-SYNPCC7002_RS01680	45	27	24	48	7	25	62	65	11	50	40	50	20	28	32	34	46	5	19	56
gene-SYNPCC7002_RS17180	1	2	1	0	0	1	0	3	2	3	6	3	0	0	6	4	2	2	2	1
gene-SYNPCC7002_RS01685	29	15	9	7	4	13	18	15	8	8	34	6	6	8	16	15	13	2	6	17
gene-SYNPCC7002_RS01690	60	32	12	25	3	36	27	33	8	35	57	20	6	14	31	16	38	1	9	44
gene-SYNPCC7002_RS01695	42	19	14	14	0	13	10	19	4	10	29	12	3	12	14	16	27	2	6	21
gene-SYNPCC7002_RS01700	33	5	8	16	6	25	19	44	6	21	28	14	9	13	16	14	18	6	8	31
gene-SYNPCC7002_RS01705	10	6	2	12	3	15	9	11	5	10	15	4	1	5	9	9	6	5	3	7
gene-SYNPCC7002_RS01710	15	3	1	11	0	7	9	9	6	16	12	12	5	0	9	8	10	1	3	17
gene-SYNPCC7002_RS01715	32	12	6	16	0	12	17	12	4	8	33	6	1	9	7	18	6	2	4	12
gene-SYNPCC7002_RS17185	8	1	1	0	0	1	0	5	1	6	6	0	2	4	1	0	1	0	1	2
gene-SYNPCC7002_RS01720	56	43	22	37	1	25	49	62	7	43	59	27	16	30	27	32	30	5	6	50
gene-SYNPCC7002_RS01730	38	12	8	11	7	15	7	25	3	17	63	5	1	18	17	26	26	13	5	25
gene-SYNPCC7002_RS01735	10	5	2	13	0	2	22	9	2	11	13	2	3	3	5	7	5	1	6	10
gene-SYNPCC7002_RS17190	1	3	0	2	0	2	1	6	0	2	7	4	1	4	0	1	3	1	1	0
gene-SYNPCC7002_RS01740	45	20	11	24	2	27	37	39	18	31	40	18	6	17	23	12	20	5	23	22
gene-SYNPCC7002_RS01745	37	20	12	13	4	9	37	30	8	12	22	21	14	20	12	20	15	3	11	22
gene-SYNPCC7002_RS01750	73	44	16	40	4	57	58	36	9	26	93	22	2	18	48	55	42	8	21	43
gene-SYNPCC7002_RS01755	9	18	3	5	0	10	3	15	6	13	27	9	4	15	5	20	5	10	4	10
gene-SYNPCC7002_RS01760	11	7	5	9	1	16	8	11	5	11	20	6	0	8	7	6	9	6	5	5
gene-SYNPCC7002_RS01765	31	21	10	25	7	20	23	26	14	23	29	20	9	25	23	19	17	12	24	16
gene-SYNPCC7002_RS01770	81	68	51	62	13	66	103	66	20	64	111	81	15	62	56	57	71	22	35	63
gene-SYNPCC7002_RS01775	11	15	12	13	1	7	11	12	1	10	19	2	0	10	8	14	6	1	8	11
gene-SYNPCC7002_RS01780	56	35	10	25	7	25	28	44	13	26	56	22	10	18	30	26	27	2	4	44
gene-SYNPCC7002_RS01785	60	24	21	26	7	42	31	53	14	28	58	18	8	25	44	20	27	19	20	28
gene-SYNPCC7002_RS01790	29	30	25	22	0	36	30	43	5	25	45	12	10	19	23	33	25	6	10	42
gene-SYNPCC7002_RS01795	29	14	19	26	6	16	26	37	4	35	44	23	5	10	24	15	17	2	14	24
gene-SYNPCC7002_RS01800	26	35	16	18	0	22	36	16	6	14	49	21	8	9	11	22	21	5	9	20
gene-SYNPCC7002_RS01805	56	63	11	36	14	64	46	54	21	41	93	28	11	29	48	44	46	8	31	58
gene-SYNPCC7002_RS01810	34	13	10	16	0	18	15	19	2	21	39	11	11	6	17	11	22	3	4	14
gene-SYNPCC7002_RS01815	6	7	9	6	0	7	7	4	2	5	10	0	3	6	8	8	5	0	2	7
gene-SYNPCC7002_RS01820	42	23	6	19	5	28	15	32	12	24	54	16	8	15	29	13	25	15	7	31
gene-SYNPCC7002_RS01825	19	29	3	2	0	25	11	15	7	9	42	8	7	10	11	24	11	12	7	10
gene-SYNPCC7002_RS01830	4	3	1	4	0	5	2	8	0	6	6	1	1	4	4	5	2	2	2	5
gene-SYNPCC7002_RS01835	40	29	20	36	10	35	32	27	10	23	51	21	8	20	21	29	29	3	17	36
gene-SYNPCC7002_RS01840	24	19	10	14	2	19	21	25	7	19	39	17	4	13	12	10	16	10	12	22
gene-SYNPCC7002_RS01845	64	30	27	25	2	32	37	53	5	30	55	22	11	19	36	40	45	8	25	44
gene-SYNPCC7002_RS17195	3	1	0	2	0	0	3	2	0	3	5	1	0	1	2	4	4	2	1	7
gene-SYNPCC7002_RS01850	3	1	1	1	0	1	2	5	0	3	9	1	1	1	2	0	1	0	2	3
gene-SYNPCC7002_RS01855	13	5	5	5	2	11	3	9	1	9	15	4	2	5	9	10	3	0	3	9
gene-SYNPCC7002_RS01860	23	12	8	11	2	7	6	21	2	11	42	3	3	19	16	12	10	10	5	7
gene-SYNPCC7002_RS01865	28	14	9	9	1	17	11	14	7	16	30	9	1	9	16	11	13	5	9	15
gene-SYNPCC7002_RS01870	3	8	0	2	0	10	6	8	3	4	9	3	0	4	5	4	3	3	4	7
gene-SYNPCC7002_RS01875	12	10	10	14	2	13	10	9	1	13	22	7	2	12	7	13	10	2	1	16
gene-SYNPCC7002_RS01880	24	13	8	10	0	26	9	24	12	16	32	5	1	9	19	13	15	11	7	13
gene-SYNPCC7002_RS01885	24	13	13	11	4	9	17	21	2	13	33	6	8	16	18	11	12	9	5	24
gene-SYNPCC7002_RS01890	17	19	20	25	4	19	22	16	9	27	28	12	11	18	14	23	23	6	23	15
gene-SYNPCC7002_RS01895	7	6	6	7	0	6	6	7	3	10	12	7	1	5	3	7	8	0	2	10
gene-SYNPCC7002_RS01900	14	13	2	5	3	7	9	7	2	4	19	2	0	4	8	6	7	0	9	9
gene-SYNPCC7002_RS01910	5	4	4	3	2	4	9	5	1	6	11	6	1	6	5	5	8	1	4	1
gene-SYNPCC7002_RS01915	20	18	11	14	7	20	25	19	7	22	27	7	6	13	14	11	15	7	15	14
gene-SYNPCC7002_RS01920	25	21	13	14	3	22	16	36	8	16	23	5	5	13	14	11	13	9	12	9
gene-SYNPCC7002_RS01925	27	9	5	14	4	16	11	17	5	15	28	11	4	6	12	8	18	5	6	12
gene-SYNPCC7002_RS01930	27	10	6	7	4	20	7	21	4	11	25	1	0	8	16	6	21	5	5	14
gene-SYNPCC7002_RS01935	11	14	6	4	2	3	4	4	2	4	8	10	3	2	5	6	2	2	3	4
gene-SYNPCC7002_RS01940	4	3	7	2	1	5	11	2	0	4	8	10	1	6	2	7	3	1	2	2
gene-SYNPCC7002_RS01945	64	16	37	24	4	29	41	37	3	37	55	12	5	25	35	32	40	6	21	21
gene-SYNPCC7002_RS01950	27	20	7	16	4	17	21	19	5	13	31	13	2	7	16	17	14	4	12	22
gene-SYNPCC7002_RS01960	27	15	8	13	1	14	11	36	1	35	52	8	7	26	15	14	18	7	13	35
gene-SYNPCC7002_RS01965	43	14	17	7	2	13	7	43	1	31	58	9	9	31	12	18	22	8	8	38
gene-SYNPCC7002_RS01970	46	10	18	26	4	18	37	36	5	30	22	25	7	17	21	26	31	9	16	33
gene-SYNPCC7002_RS01975	29	19	11	19	7	14	20	31	12	21	41	4	4	7	15	14	17	5	13	12
gene-SYNPCC7002_RS01980	10	4	5	9	3	10	12	6	3	7	11	7	2	7	6	2	7	4	5	8
gene-SYNPCC7002_RS01985	43	20	13	19	8	29	24	33	14	33	49	14	4	10	21	21	22	8	9	27
gene-SYNPCC7002_RS01990	17	16	8	3	1	9	15	5	0	7	14	0	1	6	2	2	6	2	3	5
gene-SYNPCC7002_RS01995	31	18	26	15	6	30	21	22	12	24	43	19	7	22	20	19	26	10	11	25
gene-SYNPCC7002_RS02000	17	7	17	20	7	17	8	16	7	19	36	23	2	17	16	18	20	4	17	18
gene-SYNPCC7002_RS02005	9	12	4	12	1	8	12	3	2	6	25	5	2	3	3	13	7	3	7	2
gene-SYNPCC7002_RS02010	2	7	1	7	3	7	5	6	2	7	6	5	2	3	6	5	4	0	0	6
gene-SYNPCC7002_RS02015	12	12	3	9	1	8	10	5	4	7	19	5	0	10	5	7	4	3	3	12
gene-SYNPCC7002_RS02020	30	16	21	22	9	34	12	26	8	33	54	22	3	10	21	26	24	7	18	17
gene-SYNPCC7002_RS02025	11	5	3	9	1	6	6	4	6	12	16	8	1	4	8	6	5	5	3	6
gene-SYNPCC7002_RS02030	2	1	3	9	0	4	4	3	2	8	8	6	0	2	8	4	3	1	0	6
gene-SYNPCC7002_RS02035	12	12	31	17	5	12	15	9	8	29	44	30	0	35	6	35	10	3	16	14
gene-SYNPCC7002_RS02040	11	14	21	16	4	24	21	11	8	29	27	33	6	21	11	22	13	6	14	15
gene-SYNPCC7002_RS02045	14	14	14	21	7	21	20	12	7	25	20	26	5	20	10	19	9	10	9	10
gene-SYNPCC7002_RS02050	9	8	3	14	1	13	16	18	3	19	23	14	5	8	10	10	13	5	10	12
gene-SYNPCC7002_RS02055	19	9	11	15	4	16	16	12	7	29	23	29	3	25	10	21	5	6	16	12
gene-SYNPCC7002_RS02060	11	4	10	14	4	12	18	12	7	21	25	20	0	11	12	10	7	6	8	14
gene-SYNPCC7002_RS02065	9	7	17	14	7	13	10	12	6	14	31	23	1	16	9	19	20	3	17	15
gene-SYNPCC7002_RS02070	24	33	21	18	4	10	32	46	9	34	45	25	5	18	11	30	18	3	13	33
gene-SYNPCC7002_RS02075	5	10	4	11	1	6	16	3	5	10	27	10	0	2	7	10	6	6	7	4
gene-SYNPCC7002_RS02080	16	20	4	19	2	21	26	16	0	12	46	13	8	14	10	12	14	3	11	12
gene-SYNPCC7002_RS02085	23	14	8	6	1	9	8	17	0	25	35	5	7	26	14	19	7	11	15	23
gene-SYNPCC7002_RS02090	45	43	20	50	6	29	45	44	8	36	57	26	14	26	27	29	28	3	18	41
gene-SYNPCC7002_RS02095	37	16	5	13	1	25	18	16	18	10	40	12	9	11	21	22	16	5	10	8
gene-SYNPCC7002_RS02100	30	25	12	11	10	30	25	27	11	19	53	8	4	18	24	15	27	4	13	7
gene-SYNPCC7002_RS02105	56	30	25	16	1	26	22	20	2	14	42	5	5	14	9	19	16	3	15	15
gene-SYNPCC7002_RS02110	41	19	15	19	2	14	25	36	4	27	27	20	9	10	11	18	15	1	7	27
gene-SYNPCC7002_RS02115	55	37	22	42	7	29	30	38	16	37	63	20	15	17	22	18	33	5	15	32
gene-SYNPCC7002_RS02120	47	19	20	27	10	50	29	39	10	37	72	19	7	25	24	29	36	9	11	32
gene-SYNPCC7002_RS02125	3	8	4	7	0	5	7	2	3	6	4	5	1	1	9	3	5	2	0	5
gene-SYNPCC7002_RS02130	19	4	2	5	3	4	9	10	5	8	11	6	4	7	7	4	8	2	2	6
gene-SYNPCC7002_RS02140	30	24	24	28	2	11	29	19	5	34	48	38	10	16	26	36	22	2	20	24
gene-SYNPCC7002_RS16060	15	13	20	16	0	12	23	10	5	21	28	18	3	12	4	21	11	1	4	15
gene-SYNPCC7002_RS02150	67	29	24	26	4	27	74	44	20	23	76	41	15	32	35	36	39	13	25	38
gene-SYNPCC7002_RS02155	80	45	24	54	6	43	64	53	20	40	88	48	14	32	37	43	67	12	35	53
gene-SYNPCC7002_RS16615	2	5	1	4	1	3	2	3	0	2	2	3	0	2	3	5	1	3	2	2
gene-SYNPCC7002_RS02160	36	15	17	17	4	18	24	18	17	22	43	17	6	6	11	22	20	1	11	31
gene-SYNPCC7002_RS16930	7	1	1	3	0	0	0	4	0	4	5	2	1	2	1	3	2	1	1	6
gene-SYNPCC7002_RS02170	25	18	15	16	2	14	25	23	4	38	51	17	7	15	17	21	26	3	7	27
gene-SYNPCC7002_RS16935	3	1	2	2	4	3	3	2	1	2	1	5	0	0	3	2	9	0	1	2
gene-SYNPCC7002_RS02185	2	4	7	0	0	3	4	5	1	6	19	6	2	3	1	2	4	2	8	3
gene-SYNPCC7002_RS02190	34	24	16	12	3	47	30	21	12	29	68	16	7	20	33	28	32	5	3	23
gene-SYNPCC7002_RS02195	11	6	5	8	0	8	9	6	1	7	9	6	6	1	7	8	2	0	7	7
gene-SYNPCC7002_RS02200	27	13	4	12	4	20	19	19	6	18	27	7	2	5	23	11	13	4	8	21
gene-SYNPCC7002_RS02205	58	29	30	33	5	23	41	41	5	23	53	18	5	27	39	24	52	11	15	41
gene-SYNPCC7002_RS02210	54	33	36	26	8	37	23	40	12	21	63	30	15	16	29	41	29	2	20	22
gene-SYNPCC7002_RS02215	79	50	24	51	6	32	62	60	12	33	102	35	8	27	41	40	47	9	19	71
gene-SYNPCC7002_RS02220	68	21	18	26	6	21	22	31	5	37	36	20	12	15	24	23	23	1	5	48
gene-SYNPCC7002_RS02225	14	8	4	19	4	7	15	7	5	8	21	10	3	8	7	20	12	1	12	15
gene-SYNPCC7002_RS02230	53	21	20	28	7	33	21	47	16	23	54	13	8	12	16	22	21	8	11	33
gene-SYNPCC7002_RS02235	60	31	14	33	9	61	48	32	14	28	87	28	9	11	14	32	33	1	13	29
gene-SYNPCC7002_RS02240	25	17	8	20	2	20	15	22	11	21	31	9	2	10	13	17	26	5	10	13
gene-SYNPCC7002_RS02245	24	12	7	26	4	14	16	19	7	12	24	5	3	6	5	17	14	4	4	18
gene-SYNPCC7002_RS02250	52	42	21	32	3	29	28	37	6	35	64	33	11	35	27	32	27	12	18	32
gene-SYNPCC7002_RS02255	13	10	7	11	0	9	11	4	0	5	12	4	2	4	4	5	4	1	2	4
gene-SYNPCC7002_RS02260	24	7	10	12	6	15	12	20	2	11	19	4	0	8	8	10	11	4	2	11
gene-SYNPCC7002_RS02265	9	5	1	8	3	8	11	9	7	5	14	8	3	4	5	4	5	3	7	5
gene-SYNPCC7002_RS02270	43	20	15	16	5	32	13	41	12	19	61	9	1	14	28	23	26	7	13	18
gene-SYNPCC7002_RS02275	36	24	20	22	2	45	35	44	7	35	54	13	3	19	64	32	44	6	14	36
gene-SYNPCC7002_RS02280	50	20	11	15	4	29	15	48	6	41	82	11	9	39	38	30	20	14	16	39
gene-SYNPCC7002_RS02285	27	7	8	19	2	11	18	19	4	10	21	7	6	14	10	13	21	5	15	18
gene-SYNPCC7002_RS02290	37	22	12	15	5	29	23	22	11	18	51	16	4	13	33	10	25	7	3	20
gene-SYNPCC7002_RS02295	12	7	9	4	6	24	8	16	1	7	16	6	11	3	15	14	19	1	3	6
gene-SYNPCC7002_RS02300	19	16	10	16	5	18	13	16	4	20	31	9	3	7	14	21	14	3	13	7
gene-SYNPCC7002_RS02305	15	15	15	16	4	13	18	17	3	26	51	15	4	14	12	13	22	6	8	21
gene-SYNPCC7002_RS02310	20	11	10	21	3	15	11	20	1	37	27	14	2	14	14	14	22	2	13	24
gene-SYNPCC7002_RS02315	21	23	3	19	8	22	12	22	11	8	32	3	2	10	22	14	21	6	11	23
gene-SYNPCC7002_RS02320	28	21	13	16	6	16	22	13	8	16	39	7	8	14	9	26	18	6	13	16
gene-SYNPCC7002_RS02325	27	26	22	34	8	30	21	41	10	29	47	20	9	19	30	21	18	5	23	42
gene-SYNPCC7002_RS02330	45	13	4	8	0	10	15	41	2	32	45	11	10	23	21	27	20	4	12	26
gene-SYNPCC7002_RS02335	5	3	2	4	2	4	4	6	1	3	10	2	1	2	9	7	1	3	2	8
gene-SYNPCC7002_RS02345	10	3	3	6	1	4	5	8	1	9	7	9	1	3	2	9	7	0	4	11
gene-SYNPCC7002_RS02350	6	8	5	5	1	7	12	8	2	7	9	6	0	4	3	12	8	2	2	9
gene-SYNPCC7002_RS02355	23	15	5	17	3	22	14	22	3	17	34	19	1	7	18	12	20	4	5	23
gene-SYNPCC7002_RS02360	39	27	22	32	2	38	37	47	3	29	70	28	3	23	27	24	28	8	16	30
gene-SYNPCC7002_RS02365	41	27	16	29	0	24	32	34	3	30	50	19	10	23	35	34	30	3	22	31
gene-SYNPCC7002_RS02370	34	29	9	21	6	27	14	28	9	14	51	10	7	12	16	20	22	7	13	17
gene-SYNPCC7002_RS02375	21	11	6	26	2	9	14	11	0	16	19	13	5	5	6	9	15	1	7	13
gene-SYNPCC7002_RS02380	5	4	2	1	0	3	4	9	0	5	6	6	2	1	3	1	5	5	3	4
gene-SYNPCC7002_RS02385	67	46	53	48	9	31	61	48	21	58	75	40	16	38	32	36	34	16	37	48
gene-SYNPCC7002_RS02390	14	13	5	6	4	11	11	12	1	8	18	0	1	7	11	12	7	1	4	14
gene-SYNPCC7002_RS02395	43	20	11	13	1	21	20	33	5	24	69	10	5	20	19	24	16	9	9	32
gene-SYNPCC7002_RS02405	27	19	3	17	6	18	18	30	5	18	34	13	1	8	16	11	19	4	7	21
gene-SYNPCC7002_RS02410	17	25	8	20	2	9	14	11	3	24	27	9	5	6	13	12	17	2	6	19
gene-SYNPCC7002_RS02415	19	13	6	21	4	11	13	13	8	12	18	12	5	5	5	15	7	4	6	13
gene-SYNPCC7002_RS16375	6	11	3	5	0	3	1	14	3	2	4	7	0	2	2	5	7	0	3	9
gene-SYNPCC7002_RS02425	7	9	3	10	0	4	5	11	2	8	5	12	2	3	3	3	7	0	5	15
gene-SYNPCC7002_RS02430	39	50	43	42	2	51	54	56	2	32	70	9	6	48	37	50	43	5	19	57
gene-SYNPCC7002_RS02435	23	14	12	16	4	14	16	18	8	21	30	9	3	7	16	15	17	4	7	16
gene-SYNPCC7002_RS02440	26	20	8	24	1	19	23	23	7	14	40	19	9	14	15	11	26	2	10	23
gene-SYNPCC7002_RS02445	15	9	9	11	2	9	11	12	2	16	17	10	2	10	7	6	11	2	6	15
gene-SYNPCC7002_RS02450	11	3	4	3	2	0	3	4	3	17	22	4	1	7	8	7	3	2	3	8
