Geneid	signal	type	name	locus_tag	old_locus_tag	product	is.de
gene-SYNPCC7002_RS00825	No SP	protein_coding	SYNPCC7002_RS00825	SYNPCC7002_RS00825	SYNPCC7002_A0166	ABC transporter ATP-binding protein	TRUE
gene-SYNPCC7002_RS00830	Sec/SPI	protein_coding	SYNPCC7002_RS00830	SYNPCC7002_RS00830	SYNPCC7002_A0167	c-type cytochrome	TRUE
gene-SYNPCC7002_RS00835	No SP	protein_coding	SYNPCC7002_RS00835	SYNPCC7002_RS00835	SYNPCC7002_A0168	DUF4912 domain-containing protein	TRUE
gene-SYNPCC7002_RS00840	No SP	protein_coding	aroA	SYNPCC7002_RS00840	SYNPCC7002_A0169	3-phosphoshikimate 1-carboxyvinyltransferase	TRUE
gene-SYNPCC7002_RS00845	No SP	protein_coding	SYNPCC7002_RS00845	SYNPCC7002_RS00845	SYNPCC7002_A0170	cytochrome P450	TRUE
gene-SYNPCC7002_RS00850	No SP	protein_coding	SYNPCC7002_RS00850	SYNPCC7002_RS00850	SYNPCC7002_A0171	LysR family transcriptional regulator	TRUE
gene-SYNPCC7002_RS00855	No SP	protein_coding	SYNPCC7002_RS00855	SYNPCC7002_RS00855	SYNPCC7002_A0172	NAD(P)H-quinone oxidoreductase subunit F	TRUE
gene-SYNPCC7002_RS00860	No SP	protein_coding	SYNPCC7002_RS00860	SYNPCC7002_RS00860	SYNPCC7002_A0173	NADH-quinone oxidoreductase subunit M	TRUE
gene-SYNPCC7002_RS00865	No SP	protein_coding	SYNPCC7002_RS00865	SYNPCC7002_RS00865	SYNPCC7002_A0174	CO2 hydration protein	TRUE
gene-SYNPCC7002_RS00870	No SP	protein_coding	SYNPCC7002_RS00870	SYNPCC7002_RS00870	SYNPCC7002_A0175	fasciclin domain-containing protein	TRUE
gene-SYNPCC7002_RS00875	Sec/SPII	protein_coding	SYNPCC7002_RS00875	SYNPCC7002_RS00875	SYNPCC7002_A0176	thioredoxin domain-containing protein	TRUE
gene-SYNPCC7002_RS00880	No SP	protein_coding	SYNPCC7002_RS00880	SYNPCC7002_RS00880	SYNPCC7002_A0177	alanine--glyoxylate aminotransferase family protein	TRUE
gene-SYNPCC7002_RS00885	No SP	protein_coding	mutS	SYNPCC7002_RS00885	SYNPCC7002_A0178	DNA mismatch repair protein MutS	TRUE
gene-SYNPCC7002_RS00890	No SP	protein_coding	SYNPCC7002_RS00890	SYNPCC7002_RS00890	SYNPCC7002_A0179	glutaredoxin family protein	TRUE
gene-SYNPCC7002_RS00895	No SP	protein_coding	SYNPCC7002_RS00895	SYNPCC7002_RS00895	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS00900	No SP	protein_coding	SYNPCC7002_RS00900	SYNPCC7002_RS00900	SYNPCC7002_A0180	hypothetical protein	TRUE
gene-SYNPCC7002_RS00905	No SP	protein_coding	SYNPCC7002_RS00905	SYNPCC7002_RS00905	SYNPCC7002_A0181	S8 family serine peptidase	TRUE
gene-SYNPCC7002_RS00915	No SP	protein_coding	SYNPCC7002_RS00915	SYNPCC7002_RS00915	SYNPCC7002_A0183	tetratricopeptide repeat protein	TRUE
gene-SYNPCC7002_RS00920	No SP	protein_coding	SYNPCC7002_RS00920	SYNPCC7002_RS00920	SYNPCC7002_A0184	hypothetical protein	TRUE
gene-SYNPCC7002_RS00925	No SP	protein_coding	SYNPCC7002_RS00925	SYNPCC7002_RS00925	SYNPCC7002_A0186	chlorophyll a/b-binding protein	TRUE
gene-SYNPCC7002_RS00930	No SP	protein_coding	SYNPCC7002_RS00930	SYNPCC7002_RS00930	SYNPCC7002_A0187	PRC-barrel domain-containing protein	TRUE
gene-SYNPCC7002_RS00940	No SP	protein_coding	SYNPCC7002_RS00940	SYNPCC7002_RS00940	SYNPCC7002_A0189	hypothetical protein	TRUE
gene-SYNPCC7002_RS00945	Sec/SPI	protein_coding	SYNPCC7002_RS00945	SYNPCC7002_RS00945	SYNPCC7002_A0190	hypothetical protein	TRUE
gene-SYNPCC7002_RS00950	No SP	protein_coding	SYNPCC7002_RS00950	SYNPCC7002_RS00950	SYNPCC7002_A0191	PhoH family protein	TRUE
gene-SYNPCC7002_RS00955	No SP	protein_coding	SYNPCC7002_RS00955	SYNPCC7002_RS00955	SYNPCC7002_A0192	Uma2 family endonuclease	TRUE
gene-SYNPCC7002_RS00960	No SP	protein_coding	ureC	SYNPCC7002_RS00960	SYNPCC7002_A0193	urease subunit alpha	TRUE
gene-SYNPCC7002_RS00965	No SP	protein_coding	hypE	SYNPCC7002_RS00965	SYNPCC7002_A0194	hydrogenase expression/formation protein HypE	FALSE
gene-SYNPCC7002_RS00970	No SP	protein_coding	hoxE	SYNPCC7002_RS00970	SYNPCC7002_A0195	bidirectional hydrogenase complex protein HoxE	TRUE
gene-SYNPCC7002_RS00975	No SP	protein_coding	nuoF	SYNPCC7002_RS00975	SYNPCC7002_A0196	NADH-quinone oxidoreductase subunit NuoF	TRUE
gene-SYNPCC7002_RS00980	No SP	protein_coding	hoxU	SYNPCC7002_RS00980	SYNPCC7002_A0197	bidirectional hydrogenase complex protein HoxU	TRUE
gene-SYNPCC7002_RS00985	No SP	protein_coding	SYNPCC7002_RS00985	SYNPCC7002_RS00985	SYNPCC7002_A0198	oxidoreductase	TRUE
gene-SYNPCC7002_RS00990	No SP	protein_coding	SYNPCC7002_RS00990	SYNPCC7002_RS00990	SYNPCC7002_A0199	CBS domain-containing protein	TRUE
gene-SYNPCC7002_RS00995	No SP	protein_coding	SYNPCC7002_RS00995	SYNPCC7002_RS00995	SYNPCC7002_A0200	Ni/Fe hydrogenase subunit alpha	TRUE
gene-SYNPCC7002_RS01000	No SP	protein_coding	SYNPCC7002_RS01000	SYNPCC7002_RS01000	SYNPCC7002_A0201	hydrogenase maturation protease	TRUE
gene-SYNPCC7002_RS01005	No SP	protein_coding	hypA	SYNPCC7002_RS01005	SYNPCC7002_A0202	hydrogenase maturation nickel metallochaperone HypA	TRUE
gene-SYNPCC7002_RS01010	No SP	protein_coding	hypB	SYNPCC7002_RS01010	SYNPCC7002_A0203	hydrogenase nickel incorporation protein HypB	TRUE
gene-SYNPCC7002_RS01015	No SP	protein_coding	hypF	SYNPCC7002_RS01015	SYNPCC7002_A0204	carbamoyltransferase HypF	FALSE
gene-SYNPCC7002_RS01020	No SP	protein_coding	SYNPCC7002_RS01020	SYNPCC7002_RS01020	SYNPCC7002_A0205	HypC/HybG/HupF family hydrogenase formation chaperone	TRUE
gene-SYNPCC7002_RS01025	No SP	protein_coding	hypD	SYNPCC7002_RS01025	SYNPCC7002_A0206	hydrogenase formation protein HypD	TRUE
gene-SYNPCC7002_RS01030	No SP	protein_coding	SYNPCC7002_RS01030	SYNPCC7002_RS01030	SYNPCC7002_A0207	hypothetical protein	TRUE
gene-SYNPCC7002_RS01035	No SP	protein_coding	SYNPCC7002_RS01035	SYNPCC7002_RS01035	SYNPCC7002_A0208	YtxH domain-containing protein	TRUE
gene-SYNPCC7002_RS01040	No SP	protein_coding	dtd	SYNPCC7002_RS01040	SYNPCC7002_A0209	D-aminoacyl-tRNA deacylase	FALSE
gene-SYNPCC7002_RS01045	No SP	protein_coding	SYNPCC7002_RS01045	SYNPCC7002_RS01045	SYNPCC7002_A0210	protochlorophyllide reductase	TRUE
gene-SYNPCC7002_RS16540	No SP	protein_coding	SYNPCC7002_RS16540	SYNPCC7002_RS16540	SYNPCC7002_A0211	NERD domain-containing protein	TRUE
gene-SYNPCC7002_RS01055	No SP	protein_coding	cax	SYNPCC7002_RS01055	SYNPCC7002_A0212	calcium/proton exchanger	TRUE
gene-SYNPCC7002_RS01060	No SP	protein_coding	SYNPCC7002_RS01060	SYNPCC7002_RS01060	SYNPCC7002_A0213	S41 family peptidase	TRUE
gene-SYNPCC7002_RS01065	No SP	protein_coding	SYNPCC7002_RS01065	SYNPCC7002_RS01065	SYNPCC7002_A0214	DUF3854 domain-containing protein	TRUE
gene-SYNPCC7002_RS01070	No SP	protein_coding	msrA	SYNPCC7002_RS01070	SYNPCC7002_A0215	peptide-methionine (S)-S-oxide reductase MsrA	TRUE
gene-SYNPCC7002_RS01075	No SP	protein_coding	SYNPCC7002_RS01075	SYNPCC7002_RS01075	SYNPCC7002_A0216	SDR family oxidoreductase	FALSE
gene-SYNPCC7002_RS01080	No SP	protein_coding	SYNPCC7002_RS01080	SYNPCC7002_RS01080	SYNPCC7002_A0217	NAD(+) kinase	TRUE
gene-SYNPCC7002_RS01085	No SP	protein_coding	SYNPCC7002_RS01085	SYNPCC7002_RS01085	SYNPCC7002_A0218	response regulator transcription factor	TRUE
gene-SYNPCC7002_RS01090	Sec/SPII	protein_coding	SYNPCC7002_RS01090	SYNPCC7002_RS01090	SYNPCC7002_A0219	DUF192 domain-containing protein	TRUE
gene-SYNPCC7002_RS01095	No SP	protein_coding	radC	SYNPCC7002_RS01095	SYNPCC7002_A0220	DNA repair protein RadC	TRUE
gene-SYNPCC7002_RS01100	No SP	protein_coding	gnd	SYNPCC7002_RS01100	SYNPCC7002_A0221	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	TRUE
gene-SYNPCC7002_RS01105	No SP	protein_coding	SYNPCC7002_RS01105	SYNPCC7002_RS01105	SYNPCC7002_A0222	TldD/PmbA family protein	TRUE
gene-SYNPCC7002_RS16350	No SP	protein_coding	SYNPCC7002_RS16350	SYNPCC7002_RS16350	SYNPCC7002_A0224	M48 family metallopeptidase	TRUE
gene-SYNPCC7002_RS01120	No SP	protein_coding	SYNPCC7002_RS01120	SYNPCC7002_RS01120	SYNPCC7002_A0225	hypothetical protein	TRUE
gene-SYNPCC7002_RS01125	No SP	protein_coding	SYNPCC7002_RS01125	SYNPCC7002_RS01125	SYNPCC7002_A0226	iron-sulfur cluster assembly accessory protein	TRUE
gene-SYNPCC7002_RS01130	No SP	protein_coding	SYNPCC7002_RS01130	SYNPCC7002_RS01130	SYNPCC7002_A0227	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS01135	No SP	protein_coding	SYNPCC7002_RS01135	SYNPCC7002_RS01135	SYNPCC7002_A0228	rubredoxin	FALSE
gene-SYNPCC7002_RS01140	Sec/SPII	protein_coding	SYNPCC7002_RS01140	SYNPCC7002_RS01140	SYNPCC7002_A0229	photosynthesis system II assembly factor Ycf48	TRUE
gene-SYNPCC7002_RS01145	No SP	protein_coding	psbE	SYNPCC7002_RS01145	SYNPCC7002_A0230	cytochrome b559 subunit alpha	TRUE
gene-SYNPCC7002_RS16355	No SP	protein_coding	psbF	SYNPCC7002_RS16355	SYNPCC7002_A0231	cytochrome b559 subunit beta	TRUE
gene-SYNPCC7002_RS16360	No SP	protein_coding	SYNPCC7002_RS16360	SYNPCC7002_RS16360	SYNPCC7002_A0232	photosystem II reaction center protein L	TRUE
gene-SYNPCC7002_RS01150	No SP	protein_coding	SYNPCC7002_RS01150	SYNPCC7002_RS01150	SYNPCC7002_A0233	photosystem II reaction center protein J	TRUE
gene-SYNPCC7002_RS01155	Sec/SPI	protein_coding	SYNPCC7002_RS01155	SYNPCC7002_RS01155	SYNPCC7002_A0234	alpha/beta hydrolase	FALSE
gene-SYNPCC7002_RS01160	No SP	protein_coding	SYNPCC7002_RS01160	SYNPCC7002_RS01160	SYNPCC7002_A0235	valine--pyruvate transaminase	TRUE
gene-SYNPCC7002_RS01165	No SP	protein_coding	SYNPCC7002_RS01165	SYNPCC7002_RS01165	SYNPCC7002_A0236	PD-(D/E)XK nuclease family protein	TRUE
gene-SYNPCC7002_RS01170	No SP	protein_coding	uvrC	SYNPCC7002_RS01170	SYNPCC7002_A0237	excinuclease ABC subunit UvrC	FALSE
gene-SYNPCC7002_RS17040	No SP	protein_coding	SYNPCC7002_RS17040	SYNPCC7002_RS17040	SYNPCC7002_A0238	hypothetical protein	TRUE
gene-SYNPCC7002_RS01185	No SP	protein_coding	SYNPCC7002_RS01185	SYNPCC7002_RS01185	SYNPCC7002_A0239	SagB/ThcOx family dehydrogenase	TRUE
gene-SYNPCC7002_RS01190	No SP	protein_coding	SYNPCC7002_RS01190	SYNPCC7002_RS01190	SYNPCC7002_A0240	ABC transporter ATP-binding protein	FALSE
gene-SYNPCC7002_RS01200	No SP	protein_coding	SYNPCC7002_RS01200	SYNPCC7002_RS01200	SYNPCC7002_A0242	superoxide dismutase	TRUE
gene-SYNPCC7002_RS16055	No SP	protein_coding	SYNPCC7002_RS16055	SYNPCC7002_RS16055	SYNPCC7002_A0243	glycosyltransferase family 39 protein	TRUE
gene-SYNPCC7002_RS01210	Sec/SPI	protein_coding	SYNPCC7002_RS01210	SYNPCC7002_RS01210	SYNPCC7002_A0244	pentapeptide repeat-containing protein	TRUE
gene-SYNPCC7002_RS01215	No SP	protein_coding	SYNPCC7002_RS01215	SYNPCC7002_RS01215	SYNPCC7002_A0245	HAD-IC family P-type ATPase	FALSE
gene-SYNPCC7002_RS01220	No SP	protein_coding	SYNPCC7002_RS01220	SYNPCC7002_RS01220	SYNPCC7002_A0246	glutamine synthetase III	TRUE
gene-SYNPCC7002_RS01225	No SP	protein_coding	cysK	SYNPCC7002_RS01225	SYNPCC7002_A0247	cysteine synthase A	TRUE
gene-SYNPCC7002_RS01230	No SP	protein_coding	SYNPCC7002_RS01230	SYNPCC7002_RS01230	SYNPCC7002_A0248	DUF2237 domain-containing protein	TRUE
gene-SYNPCC7002_RS01235	No SP	protein_coding	SYNPCC7002_RS01235	SYNPCC7002_RS01235	SYNPCC7002_A0249	GIY-YIG nuclease family protein	TRUE
gene-SYNPCC7002_RS01240	No SP	protein_coding	ppsA	SYNPCC7002_RS01240	SYNPCC7002_A0250	phosphoenolpyruvate synthase	TRUE
gene-SYNPCC7002_RS01245	No SP	protein_coding	SYNPCC7002_RS01245	SYNPCC7002_RS01245	SYNPCC7002_A0251	(2Fe-2S)-binding protein	TRUE
gene-SYNPCC7002_RS01250	No SP	protein_coding	SYNPCC7002_RS01250	SYNPCC7002_RS01250	SYNPCC7002_A0252	Uma2 family endonuclease	TRUE
gene-SYNPCC7002_RS01260	No SP	protein_coding	SYNPCC7002_RS01260	SYNPCC7002_RS01260	SYNPCC7002_A0254	HAD family phosphatase	TRUE
gene-SYNPCC7002_RS01265	No SP	protein_coding	SYNPCC7002_RS01265	SYNPCC7002_RS01265	SYNPCC7002_A0255	WecB/TagA/CpsF family glycosyltransferase	TRUE
gene-SYNPCC7002_RS01270	No SP	protein_coding	SYNPCC7002_RS01270	SYNPCC7002_RS01270	SYNPCC7002_A0256	sugar transferase	TRUE
gene-SYNPCC7002_RS01275	No SP	protein_coding	SYNPCC7002_RS01275	SYNPCC7002_RS01275	SYNPCC7002_A0257	haloacid dehalogenase-like hydrolase	TRUE
gene-SYNPCC7002_RS16920	No SP	protein_coding	SYNPCC7002_RS16920	SYNPCC7002_RS16920	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS01280	No SP	protein_coding	SYNPCC7002_RS01280	SYNPCC7002_RS01280	SYNPCC7002_A0258	pentapeptide repeat-containing protein	FALSE
gene-SYNPCC7002_RS01285	No SP	protein_coding	SYNPCC7002_RS01285	SYNPCC7002_RS01285	SYNPCC7002_A0259	TIGR03279 family radical SAM protein	TRUE
gene-SYNPCC7002_RS01290	No SP	protein_coding	SYNPCC7002_RS01290	SYNPCC7002_RS01290	SYNPCC7002_A0260	undecaprenyl-diphosphate phosphatase	TRUE
gene-SYNPCC7002_RS01295	No SP	protein_coding	SYNPCC7002_RS01295	SYNPCC7002_RS01295	SYNPCC7002_A0261	DUF3120 domain-containing protein	TRUE
gene-SYNPCC7002_RS01305	No SP	protein_coding	raiA	SYNPCC7002_RS01305	SYNPCC7002_A0263	ribosome-associated translation inhibitor RaiA	TRUE
gene-SYNPCC7002_RS01310	No SP	protein_coding	SYNPCC7002_RS01310	SYNPCC7002_RS01310	SYNPCC7002_A0264	SAM-dependent chlorinase/fluorinase	TRUE
gene-SYNPCC7002_RS16925	No SP	protein_coding	SYNPCC7002_RS16925	SYNPCC7002_RS16925	SYNPCC7002_A0265	hypothetical protein	TRUE
gene-SYNPCC7002_RS01315	No SP	protein_coding	SYNPCC7002_RS01315	SYNPCC7002_RS01315	SYNPCC7002_A0266	GuaB3 family IMP dehydrogenase-related protein	TRUE
gene-SYNPCC7002_RS01320	No SP	protein_coding	SYNPCC7002_RS01320	SYNPCC7002_RS01320	SYNPCC7002_A0267	hypothetical protein	TRUE
gene-SYNPCC7002_RS01325	No SP	protein_coding	menB	SYNPCC7002_RS01325	SYNPCC7002_A0268	1,4-dihydroxy-2-naphthoyl-CoA synthase	TRUE
gene-SYNPCC7002_RS01330	Sec/SPII	protein_coding	SYNPCC7002_RS01330	SYNPCC7002_RS01330	SYNPCC7002_A0269	photosystem II manganese-stabilizing polypeptide	TRUE
gene-SYNPCC7002_RS01335	No SP	protein_coding	sigC	SYNPCC7002_RS01335	SYNPCC7002_A0270	RNA polymerase sigma factor SigC	TRUE
gene-SYNPCC7002_RS01340	No SP	protein_coding	SYNPCC7002_RS01340	SYNPCC7002_RS01340	SYNPCC7002_A0271	TIGR00300 family protein	TRUE
gene-SYNPCC7002_RS01345	No SP	protein_coding	SYNPCC7002_RS01345	SYNPCC7002_RS01345	SYNPCC7002_A0272	RNA-binding protein	TRUE
gene-SYNPCC7002_RS01350	No SP	protein_coding	mgtE	SYNPCC7002_RS01350	SYNPCC7002_A0273	magnesium transporter	TRUE
gene-SYNPCC7002_RS01355	No SP	protein_coding	SYNPCC7002_RS01355	SYNPCC7002_RS01355	SYNPCC7002_A0274	WD40 repeat domain-containing protein	FALSE
gene-SYNPCC7002_RS01360	No SP	protein_coding	SYNPCC7002_RS01360	SYNPCC7002_RS01360	SYNPCC7002_A0275	CPBP family intramembrane metalloprotease	TRUE
gene-SYNPCC7002_RS01365	No SP	protein_coding	SYNPCC7002_RS01365	SYNPCC7002_RS01365	SYNPCC7002_A0276	DUF4351 domain-containing protein	TRUE
gene-SYNPCC7002_RS01370	No SP	protein_coding	SYNPCC7002_RS01370	SYNPCC7002_RS01370	SYNPCC7002_A0277	hypothetical protein	FALSE
gene-SYNPCC7002_RS01375	No SP	protein_coding	thiS	SYNPCC7002_RS01375	SYNPCC7002_A0278	sulfur carrier protein ThiS	TRUE
gene-SYNPCC7002_RS01380	No SP	protein_coding	SYNPCC7002_RS01380	SYNPCC7002_RS01380	SYNPCC7002_A0279	thiamine phosphate synthase	TRUE
gene-SYNPCC7002_RS01385	No SP	protein_coding	SYNPCC7002_RS01385	SYNPCC7002_RS01385	SYNPCC7002_A0280	7-carboxy-7-deazaguanine synthase QueE	TRUE
gene-SYNPCC7002_RS01390	No SP	protein_coding	queC	SYNPCC7002_RS01390	SYNPCC7002_A0281	7-cyano-7-deazaguanine synthase QueC	TRUE
gene-SYNPCC7002_RS01395	No SP	protein_coding	grxC	SYNPCC7002_RS01395	SYNPCC7002_A0282	glutaredoxin 3	TRUE
gene-SYNPCC7002_RS01400	No SP	protein_coding	SYNPCC7002_RS01400	SYNPCC7002_RS01400	SYNPCC7002_A0283	cation:proton antiporter	TRUE
gene-SYNPCC7002_RS01405	No SP	protein_coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	SYNPCC7002_A0284	HPP family protein	TRUE
gene-SYNPCC7002_RS01410	No SP	protein_coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	SYNPCC7002_A0285	MoaD/ThiS family protein	TRUE
gene-SYNPCC7002_RS01415	No SP	protein_coding	thrC	SYNPCC7002_RS01415	SYNPCC7002_A0286	threonine synthase	TRUE
gene-SYNPCC7002_RS01420	No SP	protein_coding	kaiC	SYNPCC7002_RS01420	SYNPCC7002_A0287	circadian clock protein KaiC	TRUE
gene-SYNPCC7002_RS01425	No SP	protein_coding	kaiB	SYNPCC7002_RS01425	SYNPCC7002_A0288	circadian clock protein KaiB	TRUE
gene-SYNPCC7002_RS01430	No SP	protein_coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	SYNPCC7002_A0289	circadian clock protein KaiA	TRUE
gene-SYNPCC7002_RS01435	No SP	protein_coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	SYNPCC7002_A0290	glycosyltransferase family 39 protein	TRUE
gene-SYNPCC7002_RS01440	No SP	protein_coding	SYNPCC7002_RS01440	SYNPCC7002_RS01440	SYNPCC7002_A0291	PEP-utilizing enzyme	FALSE
gene-SYNPCC7002_RS01445	No SP	protein_coding	SYNPCC7002_RS01445	SYNPCC7002_RS01445	SYNPCC7002_A0292	LL-diaminopimelate aminotransferase	TRUE
gene-SYNPCC7002_RS01450	No SP	protein_coding	SYNPCC7002_RS01450	SYNPCC7002_RS01450	SYNPCC7002_A0293	thioredoxin	TRUE
gene-SYNPCC7002_RS01455	No SP	protein_coding	SYNPCC7002_RS01455	SYNPCC7002_RS01455	SYNPCC7002_A0294	PspA/IM30 family protein	TRUE
gene-SYNPCC7002_RS01460	No SP	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	SYNPCC7002_A0295	ATP-binding protein	TRUE
gene-SYNPCC7002_RS01465	No SP	protein_coding	trpB	SYNPCC7002_RS01465	SYNPCC7002_A0296	tryptophan synthase subunit beta	TRUE
gene-SYNPCC7002_RS01470	No SP	protein_coding	SYNPCC7002_RS01470	SYNPCC7002_RS01470	SYNPCC7002_A0297	hypothetical protein	TRUE
gene-SYNPCC7002_RS16370	No SP	protein_coding	SYNPCC7002_RS16370	SYNPCC7002_RS16370	SYNPCC7002_A0298	NAD(P)H dehydrogenase subunit NdhS	FALSE
gene-SYNPCC7002_RS01475	No SP	protein_coding	SYNPCC7002_RS01475	SYNPCC7002_RS01475	SYNPCC7002_A0299	hypothetical protein	TRUE
gene-SYNPCC7002_RS01480	No SP	protein_coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	SYNPCC7002_A0300	hypothetical protein	TRUE
gene-SYNPCC7002_RS01485	No SP	protein_coding	nadB	SYNPCC7002_RS01485	SYNPCC7002_A0301	L-aspartate oxidase	TRUE
gene-SYNPCC7002_RS01490	No SP	protein_coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	SYNPCC7002_A0302	DNA starvation/stationary phase protection protein	TRUE
gene-SYNPCC7002_RS01495	No SP	protein_coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	SYNPCC7002_A0303	ChaB family protein	TRUE
gene-SYNPCC7002_RS01500	No SP	protein_coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	SYNPCC7002_A0304	hypothetical protein	TRUE
gene-SYNPCC7002_RS01505	No SP	protein_coding	SYNPCC7002_RS01505	SYNPCC7002_RS01505	SYNPCC7002_A0305	DUF4079 domain-containing protein	TRUE
gene-SYNPCC7002_RS01510	No SP	protein_coding	folK	SYNPCC7002_RS01510	SYNPCC7002_A0306	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	TRUE
gene-SYNPCC7002_RS01515	No SP	protein_coding	folB	SYNPCC7002_RS01515	SYNPCC7002_A0307	dihydroneopterin aldolase	TRUE
gene-SYNPCC7002_RS01520	No SP	protein_coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SYNPCC7002_A0308	SDR family oxidoreductase	TRUE
gene-SYNPCC7002_RS01525	No SP	protein_coding	bioB	SYNPCC7002_RS01525	SYNPCC7002_A0309	biotin synthase BioB	TRUE
gene-SYNPCC7002_RS01530	No SP	protein_coding	SYNPCC7002_RS01530	SYNPCC7002_RS01530	SYNPCC7002_A0310	biotin transporter BioY	TRUE
gene-SYNPCC7002_RS01535	No SP	protein_coding	lspA	SYNPCC7002_RS01535	SYNPCC7002_A0311	signal peptidase II	TRUE
gene-SYNPCC7002_RS01540	No SP	protein_coding	SYNPCC7002_RS01540	SYNPCC7002_RS01540	SYNPCC7002_A0312	hypothetical protein	TRUE
gene-SYNPCC7002_RS01545	Tat/SPII	protein_coding	SYNPCC7002_RS01545	SYNPCC7002_RS01545	SYNPCC7002_A0313	extracellular solute-binding protein	FALSE
gene-SYNPCC7002_RS01550	No SP	protein_coding	SYNPCC7002_RS01550	SYNPCC7002_RS01550	SYNPCC7002_A0314	Gfo/Idh/MocA family oxidoreductase	TRUE
gene-SYNPCC7002_RS01555	No SP	protein_coding	SYNPCC7002_RS01555	SYNPCC7002_RS01555	SYNPCC7002_A0315	hypothetical protein	TRUE
gene-SYNPCC7002_RS01560	No SP	protein_coding	coaD	SYNPCC7002_RS01560	SYNPCC7002_A0316	pantetheine-phosphate adenylyltransferase	FALSE
gene-SYNPCC7002_RS01565	No SP	protein_coding	SYNPCC7002_RS01565	SYNPCC7002_RS01565	SYNPCC7002_A0317	phosphoribosylaminoimidazolesuccinocarboxamide synthase	TRUE
gene-SYNPCC7002_RS01570	Sec/SPI	protein_coding	SYNPCC7002_RS01570	SYNPCC7002_RS01570	SYNPCC7002_A0318	BamA/TamA family outer membrane protein	TRUE
gene-SYNPCC7002_RS01575	No SP	protein_coding	lpxC	SYNPCC7002_RS01575	SYNPCC7002_A0319	UDP-3-O-acyl-N-acetylglucosamine deacetylase	TRUE
gene-SYNPCC7002_RS01580	No SP	protein_coding	SYNPCC7002_RS01580	SYNPCC7002_RS01580	SYNPCC7002_A0320	peroxiredoxin	TRUE
gene-SYNPCC7002_RS01585	No SP	protein_coding	psbU	SYNPCC7002_RS01585	SYNPCC7002_A0322	photosystem II complex extrinsic protein PsbU	TRUE
gene-SYNPCC7002_RS01590	No SP	protein_coding	SYNPCC7002_RS01590	SYNPCC7002_RS01590	SYNPCC7002_A0323	hypothetical protein	TRUE
gene-SYNPCC7002_RS01595	No SP	protein_coding	rpe	SYNPCC7002_RS01595	SYNPCC7002_A0324	ribulose-phosphate 3-epimerase	TRUE
gene-SYNPCC7002_RS01600	No SP	protein_coding	SYNPCC7002_RS01600	SYNPCC7002_RS01600	SYNPCC7002_A0325	potassium channel protein	TRUE
gene-SYNPCC7002_RS01605	No SP	protein_coding	SYNPCC7002_RS01605	SYNPCC7002_RS01605	SYNPCC7002_A0326	aspartate aminotransferase family protein	FALSE
gene-SYNPCC7002_RS01610	No SP	protein_coding	SYNPCC7002_RS01610	SYNPCC7002_RS01610	SYNPCC7002_A0327	B12-binding domain-containing radical SAM protein	TRUE
gene-SYNPCC7002_RS01615	No SP	protein_coding	SYNPCC7002_RS01615	SYNPCC7002_RS01615	SYNPCC7002_A0328	DUF5818 domain-containing protein	TRUE
gene-SYNPCC7002_RS01620	No SP	protein_coding	fbp	SYNPCC7002_RS01620	SYNPCC7002_A0329	class 1 fructose-bisphosphatase	TRUE
gene-SYNPCC7002_RS01625	No SP	protein_coding	malQ	SYNPCC7002_RS01625	SYNPCC7002_A0330	4-alpha-glucanotransferase	TRUE
gene-SYNPCC7002_RS01630	No SP	protein_coding	SYNPCC7002_RS01630	SYNPCC7002_RS01630	SYNPCC7002_A0331	DUF1818 family protein	TRUE
gene-SYNPCC7002_RS01635	No SP	protein_coding	SYNPCC7002_RS01635	SYNPCC7002_RS01635	SYNPCC7002_A0332	ParA family protein	TRUE
gene-SYNPCC7002_RS01640	No SP	protein_coding	SYNPCC7002_RS01640	SYNPCC7002_RS01640	SYNPCC7002_A0333	hypothetical protein	TRUE
gene-SYNPCC7002_RS01645	No SP	protein_coding	SYNPCC7002_RS01645	SYNPCC7002_RS01645	SYNPCC7002_A0334	NERD domain-containing protein	TRUE
gene-SYNPCC7002_RS01650	No SP	protein_coding	SYNPCC7002_RS01650	SYNPCC7002_RS01650	SYNPCC7002_A0335	rhomboid family intramembrane serine protease	TRUE
gene-SYNPCC7002_RS01655	Sec/SPII	protein_coding	SYNPCC7002_RS01655	SYNPCC7002_RS01655	SYNPCC7002_A0336	putative selenate ABC transporter substrate-binding protein	TRUE
