locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A2033	ACB00020.1	2	gene-SYNPCC7002_RS10145	protein_coding	SYNPCC7002_RS10145	SYNPCC7002_RS10145	response regulator transcription factor
SYNPCC7002_A2796	phr	13	gene-SYNPCC7002_RS13820	protein_coding	SYNPCC7002_RS13820	SYNPCC7002_RS13820	deoxyribodipyrimidine photo-lyase
SYNPCC7002_A1186	gltS	274	gene-SYNPCC7002_RS05915	protein_coding	SYNPCC7002_RS05915	SYNPCC7002_RS05915	sodium:glutamate symporter
SYNPCC7002_A1183	ACA99182.1	388	gene-SYNPCC7002_RS05900	protein_coding	SYNPCC7002_RS05900	SYNPCC7002_RS05900	FIST C-terminal domain-containing protein
SYNPCC7002_A1462	ACA99453.1	9	gene-SYNPCC7002_RS07320	protein_coding	SYNPCC7002_RS07320	SYNPCC7002_RS07320	DedA family protein
SYNPCC7002_A2030	purT	83	gene-SYNPCC7002_RS10130	protein_coding	purT	SYNPCC7002_RS10130	formate-dependent phosphoribosylglycinamide formyltransferase
SYNPCC7002_A2793	ftsY	1	gene-SYNPCC7002_RS13810	protein_coding	ftsY	SYNPCC7002_RS13810	signal recognition particle-docking protein FtsY
SYNPCC7002_A2031	cruG	428	gene-SYNPCC7002_RS10135	protein_coding	SYNPCC7002_RS10135	SYNPCC7002_RS10135	glycosyltransferase family 2 protein
SYNPCC7002_A0134	mviN	8	gene-SYNPCC7002_RS00665	protein_coding	murJ	SYNPCC7002_RS00665	murein biosynthesis integral membrane protein MurJ
SYNPCC7002_A1184	ACA99183.1	404	gene-SYNPCC7002_RS05905	protein_coding	SYNPCC7002_RS05905	SYNPCC7002_RS05905	class I SAM-dependent rRNA methyltransferase
SYNPCC7002_A2310	ACB00288.1	306	gene-SYNPCC7002_RS11440	protein_coding	SYNPCC7002_RS11440	SYNPCC7002_RS11440	16S rRNA (uracil(1498)-N(3))-methyltransferase
SYNPCC7002_A1463	ACA99454.1	93	gene-SYNPCC7002_RS07325	protein_coding	arsS	SYNPCC7002_RS07325	arsenosugar biosynthesis radical SAM protein ArsS
SYNPCC7002_A0133	ACA98148.1	33	gene-SYNPCC7002_RS00660	protein_coding	SYNPCC7002_RS00660	SYNPCC7002_RS00660	sugar ABC transporter permease
SYNPCC7002_A1180	ACA99179.1	427	gene-SYNPCC7002_RS05885	protein_coding	SYNPCC7002_RS05885	SYNPCC7002_RS05885	DUF1257 domain-containing protein
SYNPCC7002_A1460	tal	10	gene-SYNPCC7002_RS07310	protein_coding	tal	SYNPCC7002_RS07310	transaldolase
SYNPCC7002_A2791	ACB00760.1	1	gene-SYNPCC7002_RS13800	protein_coding	SYNPCC7002_RS13800	SYNPCC7002_RS13800	histone deacetylase
SYNPCC7002_A1461	ACA99452.1	9	gene-SYNPCC7002_RS07315	protein_coding	SYNPCC7002_RS07315	SYNPCC7002_RS07315	efflux RND transporter periplasmic adaptor subunit
SYNPCC7002_A2025	ACB00012.1	34	gene-SYNPCC7002_RS10105	protein_coding	SYNPCC7002_RS10105	SYNPCC7002_RS10105	hypothetical protein
SYNPCC7002_A2790	anmK	273	gene-SYNPCC7002_RS13795	protein_coding	SYNPCC7002_RS13795	SYNPCC7002_RS13795	anhydro-N-acetylmuramic acid kinase
SYNPCC7002_A0129	ACA98144.1	29	gene-SYNPCC7002_RS00640	protein_coding	SYNPCC7002_RS00640	SYNPCC7002_RS00640	AbrB family transcriptional regulator
SYNPCC7002_A1179	ACA99178.1	427	gene-SYNPCC7002_RS05880	protein_coding	SYNPCC7002_RS05880	SYNPCC7002_RS05880	hypothetical protein
SYNPCC7002_A2308	mtnA-2	46	gene-SYNPCC7002_RS11430	protein_coding	mtnA	SYNPCC7002_RS11430	S-methyl-5-thioribose-1-phosphate isomerase
SYNPCC7002_A2023	ACB00010.1	426	gene-SYNPCC7002_RS10095	protein_coding	SYNPCC7002_RS10095	SYNPCC7002_RS10095	HAD-IIB family hydrolase
SYNPCC7002_A0128	ACA98143.1	302	gene-SYNPCC7002_RS00635	protein_coding	SYNPCC7002_RS00635	SYNPCC7002_RS00635	Rrf2 family transcriptional regulator
SYNPCC7002_A2309	ACB00287.1	46	gene-SYNPCC7002_RS11435	protein_coding	SYNPCC7002_RS11435	SYNPCC7002_RS11435	hypothetical protein
SYNPCC7002_A1177	mscS	45	gene-SYNPCC7002_RS05870	protein_coding	SYNPCC7002_RS05870	SYNPCC7002_RS05870	mechanosensitive ion channel family protein
SYNPCC7002_A1459	zwf	10	gene-SYNPCC7002_RS07305	protein_coding	zwf	SYNPCC7002_RS07305	glucose-6-phosphate dehydrogenase
SYNPCC7002_A1174	ACA99173.1	1	gene-SYNPCC7002_RS05855	protein_coding	SYNPCC7002_RS05855	SYNPCC7002_RS05855	alpha/beta fold hydrolase
SYNPCC7002_A2306	ACB00284.1	305	gene-SYNPCC7002_RS11420	protein_coding	SYNPCC7002_RS11420	SYNPCC7002_RS11420	hypothetical protein
SYNPCC7002_A2021	ACB00008.1	426	gene-SYNPCC7002_RS10085	protein_coding	SYNPCC7002_RS10085	SYNPCC7002_RS10085	hypothetical protein
SYNPCC7002_A2307	ACB00285.1	305	gene-SYNPCC7002_RS11425	protein_coding	SYNPCC7002_RS11425	SYNPCC7002_RS11425	MgtC/SapB family protein
SYNPCC7002_A0125	ACA98140.1	304	gene-SYNPCC7002_RS00620	protein_coding	SYNPCC7002_RS00620	SYNPCC7002_RS00620	formate/nitrite transporter family protein
SYNPCC7002_A1457	ACA99448.1	301	gene-SYNPCC7002_RS07295	protein_coding	SYNPCC7002_RS07295	SYNPCC7002_RS07295	Crp/Fnr family transcriptional regulator
SYNPCC7002_A1173	ACA99172.1	1	gene-SYNPCC7002_RS05850	protein_coding	ols	SYNPCC7002_RS05850	fatty-acyl-[ACP] elongase/decarboxylase Ols
SYNPCC7002_A0124	ACA98139.1	1	gene-SYNPCC7002_RS00615	protein_coding	SYNPCC7002_RS00615	SYNPCC7002_RS00615	saccharopine dehydrogenase NADP-binding domain-containing protein
SYNPCC7002_A1170	trmE	1	gene-SYNPCC7002_RS05835	protein_coding	mnmE	SYNPCC7002_RS05835	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
SYNPCC7002_A2789	ACB00758.1	303	gene-SYNPCC7002_RS13790	protein_coding	SYNPCC7002_RS13790	SYNPCC7002_RS13790	ABC transporter ATP-binding protein/permease
SYNPCC7002_A1171	ACA99170.1	43	gene-SYNPCC7002_RS05840	protein_coding	SYNPCC7002_RS05840	SYNPCC7002_RS05840	ABC transporter substrate-binding protein
SYNPCC7002_A1458	opcA	17	gene-SYNPCC7002_RS07300	protein_coding	opcA	SYNPCC7002_RS07300	glucose-6-phosphate dehydrogenase assembly protein OpcA
SYNPCC7002_A1455	appC	12	gene-SYNPCC7002_RS07285	protein_coding	SYNPCC7002_RS07285	SYNPCC7002_RS07285	ABC transporter permease
SYNPCC7002_A2019	ACB00006.1	12	gene-SYNPCC7002_RS10075	protein_coding	SYNPCC7002_RS10075	SYNPCC7002_RS10075	ABC transporter substrate-binding protein
SYNPCC7002_A2302	coaX	165	gene-SYNPCC7002_RS11405	protein_coding	SYNPCC7002_RS11405	SYNPCC7002_RS11405	pantothenate kinase
SYNPCC7002_A2016	ACB00003.1	188	gene-SYNPCC7002_RS10060	protein_coding	SYNPCC7002_RS10060	SYNPCC7002_RS10060	DUF423 domain-containing protein
SYNPCC7002_A0127	ACA98142.1	302	gene-SYNPCC7002_RS00630	protein_coding	SYNPCC7002_RS00630	SYNPCC7002_RS00630	GFA family protein
SYNPCC7002_A2017	ACB00004.1	188	gene-SYNPCC7002_RS10065	protein_coding	SYNPCC7002_RS10065	SYNPCC7002_RS10065	Vat family streptogramin A O-acetyltransferase
SYNPCC7002_A1456	ACA99447.1	301	gene-SYNPCC7002_RS07290	protein_coding	SYNPCC7002_RS07290	SYNPCC7002_RS07290	hypothetical protein
SYNPCC7002_A2098	ACB00082.1	7	gene-SYNPCC7002_RS10465	protein_coding	SYNPCC7002_RS10465	SYNPCC7002_RS10465	branched-chain amino acid ABC transporter permease
SYNPCC7002_A0126	trmH	1	gene-SYNPCC7002_RS00625	protein_coding	trmH	SYNPCC7002_RS00625	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH
SYNPCC7002_A2099	ACB00083.1	7	gene-SYNPCC7002_RS10470	protein_coding	SYNPCC7002_RS10470	SYNPCC7002_RS10470	branched-chain amino acid ABC transporter permease
SYNPCC7002_A0121	murE	8	gene-SYNPCC7002_RS00600	protein_coding	SYNPCC7002_RS00600	SYNPCC7002_RS00600	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
SYNPCC7002_A2300	ACB00278.1	8	gene-SYNPCC7002_RS11395	protein_coding	SYNPCC7002_RS11395	SYNPCC7002_RS11395	penicillin-binding protein 2
SYNPCC7002_A2097	pyrC-2	20	gene-SYNPCC7002_RS10460	protein_coding	pyrC	SYNPCC7002_RS10460	dihydroorotase
SYNPCC7002_A0120	ACA98135.1	12	gene-SYNPCC7002_RS00595	protein_coding	SYNPCC7002_RS00595	SYNPCC7002_RS00595	ABC transporter ATP-binding protein
SYNPCC7002_A2095	cpcT	5	gene-SYNPCC7002_RS10450	protein_coding	SYNPCC7002_RS10450	SYNPCC7002_RS10450	chromophore lyase CpcT/CpeT
SYNPCC7002_A2092	hetI	1	gene-SYNPCC7002_RS10435	protein_coding	SYNPCC7002_RS10435	SYNPCC7002_RS10435	4'-phosphopantetheinyl transferase superfamily protein
SYNPCC7002_A2093	mdh	360	gene-SYNPCC7002_RS10440	protein_coding	mdh	SYNPCC7002_RS10440	malate dehydrogenase
SYNPCC7002_A1451	ACA99442.1	2	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
SYNPCC7002_A2090	ACB00074.1	396	gene-SYNPCC7002_RS10425	protein_coding	SYNPCC7002_RS10425	SYNPCC7002_RS10425	DUF362 domain-containing protein
SYNPCC7002_A2091	braE	7	gene-SYNPCC7002_RS10430	protein_coding	SYNPCC7002_RS10430	SYNPCC7002_RS10430	branched-chain amino acid ABC transporter permease
SYNPCC7002_A1452	ACA99443.1	2	gene-SYNPCC7002_RS07270	protein_coding	SYNPCC7002_RS07270	SYNPCC7002_RS07270	response regulator transcription factor
SYNPCC7002_A2085	ACB00070.1	32	gene-SYNPCC7002_RS10405	protein_coding	SYNPCC7002_RS10405	SYNPCC7002_RS10405	hypothetical protein
SYNPCC7002_A2086	ACB00071.1	59	gene-SYNPCC7002_RS10410	protein_coding	SYNPCC7002_RS10410	SYNPCC7002_RS10410	Mo-dependent nitrogenase C-terminal domain-containing protein
SYNPCC7002_A2780	tgt	47	gene-SYNPCC7002_RS13745	protein_coding	tgt	SYNPCC7002_RS13745	tRNA guanosine(34) transglycosylase Tgt
SYNPCC7002_A2083	rpsD	1	gene-SYNPCC7002_RS10395	protein_coding	rpsD	SYNPCC7002_RS10395	30S ribosomal protein S4
SYNPCC7002_A2081	ACB00067.1	425	gene-SYNPCC7002_RS10385	protein_coding	SYNPCC7002_RS10385	SYNPCC7002_RS10385	hypothetical protein
SYNPCC7002_A1450	ACA99441.1	164	gene-SYNPCC7002_RS07260	protein_coding	SYNPCC7002_RS07260	SYNPCC7002_RS07260	hypothetical protein
SYNPCC7002_A0118	gst	300	gene-SYNPCC7002_RS00585	protein_coding	SYNPCC7002_RS00585	SYNPCC7002_RS00585	glutathione S-transferase family protein
SYNPCC7002_A2080	ACB00066.1	425	gene-SYNPCC7002_RS10380	protein_coding	SYNPCC7002_RS10380	SYNPCC7002_RS10380	Ycf34 family protein
SYNPCC7002_A2079	fus	1	gene-SYNPCC7002_RS10375	protein_coding	SYNPCC7002_RS10375	SYNPCC7002_RS10375	elongation factor G
SYNPCC7002_A2779	psbK	3	gene-SYNPCC7002_RS13740	protein_coding	SYNPCC7002_RS13740	SYNPCC7002_RS13740	photosystem II reaction center protein K
SYNPCC7002_A2072	ACB00059.1	424	gene-SYNPCC7002_RS10340	protein_coding	SYNPCC7002_RS10340	SYNPCC7002_RS10340	hypothetical protein
SYNPCC7002_A0598	ACA98605.1	1	gene-SYNPCC7002_RS02975	protein_coding	SYNPCC7002_RS02975	SYNPCC7002_RS02975	phospholipase D-like domain-containing protein
SYNPCC7002_A1446	ACA99437.1	164	gene-SYNPCC7002_RS07240	protein_coding	SYNPCC7002_RS07240	SYNPCC7002_RS07240	glycosyltransferase family 4 protein
SYNPCC7002_A2070	pyrC	20	gene-SYNPCC7002_RS10330	protein_coding	SYNPCC7002_RS10330	SYNPCC7002_RS10330	dihydroorotase
SYNPCC7002_A2777	ACB00751.1	124	gene-SYNPCC7002_RS13730	protein_coding	SYNPCC7002_RS13730	SYNPCC7002_RS13730	hypothetical protein
SYNPCC7002_A2071	ureG	424	gene-SYNPCC7002_RS10335	protein_coding	ureG	SYNPCC7002_RS10335	urease accessory protein UreG
SYNPCC7002_A2778	gst-2	300	gene-SYNPCC7002_RS13735	protein_coding	SYNPCC7002_RS13735	SYNPCC7002_RS13735	glutathione S-transferase family protein
SYNPCC7002_A2063	rpsG	1	gene-SYNPCC7002_RS10290	protein_coding	rpsG	SYNPCC7002_RS10290	30S ribosomal protein S7
SYNPCC7002_A0116	ACA98131.1	51	gene-SYNPCC7002_RS00575	protein_coding	SYNPCC7002_RS00575	SYNPCC7002_RS00575	aldo/keto reductase
SYNPCC7002_A2064	rpsL	1	gene-SYNPCC7002_RS10300	protein_coding	rpsL	SYNPCC7002_RS10300	30S ribosomal protein S12
SYNPCC7002_A2061	tuf	1	gene-SYNPCC7002_RS10280	protein_coding	tuf	SYNPCC7002_RS10280	elongation factor Tu
SYNPCC7002_A1445	ACA99436.1	164	gene-SYNPCC7002_RS07235	protein_coding	SYNPCC7002_RS07235	SYNPCC7002_RS07235	glycosyltransferase family protein
SYNPCC7002_A2062	fusA-2	1	gene-SYNPCC7002_RS10285	protein_coding	fusA	SYNPCC7002_RS10285	elongation factor G
SYNPCC7002_A0115	ACA98130.1	299	gene-SYNPCC7002_RS00570	protein_coding	SYNPCC7002_RS00570	SYNPCC7002_RS00570	glycoside hydrolase
SYNPCC7002_A2060	rpsJ	1	gene-SYNPCC7002_RS10275	protein_coding	rpsJ	SYNPCC7002_RS10275	30S ribosomal protein S10
SYNPCC7002_A0599	argS	19	gene-SYNPCC7002_RS02980	protein_coding	argS	SYNPCC7002_RS02980	arginine--tRNA ligase
SYNPCC7002_A0396	ACA98406.1	7	gene-SYNPCC7002_RS01960	protein_coding	urtC	SYNPCC7002_RS01960	urea ABC transporter permease subunit UrtC
SYNPCC7002_A0198	hoxY	1	gene-SYNPCC7002_RS00985	protein_coding	SYNPCC7002_RS00985	SYNPCC7002_RS00985	oxidoreductase
SYNPCC7002_A2575	ACB00552.1	2	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
SYNPCC7002_A1046	adk	1	gene-SYNPCC7002_RS05215	protein_coding	SYNPCC7002_RS05215	SYNPCC7002_RS05215	adenylate kinase
SYNPCC7002_A2576	ACB00553.1	23	gene-SYNPCC7002_RS12775	protein_coding	SYNPCC7002_RS12775	SYNPCC7002_RS12775	hypothetical protein
SYNPCC7002_A2377	ACB00355.1	28	gene-SYNPCC7002_RS11780	protein_coding	SYNPCC7002_RS11780	SYNPCC7002_RS11780	hypothetical protein
SYNPCC7002_A1245	rimM	1	gene-SYNPCC7002_RS06230	protein_coding	rimM	SYNPCC7002_RS06230	ribosome maturation factor RimM
SYNPCC7002_A0197	hoxU	1	gene-SYNPCC7002_RS00980	protein_coding	hoxU	SYNPCC7002_RS00980	bidirectional hydrogenase complex protein HoxU
SYNPCC7002_A1242	ACA99240.1	88	gene-SYNPCC7002_RS06215	protein_coding	SYNPCC7002_RS06215	SYNPCC7002_RS06215	L-threonylcarbamoyladenylate synthase
SYNPCC7002_A2378	ACB00356.1	28	gene-SYNPCC7002_RS11785	protein_coding	SYNPCC7002_RS11785	SYNPCC7002_RS11785	monovalent cation/H(+) antiporter subunit G
SYNPCC7002_A1047	secY	1	gene-SYNPCC7002_RS05220	protein_coding	secY	SYNPCC7002_RS05220	preprotein translocase subunit SecY
SYNPCC7002_A0398	livK	7	gene-SYNPCC7002_RS01970	protein_coding	urtA	SYNPCC7002_RS01970	urea ABC transporter substrate-binding protein
SYNPCC7002_A1044	rpsM	1	gene-SYNPCC7002_RS05205	protein_coding	rpsM	SYNPCC7002_RS05205	30S ribosomal protein S13
SYNPCC7002_A2574	ACB00551.1	95	gene-SYNPCC7002_RS12765	protein_coding	SYNPCC7002_RS12765	SYNPCC7002_RS12765	mechanosensitive ion channel
SYNPCC7002_A2375	mnhD2	28	gene-SYNPCC7002_RS11770	protein_coding	SYNPCC7002_RS11770	SYNPCC7002_RS11770	cation:proton antiporter
SYNPCC7002_A2376	ACB00354.1	28	gene-SYNPCC7002_RS11775	protein_coding	SYNPCC7002_RS11775	SYNPCC7002_RS11775	cation:proton antiporter
SYNPCC7002_A0397	ACA98407.1	7	gene-SYNPCC7002_RS01965	protein_coding	SYNPCC7002_RS01965	SYNPCC7002_RS01965	branched-chain amino acid ABC transporter permease
SYNPCC7002_A1045	infA	1	gene-SYNPCC7002_RS05210	protein_coding	infA	SYNPCC7002_RS05210	translation initiation factor IF-1
SYNPCC7002_A0392	ACA98402.1	17	gene-SYNPCC7002_RS01940	protein_coding	SYNPCC7002_RS01940	SYNPCC7002_RS01940	hypothetical protein
SYNPCC7002_A0199	hyp3	38	gene-SYNPCC7002_RS00990	protein_coding	SYNPCC7002_RS00990	SYNPCC7002_RS00990	CBS domain-containing protein
SYNPCC7002_A1042	rpoA	1	gene-SYNPCC7002_RS05195	protein_coding	SYNPCC7002_RS05195	SYNPCC7002_RS05195	DNA-directed RNA polymerase subunit alpha
SYNPCC7002_A2571	ACB00548.1	109	gene-SYNPCC7002_RS12750	protein_coding	SYNPCC7002_RS12750	SYNPCC7002_RS12750	AAA family ATPase
SYNPCC7002_A2373	mnhC	28	gene-SYNPCC7002_RS11760	protein_coding	SYNPCC7002_RS11760	SYNPCC7002_RS11760	cation:proton antiporter subunit C
SYNPCC7002_A0391	rpsN	1	gene-SYNPCC7002_RS01935	protein_coding	rpsN	SYNPCC7002_RS01935	30S ribosomal protein S14
SYNPCC7002_A0193	ureC	117	gene-SYNPCC7002_RS00960	protein_coding	ureC	SYNPCC7002_RS00960	urease subunit alpha
SYNPCC7002_A2572	ACB00549.1	95	gene-SYNPCC7002_RS12760	protein_coding	SYNPCC7002_RS12760	SYNPCC7002_RS12760	hypothetical protein
SYNPCC7002_A2374	mnhD1	28	gene-SYNPCC7002_RS11765	protein_coding	SYNPCC7002_RS11765	SYNPCC7002_RS11765	cation:proton antiporter
SYNPCC7002_A1043	rpsK	1	gene-SYNPCC7002_RS05200	protein_coding	rpsK	SYNPCC7002_RS05200	30S ribosomal protein S11
SYNPCC7002_A0394	ACA98404.1	51	gene-SYNPCC7002_RS01950	protein_coding	larE	SYNPCC7002_RS01950	ATP-dependent sacrificial sulfur transferase LarE
SYNPCC7002_A1040	truA	1	gene-SYNPCC7002_RS05185	protein_coding	truA	SYNPCC7002_RS05185	tRNA pseudouridine(38-40) synthase TruA
SYNPCC7002_A0393	ddpA	12	gene-SYNPCC7002_RS01945	protein_coding	SYNPCC7002_RS01945	SYNPCC7002_RS01945	ABC transporter substrate-binding protein
SYNPCC7002_A0196	hoxF	1	gene-SYNPCC7002_RS00975	protein_coding	nuoF	SYNPCC7002_RS00975	NADH-quinone oxidoreductase subunit NuoF
SYNPCC7002_A2372	napA	28	gene-SYNPCC7002_RS11755	protein_coding	SYNPCC7002_RS11755	SYNPCC7002_RS11755	cation:proton antiporter
SYNPCC7002_A1239	ACA99237.1	1	gene-SYNPCC7002_RS06200	protein_coding	SYNPCC7002_RS06200	SYNPCC7002_RS06200	ferredoxin family protein
SYNPCC7002_A1041	rplQ	1	gene-SYNPCC7002_RS05190	protein_coding	rplQ	SYNPCC7002_RS05190	50S ribosomal protein L17
SYNPCC7002_A0389	ACA98399.1	93	gene-SYNPCC7002_RS01925	protein_coding	SYNPCC7002_RS01925	SYNPCC7002_RS01925	TIGR04282 family arsenosugar biosynthesis glycosyltransferase
SYNPCC7002_A0195	hoxE	1	gene-SYNPCC7002_RS00970	protein_coding	hoxE	SYNPCC7002_RS00970	bidirectional hydrogenase complex protein HoxE
SYNPCC7002_A1237	ACA99235.1	423	gene-SYNPCC7002_RS06190	protein_coding	SYNPCC7002_RS06190	SYNPCC7002_RS06190	hypothetical protein
SYNPCC7002_A0190	ACA98203.1	32	gene-SYNPCC7002_RS00945	protein_coding	SYNPCC7002_RS00945	SYNPCC7002_RS00945	hypothetical protein
SYNPCC7002_A0388	ACA98398.1	327	gene-SYNPCC7002_RS01920	protein_coding	SYNPCC7002_RS01920	SYNPCC7002_RS01920	fructosamine kinase family protein
SYNPCC7002_A2370	mltA	45	gene-SYNPCC7002_RS11745	protein_coding	SYNPCC7002_RS11745	SYNPCC7002_RS11745	MltA domain-containing protein
SYNPCC7002_A2569	frdA	1	gene-SYNPCC7002_RS12740	protein_coding	SYNPCC7002_RS12740	SYNPCC7002_RS12740	succinate dehydrogenase/fumarate reductase flavoprotein subunit
SYNPCC7002_A0192	ACA98205.1	298	gene-SYNPCC7002_RS00955	protein_coding	SYNPCC7002_RS00955	SYNPCC7002_RS00955	Uma2 family endonuclease
SYNPCC7002_A1238	ACA99236.1	423	gene-SYNPCC7002_RS06195	protein_coding	mnmH	SYNPCC7002_RS06195	tRNA 2-selenouridine(34) synthase MnmH
SYNPCC7002_A0191	ACA98204.1	298	gene-SYNPCC7002_RS00950	protein_coding	SYNPCC7002_RS00950	SYNPCC7002_RS00950	PhoH family protein
SYNPCC7002_A1235	ACA99233.1	83	gene-SYNPCC7002_RS06180	protein_coding	SYNPCC7002_RS06180	SYNPCC7002_RS06180	5-formyltetrahydrofolate cyclo-ligase
SYNPCC7002_A1039	rplM	1	gene-SYNPCC7002_RS05180	protein_coding	rplM	SYNPCC7002_RS05180	50S ribosomal protein L13
SYNPCC7002_A2566	livH	7	gene-SYNPCC7002_RS12725	protein_coding	SYNPCC7002_RS12725	SYNPCC7002_RS12725	branched-chain amino acid ABC transporter permease
SYNPCC7002_A1037	rpmE	1	gene-SYNPCC7002_RS05170	protein_coding	rpmE	SYNPCC7002_RS05170	50S ribosomal protein L31
SYNPCC7002_A2567	ACB00544.1	235	gene-SYNPCC7002_RS12730	protein_coding	SYNPCC7002_RS12730	SYNPCC7002_RS12730	DUF751 family protein
SYNPCC7002_A2368	trx-2	297	gene-SYNPCC7002_RS11735	protein_coding	SYNPCC7002_RS11735	SYNPCC7002_RS11735	thioredoxin domain-containing protein
SYNPCC7002_A1038	rpsI	1	gene-SYNPCC7002_RS05175	protein_coding	rpsI	SYNPCC7002_RS05175	30S ribosomal protein S9
SYNPCC7002_A2562	ACB00539.1	1	gene-SYNPCC7002_RS12705	protein_coding	SYNPCC7002_RS12705	SYNPCC7002_RS12705	tetratricopeptide repeat protein
SYNPCC7002_A2366	ACB00344.1	1	gene-SYNPCC7002_RS11725	protein_coding	SYNPCC7002_RS11725	SYNPCC7002_RS11725	methyltransferase domain-containing protein
SYNPCC7002_A0186	ACA98199.1	59	gene-SYNPCC7002_RS00925	protein_coding	SYNPCC7002_RS00925	SYNPCC7002_RS00925	chlorophyll a/b-binding protein
SYNPCC7002_A2367	fabG	1	gene-SYNPCC7002_RS11730	protein_coding	fabG	SYNPCC7002_RS11730	3-oxoacyl-[acyl-carrier-protein] reductase
SYNPCC7002_A1232	ACA99230.1	50	gene-SYNPCC7002_RS06165	protein_coding	SYNPCC7002_RS06165	SYNPCC7002_RS06165	Crp/Fnr family transcriptional regulator
SYNPCC7002_A1036	prfA	1	gene-SYNPCC7002_RS05165	protein_coding	prfA	SYNPCC7002_RS05165	peptide chain release factor 1
SYNPCC7002_A0381	ACA98391.1	3	gene-SYNPCC7002_RS01885	protein_coding	SYNPCC7002_RS01885	SYNPCC7002_RS01885	TPM domain-containing protein
SYNPCC7002_A1033	rplS	1	gene-SYNPCC7002_RS05150	protein_coding	rplS	SYNPCC7002_RS05150	50S ribosomal protein L19
SYNPCC7002_A2560	gpmB	161	gene-SYNPCC7002_RS12695	protein_coding	SYNPCC7002_RS12695	SYNPCC7002_RS12695	histidine phosphatase family protein
SYNPCC7002_A2364	ACB00342.1	2	gene-SYNPCC7002_RS11715	protein_coding	SYNPCC7002_RS11715	SYNPCC7002_RS11715	EAL domain-containing protein
SYNPCC7002_A0189	ACA98202.1	32	gene-SYNPCC7002_RS00940	protein_coding	SYNPCC7002_RS00940	SYNPCC7002_RS00940	hypothetical protein
SYNPCC7002_A2561	folK-2	56	gene-SYNPCC7002_RS12700	protein_coding	folK	SYNPCC7002_RS12700	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
SYNPCC7002_A2365	ACB00343.1	2	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
SYNPCC7002_A0383	ACA98393.1	103	gene-SYNPCC7002_RS01895	protein_coding	SYNPCC7002_RS01895	SYNPCC7002_RS01895	STAS domain-containing protein
SYNPCC7002_A0188	prfB	1	gene-SYNPCC7002_RS00935	protein_coding	prfB	SYNPCC7002_RS00935	peptide chain release factor 2
SYNPCC7002_A0183	ACA98196.1	1	gene-SYNPCC7002_RS00915	protein_coding	SYNPCC7002_RS00915	SYNPCC7002_RS00915	tetratricopeptide repeat protein
SYNPCC7002_A1228	ppa	1	gene-SYNPCC7002_RS06145	protein_coding	SYNPCC7002_RS06145	SYNPCC7002_RS06145	inorganic diphosphatase
SYNPCC7002_A2559	fabD	1	gene-SYNPCC7002_RS12690	protein_coding	fabD	SYNPCC7002_RS12690	ACP S-malonyltransferase
SYNPCC7002_A2363	ACB00341.1	1	gene-SYNPCC7002_RS11710	protein_coding	SYNPCC7002_RS11710	SYNPCC7002_RS11710	S1 RNA-binding domain-containing protein
SYNPCC7002_A2360	ACB00338.1	91	gene-SYNPCC7002_RS11695	protein_coding	SYNPCC7002_RS11695	SYNPCC7002_RS11695	FAD-binding oxidoreductase
SYNPCC7002_A1226	ACA99224.1	70	gene-SYNPCC7002_RS06130	protein_coding	SYNPCC7002_RS06130	SYNPCC7002_RS06130	EVE domain-containing protein
SYNPCC7002_A2361	ACB00339.1	91	gene-SYNPCC7002_RS11700	protein_coding	SYNPCC7002_RS11700	SYNPCC7002_RS11700	class I SAM-dependent methyltransferase
SYNPCC7002_A2557	ACB00534.1	3	gene-SYNPCC7002_RS12680	protein_coding	SYNPCC7002_RS12680	SYNPCC7002_RS12680	folate/biopterin family MFS transporter
SYNPCC7002_A1030	nusG	1	gene-SYNPCC7002_RS05135	protein_coding	nusG	SYNPCC7002_RS05135	transcription termination/antitermination protein NusG
SYNPCC7002_A0377	csgA	1	gene-SYNPCC7002_RS01865	protein_coding	SYNPCC7002_RS01865	SYNPCC7002_RS01865	SDR family NAD(P)-dependent oxidoreductase
SYNPCC7002_A2558	talC	10	gene-SYNPCC7002_RS12685	protein_coding	SYNPCC7002_RS12685	SYNPCC7002_RS12685	transaldolase
SYNPCC7002_A0181	ACA98195.1	15	gene-SYNPCC7002_RS00905	protein_coding	SYNPCC7002_RS00905	SYNPCC7002_RS00905	S8 family serine peptidase
SYNPCC7002_A1227	ACA99225.1	70	gene-SYNPCC7002_RS06135	protein_coding	SYNPCC7002_RS06135	SYNPCC7002_RS06135	ATP-binding protein
