cluster	database	geneset	geneset.name	no.genes	no.background	pvalue	FDR	cluster.size
cluster_49	STRING Clusters	CL:3156	Nicotinate and nicotinamide metabolism	3	6	2.22e-7	1.4e-4	5
cluster_49	KEGG Pathways	syp00760	Nicotinate and nicotinamide metabolism	3	16	2.55e-6	2.5e-4	5
cluster_49	GO Biological Process	GO:0019359	Nicotinamide nucleotide biosynthetic process	3	10	7.55e-7	8.4e-4	5
cluster_49	GO Biological Process	GO:0006741	NADP biosynthetic process	2	2	1.5e-5	0.0024	5
cluster_49	GO Biological Process	GO:0019674	NAD metabolic process	2	3	2.5e-5	0.0035	5
cluster_49	Pfam	PF01513	ATP-NAD kinase N-terminal domain	2	2	1.5e-5	0.0072	5
cluster_49	UniProt Keywords	KW-0520	NAD	3	45	4.48e-5	0.0096	5
cluster_49	GO Molecular Function	GO:0003951	NAD+ kinase activity	2	3	2.5e-5	0.015	5
cluster_49	InterPro Domains	IPR002504	NAD kinase	2	2	1.5e-5	0.0178	5
cluster_49	InterPro Domains	IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily	2	3	2.5e-5	0.0178	5
cluster_49	InterPro Domains	IPR017437	ATP-NAD kinase, PpnK-type, C-terminal	2	2	1.5e-5	0.0178	5
cluster_49	InterPro Domains	IPR017438	Inorganic polyphosphate/ATP-NAD kinase, N-terminal	2	3	2.5e-5	0.0178	5
cluster_5	STRING Clusters	CL:684	Photosynthesis - antenna proteins, and Calycin	15	27	3.3799999999999997e-28	2.1899999999999998e-25	16
cluster_5	STRING Clusters	CL:687	Photosynthesis - antenna proteins, and Protein-bilin linkage	13	20	2.59e-24	4.19e-22	16
cluster_5	GO Cellular Component	GO:0030089	Phycobilisome	11	21	2.3e-19	3.28e-17	16
cluster_5	KEGG Pathways	syp00196	Photosynthesis - antenna proteins	10	14	1.66e-18	1.61e-16	16
cluster_5	STRING Clusters	CL:691	Photosynthesis - antenna proteins	10	14	1.66e-18	2.14e-16	16
cluster_5	UniProt Keywords	KW-0605	Phycobilisome	10	16	4.47e-18	9.57e-16	16
cluster_5	COMPARTMENTS	GOCC:0042651	Thylakoid membrane	10	31	9.16e-16	2.4e-13	16
cluster_5	COMPARTMENTS	GOCC:0030089	Phycobilisome	8	14	3.83e-14	5.02e-12	16
cluster_5	UniProt Keywords	KW-0089	Bile pigment	6	7	1.86e-11	1.99e-9	16
cluster_5	Pfam	PF00502	Phycobilisome protein	6	8	3.24e-11	1.57e-8	16
cluster_5	InterPro Domains	IPR009050	Globin-like superfamily	6	9	5.39e-11	3.85e-8	16
cluster_5	InterPro Domains	IPR012128	Phycobilisome, alpha/beta subunit	6	8	3.24e-11	3.85e-8	16
cluster_5	InterPro Domains	IPR038719	Phycobilisome, alpha/beta subunit superfamily	6	8	3.24e-11	3.85e-8	16
cluster_5	UniProt Keywords	KW-0602	Photosynthesis	8	59	6.97e-10	4.97e-8	16
cluster_5	STRING Clusters	CL:694	Photosynthesis - antenna proteins	5	6	1.29e-9	1.39e-7	16
cluster_5	GO Cellular Component	GO:0031676	Plasma membrane-derived thylakoid membrane	8	97	2.7e-8	4.83e-7	16
cluster_5	UniProt Keywords	KW-0793	Thylakoid	8	87	1.21e-8	5.18e-7	16
cluster_5	UniProt Keywords	KW-0249	Electron transport	6	38	6.96e-8	2.48e-6	16
cluster_5	STRING Clusters	CL:708	Bile pigment	4	5	8.35e-8	7.72e-6	16
cluster_5	UniProt Keywords	KW-0488	Methylation	4	8	3.25e-7	9.92e-6	16
cluster_5	GO Biological Process	GO:0015979	Photosynthesis	8	111	7.33e-8	8.16e-5	16
cluster_5	UniProt Keywords	KW-0456	Lyase	5	75	5.37e-5	0.0014	16
cluster_5	GO Cellular Component	GO:0005886	Plasma membrane	9	457	3.1e-4	0.0026	16
cluster_5	GO Cellular Component	GO:0005622	Intracellular anatomical structure	13	1063	4.9e-4	0.0037	16
cluster_5	InterPro Domains	IPR004155	PBS lyase HEAT-like repeat	3	7	1.72e-5	0.0051	16
cluster_5	InterPro Domains	IPR011989	Armadillo-like helical	3	7	1.72e-5	0.0051	16
cluster_5	InterPro Domains	IPR016024	Armadillo-type fold	3	8	2.36e-5	0.0051	16
cluster_5	GO Cellular Component	GO:0016020	Membrane	12	985	0.0013	0.0094	16
cluster_5	KEGG Pathways	syp01100	Metabolic pathways	10	550	2.1e-4	0.0102	16
cluster_5	InterPro Domains	IPR006245	Allophycocyanin, beta subunit	2	2	1.8e-4	0.0301	16
cluster_5	COMPARTMENTS	GOCC:0031676	Plasma membrane-derived thylakoid membrane	2	7	0.001	0.0305	16
cluster_5	SMART Domains	SM00567	E-Z type HEAT repeats	2	6	8.2e-4	0.0467	16
cluster_5	SMART Domains	SM01094	CpcD/allophycocyanin linker domain	2	4	4.4e-4	0.0467	16
cluster_50	STRING Clusters	CL:2034	Cyclic nucleotide-binding domain superfamily	4	5	2.37e-10	1.53e-7	5
cluster_50	InterPro Domains	IPR018490	Cyclic nucleotide-binding domain superfamily	4	8	9.29e-10	1.1e-6	5
cluster_50	InterPro Domains	IPR014710	RmlC-like jelly roll fold	4	19	1.66e-8	9.8199999999999992e-06	5
cluster_50	SMART Domains	SM00100	Cyclic nucleotide-monophosphate binding domain	3	7	3.17e-7	3.37e-5	5
cluster_50	InterPro Domains	IPR012318	Crp-type HTH domain	3	5	1.48e-7	5.86e-5	5
cluster_50	InterPro Domains	IPR000595	Cyclic nucleotide-binding domain	3	7	3.17e-7	9.41e-5	5
cluster_50	SMART Domains	SM00419	Helix_turn_helix, cAMP Regulatory protein	2	3	2.5e-5	0.0013	5
cluster_50	KEGG Pathways	syp02024	Quorum sensing	3	36	2.38e-5	0.0023	5
cluster_50	InterPro Domains	IPR036390	Winged helix DNA-binding domain superfamily	3	27	1.06e-5	0.0025	5
cluster_50	KEGG Pathways	syp02020	Two-component system	3	52	6.78e-5	0.0033	5
cluster_50	UniProt Keywords	KW-0805	Transcription regulation	3	42	3.68e-5	0.0079	5
cluster_50	GO Biological Process	GO:0006355	Regulation of transcription, DNA-templated	4	97	7.47e-6	0.0083	5
cluster_50	UniProt Keywords	KW-0238	DNA-binding	3	75	1.9e-4	0.0138	5
cluster_50	InterPro Domains	IPR036388	Winged helix-like DNA-binding domain superfamily	3	53	7.16e-5	0.0141	5
cluster_50	GO Molecular Function	GO:0003677	DNA binding	4	157	4.84e-5	0.029	5
cluster_51	STRING Clusters	CL:5348	Aldo/keto reductase family, and PurE domain	5	5	1.68e-13	1.09e-10	5
cluster_51	Pfam	PF00248	Aldo/keto reductase family	2	4	3.74e-5	0.0181	5
cluster_51	InterPro Domains	IPR023210	NADP-dependent oxidoreductase domain	2	4	3.74e-5	0.0444	5
cluster_51	InterPro Domains	IPR036812	NADP-dependent oxidoreductase domain superfamily	2	4	3.74e-5	0.0444	5
cluster_52	STRING Clusters	CL:5374	Mixed, incl. Photoreactive repair, and NusB family	5	14	7.74e-12	5.01e-9	5
cluster_52	STRING Clusters	CL:5376	Photoreactive repair, and NusB family	4	5	2.37e-10	5.1e-8	5
cluster_52	GO Biological Process	GO:0000719	Photoreactive repair	2	2	1.5e-5	0.0167	5
cluster_52	InterPro Domains	IPR036134	Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily	2	3	2.5e-5	0.0296	5
cluster_53	STRING Clusters	CL:2202	Mixed, incl. Oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, and LCCL domain	5	15	1.03e-11	6.68e-9	5
cluster_53	STRING Clusters	CL:2204	Mixed, incl. LCCL domain, and Haem oxygenase	3	7	3.17e-7	4.11e-5	5
cluster_53	GO Molecular Function	GO:0016705	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	3	19	4.05e-6	0.0024	5
cluster_53	Pfam	PF01126	Heme oxygenase	2	2	1.5e-5	0.0072	5
cluster_53	STRING Clusters	CL:2220	Oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, and HemN, C-terminal	2	6	6.97e-5	0.0075	5
cluster_53	GO Molecular Function	GO:0004392	Heme oxygenase (decyclizing) activity	2	4	3.74e-5	0.0112	5
cluster_53	GO Biological Process	GO:0006788	Heme oxidation	2	2	1.5e-5	0.0167	5
cluster_53	InterPro Domains	IPR002051	Haem oxygenase	2	2	1.5e-5	0.0178	5
cluster_53	InterPro Domains	IPR016053	Haem oxygenase-like	2	2	1.5e-5	0.0178	5
cluster_53	InterPro Domains	IPR016084	Haem oxygenase-like, multi-helical	2	2	1.5e-5	0.0178	5
cluster_54	STRING Clusters	CL:5013	Mostly uncharacterized, incl. ADP binding, and TonB, C-terminal	5	12	4.12e-12	2.67e-9	5
cluster_54	STRING Clusters	CL:5015	Mixed, incl. ADP binding, and Peptide transmembrane transporter activity	2	5	5.23e-5	0.0048	5
cluster_55	STRING Clusters	CL:3907	Ami_3, and Rhomboid family	4	5	2.37e-10	1.53e-7	5
cluster_55	SMART Domains	SM00646	Ami_3	2	2	1.5e-5	0.0016	5
cluster_55	KEGG Pathways	syp01503	Cationic antimicrobial peptide (CAMP) resistance	2	3	2.5e-5	0.0024	5
cluster_55	Pfam	PF01694	Rhomboid family	2	2	1.5e-5	0.0072	5
cluster_55	GO Molecular Function	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	2	2	1.5e-5	0.009	5
cluster_55	GO Biological Process	GO:0009253	Peptidoglycan catabolic process	2	2	1.5e-5	0.0167	5
cluster_55	InterPro Domains	IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	2	2	1.5e-5	0.0178	5
cluster_55	InterPro Domains	IPR022764	Peptidase S54, rhomboid domain	2	2	1.5e-5	0.0178	5
cluster_55	InterPro Domains	IPR035952	Rhomboid-like superfamily	2	2	1.5e-5	0.0178	5
cluster_56	STRING Clusters	CL:3105	Tetrahydrofolate biosynthetic process	5	5	1.68e-13	1.09e-10	5
cluster_56	GO Biological Process	GO:0006760	Folic acid-containing compound metabolic process	5	13	5.7e-12	3.23e-9	5
cluster_56	GO Biological Process	GO:0042559	Pteridine-containing compound biosynthetic process	5	11	2.91e-12	3.23e-9	5
cluster_56	KEGG Pathways	syp00790	Folate biosynthesis	5	20	3.54e-11	3.43e-9	5
cluster_56	GO Biological Process	GO:0046654	Tetrahydrofolate biosynthetic process	4	5	2.37e-10	5.26e-8	5
cluster_56	GO Biological Process	GO:0046656	Folic acid biosynthetic process	3	4	9.28e-8	1.15e-5	5
cluster_56	UniProt Keywords	KW-0289	Folate biosynthesis	2	2	1.5e-5	0.0032	5
cluster_56	GO Biological Process	GO:0044281	Small molecule metabolic process	5	416	7.16e-5	0.0036	5
cluster_56	COMPARTMENTS	GOCC:0005747	Mitochondrial respiratory chain complex I	2	2	1.5e-5	0.0039	5
cluster_56	GO Biological Process	GO:0044283	Small molecule biosynthetic process	4	185	9.17e-5	0.0044	5
cluster_56	Pfam	PF01288	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	2	2	1.5e-5	0.0072	5
cluster_56	GO Molecular Function	GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	2	2	1.5e-5	0.009	5
cluster_56	COMPARTMENTS	GOCC:0005737	Cytoplasm	5	668	7.5e-4	0.0141	5
cluster_56	InterPro Domains	IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	2	2	1.5e-5	0.0178	5
cluster_56	InterPro Domains	IPR035907	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily	2	2	1.5e-5	0.0178	5
cluster_56	InterPro Domains	IPR043133	GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase	2	3	2.5e-5	0.0178	5
cluster_56	COMPARTMENTS	GOCC:1902495	Transmembrane transporter complex	2	31	0.0013	0.0199	5
cluster_57	STRING Clusters	CL:3244	Chorismate metabolic process, and Aromatic amino acid family biosynthetic process, prephenate pathway	5	12	4.12e-12	2.67e-9	5
cluster_57	KEGG Pathways	syp00400	Phenylalanine, tyrosine and tryptophan biosynthesis	5	19	2.83e-11	2.74e-9	5
cluster_57	GO Biological Process	GO:0009073	Aromatic amino acid family biosynthetic process	5	16	1.35e-11	1.51e-8	5
cluster_57	STRING Clusters	CL:3247	Chorismate biosynthetic process	4	5	2.37e-10	5.1e-8	5
cluster_57	GO Biological Process	GO:0009423	Chorismate biosynthetic process	4	6	3.94e-10	1.46e-7	5
cluster_57	UniProt Keywords	KW-0057	Aromatic amino acid biosynthesis	4	14	5.73e-9	1.23e-6	5
cluster_57	KEGG Pathways	syp01230	Biosynthesis of amino acids	5	90	3.86e-8	1.87e-6	5
cluster_57	KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	5	263	7.39e-6	2.4e-4	5
cluster_57	GO Biological Process	GO:0008652	Cellular amino acid biosynthetic process	4	91	5.83e-6	4.3e-4	5
cluster_57	KEGG Pathways	syp01100	Metabolic pathways	5	550	2.9e-4	0.007	5
cluster_57	GO Molecular Function	GO:0016838	Carbon-oxygen lyase activity, acting on phosphates	2	5	5.23e-5	0.0314	5
cluster_58	STRING Clusters	CL:4337	Mixed, incl. DNA-binding protein Dps, and Cation:cation antiporter activity	4	6	3.94e-10	2.55e-7	5
cluster_59	STRING Clusters	CL:97	Mixed, incl. Mo-dependent nitrogenase C-terminus, and Regulation of endocytosis	5	16	1.35e-11	8.77e-9	5
cluster_59	Pfam	PF06967	Mo-dependent nitrogenase C-terminus	3	3	5.3e-8	2.56e-5	5
cluster_59	InterPro Domains	IPR009717	Mo-dependent nitrogenase, C-terminal	3	3	5.3e-8	6.29e-5	5
cluster_59	STRING Clusters	CL:100	Mixed, incl. TerB-like, and Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	2	5	5.23e-5	0.0028	5
cluster_6	STRING Clusters	CL:2142	Porphyrin-containing compound biosynthetic process	13	24	3.04e-24	1.97e-21	15
cluster_6	KEGG Pathways	syp00860	Porphyrin and chlorophyll metabolism	13	40	7.1100000000000005e-22	6.9e-20	15
cluster_6	GO Biological Process	GO:0015995	Chlorophyll biosynthetic process	12	18	6.94e-23	7.72e-20	15
cluster_6	GO Biological Process	GO:0033014	Tetrapyrrole biosynthetic process	13	40	7.1100000000000005e-22	2.63e-19	15
cluster_6	STRING Clusters	CL:2143	Chlorophyll metabolic process	10	14	6.26e-19	8.11e-17	15
cluster_6	UniProt Keywords	KW-0149	Chlorophyll biosynthesis	9	12	4.42e-17	9.47e-15	15
cluster_6	KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	13	263	4.71e-12	2.28e-10	15
cluster_6	GO Biological Process	GO:0006725	Cellular aromatic compound metabolic process	14	481	2.61e-10	2.23e-8	15
cluster_6	GO Biological Process	GO:0046483	Heterocycle metabolic process	14	498	4.18e-10	3.32e-8	15
cluster_6	GO Biological Process	GO:1901360	Organic cyclic compound metabolic process	14	509	5.63e-10	4.18e-8	15
cluster_6	STRING Clusters	CL:2145	Oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor, and Protochlorophyllide reductase activity	5	5	4.88e-10	4.51e-8	15
cluster_6	STRING Clusters	CL:2160	Ligase activity, forming nitrogen-metal bonds	5	5	4.88e-10	4.51e-8	15
cluster_6	GO Biological Process	GO:0034641	Cellular nitrogen compound metabolic process	14	581	3.4e-9	2.22e-7	15
cluster_6	KEGG Pathways	syp01100	Metabolic pathways	13	550	4.64e-8	1.5e-6	15
cluster_6	GO Molecular Function	GO:0051003	Ligase activity, forming nitrogen-metal bonds, forming coordination complexes	4	5	6.28e-8	3.76e-5	15
cluster_6	GO Biological Process	GO:0015979	Photosynthesis	7	111	8.79e-7	4.44e-5	15
cluster_6	UniProt Keywords	KW-0602	Photosynthesis	6	59	4.87e-7	5.21e-5	15
cluster_6	COMPARTMENTS	GOCC:0009507	Chloroplast	5	29	5.02e-7	1.3e-4	15
cluster_6	GO Biological Process	GO:0036068	Light-independent chlorophyll biosynthetic process	3	5	6.59e-6	3.1e-4	15
cluster_6	STRING Clusters	CL:2171	Porphyrin biosynthesis	3	5	6.59e-6	4.7e-4	15
cluster_6	GO Biological Process	GO:0019685	Photosynthesis, dark reaction	3	7	1.4e-5	6.2e-4	15
cluster_6	GO Biological Process	GO:0006782	Protoporphyrinogen IX biosynthetic process	3	8	1.92e-5	8.2e-4	15
cluster_6	GO Molecular Function	GO:0016636	Oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	3	4	4.13e-6	8.2e-4	15
cluster_6	GO Molecular Function	GO:0016851	Magnesium chelatase activity	3	4	4.13e-6	8.2e-4	15
cluster_6	COMPARTMENTS	GOCC:0009570	Chloroplast stroma	3	6	9.85e-6	8.6e-4	15
cluster_6	GO Molecular Function	GO:0016627	Oxidoreductase activity, acting on the CH-CH group of donors	4	23	8.27e-6	9.9e-4	15
cluster_6	GO Molecular Function	GO:0016730	Oxidoreductase activity, acting on iron-sulfur proteins as donors	3	6	9.85e-6	9.9e-4	15
cluster_6	UniProt Keywords	KW-0627	Porphyrin biosynthesis	3	8	1.92e-5	0.0014	15
cluster_6	UniProt Keywords	KW-0560	Oxidoreductase	5	101	1.5e-4	0.0079	15
cluster_6	GO Biological Process	GO:0009987	Cellular process	15	1705	5.3e-4	0.0185	15
cluster_6	COMPARTMENTS	GOCC:0009706	Chloroplast inner membrane	2	5	5.4e-4	0.0283	15
cluster_6	UniProt Keywords	KW-0004	4Fe-4S	3	37	0.001	0.0449	15
cluster_60	STRING Clusters	CL:5127	Mixed, incl. PIN domain, and MmeI-like, N-terminal domain	5	6	3.08e-13	1.99e-10	5
cluster_61	STRING Clusters	CL:4328	Response to oxidative stress	4	5	2.37e-10	1.53e-7	5
cluster_61	GO Biological Process	GO:0006979	Response to oxidative stress	4	11	2.56e-9	2.84e-6	5
cluster_61	GO Molecular Function	GO:0004601	Peroxidase activity	3	11	9.61e-7	5.8e-4	5
cluster_61	UniProt Keywords	KW-0575	Peroxidase	2	4	3.74e-5	0.008	5
cluster_61	Reactome Pathways	MAP-1222499	Latent infection - Other responses of Mtb to phagocytosis	2	39	0.002	0.0319	5
cluster_61	Reactome Pathways	MAP-1643685	Disease	2	60	0.0045	0.0319	5
cluster_61	Reactome Pathways	MAP-5663205	Infectious disease	2	57	0.0041	0.0319	5
cluster_61	Reactome Pathways	MAP-9635486	Infection with Mycobacterium tuberculosis	2	56	0.004	0.0319	5
cluster_61	UniProt Keywords	KW-0349	Heme	2	20	5.7e-4	0.049	5
cluster_61	UniProt Keywords	KW-0560	Oxidoreductase	3	101	4.6e-4	0.049	5
cluster_62	STRING Clusters	CL:4133	Sulfotransferase domain, and Glycosyl transferases group 1	5	5	1.68e-13	1.09e-10	5
cluster_62	Pfam	PF13692	Glycosyl transferases group 1	3	16	2.55e-6	0.0012	5
cluster_62	InterPro Domains	IPR001296	Glycosyl transferase, family 1	3	19	4.05e-6	0.0048	5
cluster_63	STRING Clusters	CL:4229	Mixed, incl. HTH ArsR-type DNA-binding domain, and Arsenate reductase activity	4	13	4.46e-9	2.88e-6	5
cluster_63	UniProt Keywords	KW-0732	Signal	4	118	1.6e-5	0.0034	5
cluster_64	STRING Clusters	CL:4909	TTHA1013/TTHA0281-like, and Uncharacterised conserved protein UCP006404, peptidase M50/CBS	5	6	3.08e-13	1.99e-10	5
cluster_64	GO Cellular Component	GO:0110001	Toxin-antitoxin complex	3	10	7.55e-7	1.1e-4	5
cluster_64	GO Molecular Function	GO:0003729	mRNA binding	2	5	5.23e-5	0.0314	5
cluster_64	InterPro Domains	IPR035069	TTHA1013/TTHA0281-like	2	4	3.74e-5	0.0444	5
cluster_65	STRING Clusters	CL:4271	Mixed, incl. Adhesion lipoprotein, and ABC transporter, TroCD-like	4	5	2.37e-10	1.53e-7	5
cluster_65	KEGG Pathways	syp02010	ABC transporters	3	69	1.5e-4	0.0148	5
cluster_7	STRING Clusters	CL:5492	Amino acid transport, and ABC transporter, permease	14	16	8.880000000000001e-29	5.75e-26	15
cluster_7	KEGG Pathways	syp02010	ABC transporters	14	69	1.5900000000000002e-21	1.54e-19	15
cluster_7	STRING Clusters	CL:5493	Amino acid transport	10	11	1.13e-19	2.44e-17	15
cluster_7	GO Biological Process	GO:0006865	Amino acid transport	11	22	1.09e-19	1.21e-16	15
cluster_7	GO Biological Process	GO:0006810	Transport	14	309	6.39e-13	1.42e-10	15
cluster_7	Pfam	PF02653	Branched-chain amino acid transport system / permease component	6	6	6.3e-12	3.04e-9	15
cluster_7	InterPro Domains	IPR001851	ABC transporter, permease	6	6	6.3e-12	7.47e-9	15
cluster_7	STRING Clusters	CL:5495	Branched-chain amino acid transmembrane transporter activity, and Leucine-binding protein domain	5	5	4.88e-10	7.89e-8	15
cluster_7	GO Biological Process	GO:0015803	Branched-chain amino acid transport	5	7	1.52e-9	2.12e-7	15
cluster_7	KEGG Pathways	syp02024	Quorum sensing	6	36	3.3e-8	1.6e-6	15
cluster_7	STRING Clusters	CL:5505	ABC transporter, permease, and Periplasmic binding protein domain	4	5	6.28e-8	8.12e-6	15
cluster_7	STRING Clusters	CL:5514	ABC transporter, permease, and TerB-like	4	5	6.28e-8	8.12e-6	15
cluster_7	InterPro Domains	IPR028082	Periplasmic binding protein-like I	4	4	3.5e-8	2.07e-5	15
cluster_7	GO Molecular Function	GO:0015658	Branched-chain amino acid transmembrane transporter activity	4	4	3.5e-8	2.1e-5	15
cluster_7	Pfam	PF13433	Periplasmic binding protein domain	3	3	2.37e-6	5.7e-4	15
cluster_7	InterPro Domains	IPR043428	High-affinity branched-chain amino acid transport system permease protein LivM-like	3	3	2.37e-6	9.4e-4	15
cluster_7	UniProt Keywords	KW-1003	Cell membrane	6	94	6.38e-6	0.0014	15
cluster_7	GO Cellular Component	GO:0005886	Plasma membrane	10	457	1.82e-5	0.0026	15
cluster_7	GO Molecular Function	GO:0022857	Transmembrane transporter activity	7	201	3.99e-5	0.0048	15
cluster_7	UniProt Keywords	KW-0813	Transport	6	134	4.49e-5	0.0048	15
cluster_7	COMPARTMENTS	GOCC:0005886	Plasma membrane	8	276	3.14e-5	0.0069	15
cluster_7	COMPARTMENTS	GOCC:0016020	Membrane	10	476	2.63e-5	0.0069	15
cluster_7	GO Cellular Component	GO:0016020	Membrane	12	985	4.8e-4	0.023	15
cluster_7	InterPro Domains	IPR003439	ABC transporter-like, ATP-binding domain	4	44	8.58e-5	0.0255	15
cluster_7	InterPro Domains	IPR028081	Leucine-binding protein domain	2	2	1.6e-4	0.0369	15
cluster_7	COMPARTMENTS	GOCC:0042597	Periplasmic space	4	79	7.3e-4	0.042	15
cluster_7	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	15	1726	6.4e-4	0.042	15
cluster_7	SMART Domains	SM00382	ATPases associated with a variety of cellular activities	4	69	4.4e-4	0.0471	15
cluster_8	GO Biological Process	GO:0044038	Cell wall macromolecule biosynthetic process	13	23	1.97e-24	2.2e-21	15
cluster_8	GO Biological Process	GO:0009252	Peptidoglycan biosynthetic process	12	22	4.39e-22	8.13e-20	15
cluster_8	STRING Clusters	CL:3663	Peptidoglycan biosynthesis, and Regulation of cell shape	13	36	2.22e-22	1.17e-19	15
cluster_8	STRING Clusters	CL:3666	Cell shape, and Penicillin-binding Protein dimerisation domain	12	20	1.81e-22	1.17e-19	15
cluster_8	GO Biological Process	GO:0071555	Cell wall organization	12	29	6.27e-21	6.98e-19	15
cluster_8	KEGG Pathways	syp00550	Peptidoglycan biosynthesis	11	22	1.09e-19	1.05e-17	15
cluster_8	GO Biological Process	GO:0008360	Regulation of cell shape	11	27	6.71e-19	4.97e-17	15
cluster_8	UniProt Keywords	KW-0133	Cell shape	10	15	1.04e-18	2.23e-16	15
cluster_8	UniProt Keywords	KW-0573	Peptidoglycan synthesis	10	15	1.04e-18	2.23e-16	15
cluster_8	STRING Clusters	CL:3658	Mixed, incl. Cell wall organization or biogenesis, and Localization	14	124	3.1e-18	2.51e-16	15
cluster_8	UniProt Keywords	KW-0961	Cell wall biogenesis/degradation	10	19	6.35e-18	4.53e-16	15
cluster_8	GO Biological Process	GO:1901137	Carbohydrate derivative biosynthetic process	13	131	8.36e-16	4.65e-14	15
cluster_8	STRING Clusters	CL:3669	Cell shape, and POTRA domain	8	12	7.64e-15	4.94e-13	15
cluster_8	GO Biological Process	GO:0051301	Cell division	8	33	5.53e-12	2.37e-10	15
cluster_8	STRING Clusters	CL:3671	Cell shape	6	7	1.17e-11	6.87e-10	15
cluster_8	UniProt Keywords	KW-0131	Cell cycle	7	19	1.38e-11	7.4e-10	15
cluster_8	UniProt Keywords	KW-0132	Cell division	7	19	1.38e-11	7.4e-10	15
cluster_8	GO Biological Process	GO:0007049	Cell cycle	7	29	1.71e-10	6.8e-9	15
cluster_8	GO Biological Process	GO:1901566	Organonitrogen compound biosynthetic process	13	392	6.86e-10	2.63e-8	15
cluster_8	GO Biological Process	GO:0044249	Cellular biosynthetic process	14	556	1.87e-9	6.93e-8	15
cluster_8	GO Biological Process	GO:1901576	Organic substance biosynthetic process	14	566	2.38e-9	8.55e-8	15
cluster_8	KEGG Pathways	syp01502	Vancomycin resistance	5	8	2.47e-9	1.2e-7	15
cluster_8	GO Molecular Function	GO:0016881	Acid-amino acid ligase activity	5	15	2.91e-8	1.75e-5	15
cluster_8	GO Molecular Function	GO:0016879	Ligase activity, forming carbon-nitrogen bonds	6	44	9.77e-8	2.92e-5	15
cluster_8	Pfam	PF02875	Mur ligase family, glutamate ligase domain	4	5	6.28e-8	3.03e-5	15
cluster_8	Pfam	PF08245	Mur ligase middle domain	4	6	1.04e-7	3.03e-5	15
cluster_8	InterPro Domains	IPR004101	Mur ligase, C-terminal	4	5	6.28e-8	7.45e-5	15
cluster_8	InterPro Domains	IPR013221	Mur ligase, central	4	7	1.63e-7	7.45e-5	15
cluster_8	InterPro Domains	IPR036565	Mur-like, catalytic domain superfamily	4	7	1.63e-7	7.45e-5	15
cluster_8	InterPro Domains	IPR036615	Mur ligase, C-terminal domain superfamily	4	6	1.04e-7	7.45e-5	15
cluster_8	KEGG Pathways	syp01100	Metabolic pathways	11	550	1.04e-5	3.4e-4	15
cluster_8	Pfam	PF01225	Mur ligase family, catalytic domain	3	3	2.37e-6	3.8e-4	15
cluster_8	InterPro Domains	IPR000713	Mur ligase, N-terminal catalytic domain	3	3	2.37e-6	5.6e-4	15
cluster_8	UniProt Keywords	KW-0436	Ligase	5	68	2.41e-5	8.6e-4	15
cluster_8	GO Molecular Function	GO:0016758	Hexosyltransferase activity	4	27	1.46e-5	0.0023	15
cluster_8	GO Molecular Function	GO:0008955	Peptidoglycan glycosyltransferase activity	3	9	2.56e-5	0.0031	15
cluster_8	UniProt Keywords	KW-0997	Cell inner membrane	4	48	1.2e-4	0.0036	15
cluster_8	KEGG Pathways	syp00473	D-Alanine metabolism	2	3	2.6e-4	0.0063	15
cluster_8	GO Molecular Function	GO:0043168	Anion binding	9	415	7.4e-5	0.0074	15
cluster_8	KEGG Pathways	syp00471	D-Glutamine and D-glutamate metabolism	2	4	3.9e-4	0.0075	15
cluster_8	KEGG Pathways	syp01501	beta-Lactam resistance	2	6	7.2e-4	0.0116	15
cluster_8	GO Molecular Function	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	2	2	1.6e-4	0.0133	15
cluster_8	GO Molecular Function	GO:0036094	Small molecule binding	9	460	1.7e-4	0.0133	15
cluster_8	GO Biological Process	GO:0009987	Cellular process	15	1705	5.3e-4	0.0148	15
cluster_8	Pfam	PF00953	Glycosyl transferase family 4	2	2	1.6e-4	0.0188	15
cluster_8	Pfam	PF03717	Penicillin-binding Protein dimerisation domain	2	2	1.6e-4	0.0188	15
