Geneid	Chr	Start	End	Strand	Length	15percent_7002-5_CO2-RNA-seq	15percent_7002-6_CO2-RNA-seq	15percent_7002-7_CO2-RNA-seq	15percent_7002-8_CO2-RNA-seq	1percent_7002-1_CO2-RNA-seq	1percent_7002-2_CO2-RNA-seq	1percent_7002-3_CO2-RNA-seq	1percent_7002-4_CO2-RNA-seq
gene-SYNPCC7002_RS01155	NC_010475.1	241731	243554	+	1824	2172	1886	2160	4047	8606	5932	3813	6865
gene-SYNPCC7002_RS01160	NC_010475.1	243652	244887	+	1236	3669	3218	3408	8051	8259	6906	4735	8459
gene-SYNPCC7002_RS01165	NC_010475.1	245026	246246	+	1221	1373	1205	1458	3178	3117	2720	1792	3551
gene-SYNPCC7002_RS01170	NC_010475.1	246234	248105	-	1872	935	724	911	1883	3314	2312	1547	2627
gene-SYNPCC7002_RS17040	NC_010475.1	248238	249278	-	1041	13499	12838	14198	29685	36033	23602	16310	28601
gene-SYNPCC7002_RS01185	NC_010475.1	249328	250845	+	1518	2969	2777	3177	6309	5701	3988	2815	4781
gene-SYNPCC7002_RS01190	NC_010475.1	250883	251806	+	924	1322	1312	1545	2899	3180	2145	1533	2710
gene-SYNPCC7002_RS01195	NC_010475.1	251880	251952	+	73	0	4	12	2	10	2	2	2
gene-SYNPCC7002_RS01200	NC_010475.1	252228	252827	+	600	76913	63653	72761	146567	168973	143281	101948	166186
gene-SYNPCC7002_RS16055	NC_010475.1	252932	254644	-	1713	1133	934	989	2137	2541	1592	1153	2112
gene-SYNPCC7002_RS01210	NC_010475.1	254692	255153	-	462	1086	1076	1283	3048	1313	856	582	1014
gene-SYNPCC7002_RS01215	NC_010475.1	255599	258358	+	2760	3890	3706	4057	7775	5259	4085	2674	5123
gene-SYNPCC7002_RS01220	NC_010475.1	258454	260628	+	2175	179192	174656	233008	429434	136957	147728	107317	176487
gene-SYNPCC7002_RS01225	NC_010475.1	260726	261685	-	960	4535	3848	4309	8514	11654	8053	5895	9561
gene-SYNPCC7002_RS01230	NC_010475.1	261859	262227	-	369	1359	1166	1213	2608	4149	2872	2139	3420
gene-SYNPCC7002_RS01235	NC_010475.1	262478	263353	+	876	176	145	185	375	720	395	262	611
gene-SYNPCC7002_RS01240	NC_010475.1	263501	266002	-	2502	3443	3645	4063	8370	5068	4970	3464	7480
gene-SYNPCC7002_RS01245	NC_010475.1	266300	266629	-	330	839	719	842	1482	2347	1910	1700	2070
gene-SYNPCC7002_RS01250	NC_010475.1	266740	267315	-	576	553	580	655	1405	2443	1614	1181	1967
gene-SYNPCC7002_RS01255	NC_010475.1	267370	267442	-	73	2	0	4	16	6	6	0	8
gene-SYNPCC7002_RS01260	NC_010475.1	267454	268173	-	720	1438	1336	1542	3388	4477	3323	2258	3702
gene-SYNPCC7002_RS01265	NC_010475.1	268280	269047	+	768	463	404	466	977	1016	883	625	1014
gene-SYNPCC7002_RS01270	NC_010475.1	269123	270559	+	1437	1471	1278	1405	3055	2637	2293	1740	2649
gene-SYNPCC7002_RS01275	NC_010475.1	270556	271011	-	456	132	80	100	248	779	238	173	278
gene-SYNPCC7002_RS16920	NC_010475.1	271033	271218	-	186	140	125	126	313	856	250	163	270
gene-SYNPCC7002_RS01280	NC_010475.1	271291	272310	-	1020	1036	1174	1116	2336	1197	1971	1459	2220
gene-SYNPCC7002_RS01285	NC_010475.1	272425	273759	-	1335	2262	2033	2156	4968	5874	4601	3007	4919
gene-SYNPCC7002_RS01290	NC_010475.1	273763	274731	-	969	2939	2407	2562	5687	6566	5621	3290	6197
gene-SYNPCC7002_RS01295	NC_010475.1	274979	275680	+	702	4522	3771	3695	9066	24331	9708	6266	11525
gene-SYNPCC7002_RS01305	NC_010475.1	276911	277492	+	582	8703	9019	9657	19610	21604	17649	12031	27668
gene-SYNPCC7002_RS01310	NC_010475.1	277654	278442	-	789	218	186	202	427	332	191	159	226
gene-SYNPCC7002_RS16925	NC_010475.1	278528	278692	+	165	709	642	862	1244	967	617	498	641
gene-SYNPCC7002_RS01315	NC_010475.1	278860	280023	-	1164	45716	35419	40344	78938	92801	73651	53192	86263
gene-SYNPCC7002_RS01320	NC_010475.1	280486	280662	-	177	3052	2973	2521	6396	27570	13460	9600	20762
gene-SYNPCC7002_RS01325	NC_010475.1	281010	281846	+	837	2728	2288	2449	5247	6855	4916	3289	6015
gene-SYNPCC7002_RS01330	NC_010475.1	282029	282865	+	837	97937	83453	90359	171716	148422	109503	84319	137583
gene-SYNPCC7002_RS01335	NC_010475.1	283101	284297	-	1197	7739	8121	9385	19613	18824	15665	11071	19029
gene-SYNPCC7002_RS01340	NC_010475.1	284712	286823	+	2112	20916	18023	25931	45362	23296	24805	19103	25597
gene-SYNPCC7002_RS01345	NC_010475.1	287022	287276	-	255	34240	32315	31703	78026	48225	38651	27945	45484
gene-SYNPCC7002_RS01350	NC_010475.1	287652	289022	+	1371	2841	2763	3066	5723	5901	3687	2853	4381
gene-SYNPCC7002_RS01355	NC_010475.1	289059	290618	+	1560	4601	3887	4504	9007	11669	8012	5421	8962
gene-SYNPCC7002_RS01360	NC_010475.1	290729	292222	+	1494	3233	2955	3445	6422	5427	3826	2892	4659
gene-SYNPCC7002_RS01365	NC_010475.1	292219	293169	-	951	1330	1073	1102	2600	3770	2734	1876	3169
gene-SYNPCC7002_RS01370	NC_010475.1	293201	293401	-	201	1214	1254	1256	3101	3557	2494	1872	2399
gene-SYNPCC7002_RS01375	NC_010475.1	293455	293658	-	204	535	507	594	1265	1428	1169	808	1180
gene-SYNPCC7002_RS01380	NC_010475.1	293660	294727	-	1068	3482	2905	3374	6742	7240	5476	3803	6076
gene-SYNPCC7002_RS01385	NC_010475.1	294872	295528	+	657	1317	1090	1286	2394	2547	1963	1416	2026
gene-SYNPCC7002_RS01390	NC_010475.1	295529	296206	+	678	1472	1132	1224	2693	2792	2039	1567	2190
gene-SYNPCC7002_RS01395	NC_010475.1	296264	296530	-	267	1436	1220	1473	3532	8967	3625	2481	3455
gene-SYNPCC7002_RS01400	NC_010475.1	296736	298775	+	2040	5421	3912	4768	9595	11153	8347	5816	9423
gene-SYNPCC7002_RS01405	NC_010475.1	298818	299396	-	579	1102	1149	1092	2442	1041	560	336	533
gene-SYNPCC7002_RS01410	NC_010475.1	299661	299936	-	276	16464	15589	15297	39852	40454	23600	17519	27317
gene-SYNPCC7002_RS01415	NC_010475.1	300041	301348	-	1308	57473	43546	47898	99519	105681	63810	38228	80847
gene-SYNPCC7002_RS01420	NC_010475.1	301535	303085	-	1551	8777	7310	7990	17473	21480	14148	10222	16005
gene-SYNPCC7002_RS01425	NC_010475.1	303268	303582	-	315	2565	2633	2713	6456	9691	6178	4409	6591
gene-SYNPCC7002_RS01430	NC_010475.1	303649	304548	-	900	1835	1407	1576	3595	4916	3375	2331	3534
gene-SYNPCC7002_RS01435	NC_010475.1	304710	306491	-	1782	4424	3528	3617	7340	10226	7712	5388	8315
gene-SYNPCC7002_RS01440	NC_010475.1	306552	309254	-	2703	2965	2728	2894	6252	7433	5826	3924	6577
gene-SYNPCC7002_RS01445	NC_010475.1	309251	310429	-	1179	6041	5384	6062	13221	12592	10496	6588	12302
gene-SYNPCC7002_RS01450	NC_010475.1	310457	310783	-	327	4106	3889	4208	9803	9005	7287	5073	7836
gene-SYNPCC7002_RS01455	NC_010475.1	310998	311801	-	804	10641	9743	11596	22924	25051	19561	12712	23749
gene-SYNPCC7002_RS01460	NC_010475.1	312347	313519	+	1173	491	450	501	1082	1048	903	744	1103
gene-SYNPCC7002_RS01465	NC_010475.1	313609	314862	+	1254	17900	14803	17220	34916	32509	23993	16188	29533
gene-SYNPCC7002_RS01470	NC_010475.1	314936	315595	-	660	4455	4111	4187	9593	16969	12388	8266	14387
gene-SYNPCC7002_RS16370	NC_010475.1	315614	315784	-	171	1686	1643	1626	3843	7260	5120	3187	5489
gene-SYNPCC7002_RS01475	NC_010475.1	315839	316504	-	666	1452	1303	1412	3323	4028	2842	1907	3385
gene-SYNPCC7002_RS01480	NC_010475.1	316587	317168	+	582	1575	1502	1583	3449	4566	3492	2413	4041
gene-SYNPCC7002_RS01485	NC_010475.1	317184	318857	-	1674	2016	1510	1696	3282	5856	3941	2867	4600
gene-SYNPCC7002_RS01490	NC_010475.1	319181	319672	-	492	418	244	352	723	172	127	118	178
gene-SYNPCC7002_RS01495	NC_010475.1	319867	320688	-	822	887	758	838	1429	247	192	169	211
gene-SYNPCC7002_RS01500	NC_010475.1	320739	321059	-	321	523	397	490	742	152	131	111	148
gene-SYNPCC7002_RS01505	NC_010475.1	321501	321980	-	480	6770	6198	6696	14134	10246	8476	6162	10110
gene-SYNPCC7002_RS01510	NC_010475.1	322106	322657	-	552	1379	1070	1316	2403	3193	2558	1812	2676
gene-SYNPCC7002_RS01515	NC_010475.1	322663	323025	-	363	2200	1386	1772	3364	3553	3091	2229	3365
gene-SYNPCC7002_RS01520	NC_010475.1	323018	323755	-	738	2776	1968	2349	4921	4587	4009	3062	4171
gene-SYNPCC7002_RS01525	NC_010475.1	323974	325062	+	1089	16881	14447	17084	34868	25182	19841	13235	23109
gene-SYNPCC7002_RS01530	NC_010475.1	325093	325707	+	615	5000	4421	4921	10227	6994	5246	3539	6159
gene-SYNPCC7002_RS01535	NC_010475.1	325764	326270	+	507	1422	1228	1460	2765	2624	1693	1225	1991
gene-SYNPCC7002_RS01540	NC_010475.1	326325	326711	-	387	1437	1415	1484	3334	3663	2849	2117	3740
gene-SYNPCC7002_RS01545	NC_010475.1	326934	328067	+	1134	1173	870	977	2029	2027	1492	972	1827
gene-SYNPCC7002_RS01550	NC_010475.1	328141	329286	+	1146	2187	1794	2017	3830	3002	1955	1526	2421
gene-SYNPCC7002_RS01555	NC_010475.1	329268	329981	-	714	2759	2440	2813	5823	8035	5744	3893	6869
gene-SYNPCC7002_RS01560	NC_010475.1	329906	330442	-	537	1249	1205	1151	2735	4115	2674	1800	2983
gene-SYNPCC7002_RS01565	NC_010475.1	330570	331322	+	753	4884	4225	4687	10030	12000	8710	6132	11094
gene-SYNPCC7002_RS01570	NC_010475.1	331497	333668	+	2172	29630	23297	26669	54304	63666	44768	31362	52060
gene-SYNPCC7002_RS01575	NC_010475.1	333714	334541	+	828	3357	2834	3027	6582	7065	5073	3555	5602
gene-SYNPCC7002_RS01580	NC_010475.1	334654	335289	-	636	11622	9820	11086	22450	27272	26641	17872	31217
gene-SYNPCC7002_RS01585	NC_010475.1	335636	336013	+	378	30490	28638	29229	59259	40135	35343	26473	46199
gene-SYNPCC7002_RS01590	NC_010475.1	336122	337591	-	1470	7519	5876	6383	12940	23909	13178	8871	14336
gene-SYNPCC7002_RS01595	NC_010475.1	337641	338330	-	690	23497	17733	19268	40481	68357	36609	26578	42418
gene-SYNPCC7002_RS01600	NC_010475.1	338451	339512	-	1062	885	755	834	1851	2053	1636	1112	1946
gene-SYNPCC7002_RS01605	NC_010475.1	339770	340954	+	1185	11010	9176	11170	24637	43471	34496	22555	40256
gene-SYNPCC7002_RS01610	NC_010475.1	341043	342608	-	1566	17224	13774	16769	33999	50206	36179	23989	42173
gene-SYNPCC7002_RS01615	NC_010475.1	342724	342942	-	219	1274	1088	1354	2801	3662	2719	1630	3412
gene-SYNPCC7002_RS01620	NC_010475.1	342996	344045	-	1050	10036	8747	10246	20815	27864	21308	13727	26484
gene-SYNPCC7002_RS01625	NC_010475.1	344282	345799	+	1518	6871	6554	8005	16021	11752	14344	8926	17512
gene-SYNPCC7002_RS01630	NC_010475.1	345800	346183	+	384	467	452	545	1180	1023	1179	783	1283
gene-SYNPCC7002_RS01635	NC_010475.1	346248	347663	+	1416	1659	1442	1652	3359	3511	2689	2078	3473
gene-SYNPCC7002_RS01640	NC_010475.1	347663	348355	+	693	740	646	757	1651	2066	1568	1091	1914
gene-SYNPCC7002_RS01645	NC_010475.1	348481	349320	+	840	263	221	282	621	743	573	418	730
gene-SYNPCC7002_RS01650	NC_010475.1	349294	350934	-	1641	886	753	788	1809	3277	2477	1545	2839
gene-SYNPCC7002_RS01655	NC_010475.1	351018	351950	+	933	3697	2949	3461	7459	7613	5885	4046	7143
gene-SYNPCC7002_RS01660	NC_010475.1	352037	352432	-	396	1934	1748	1868	4102	5256	3536	2585	4446
gene-SYNPCC7002_RS01665	NC_010475.1	352475	353560	-	1086	637	521	617	1250	1790	1294	883	1559
gene-SYNPCC7002_RS01670	NC_010475.1	354212	356644	-	2433	417	330	357	801	1033	948	632	1127
gene-SYNPCC7002_RS01675	NC_010475.1	356688	357293	+	606	6300	6615	6958	14930	8637	9076	5946	11997
gene-SYNPCC7002_RS01680	NC_010475.1	357457	359544	-	2088	99288	76471	85097	172558	182249	113322	82545	134435
gene-SYNPCC7002_RS17180	NC_010475.1	359836	359958	-	123	96	85	87	160	408	331	226	258
gene-SYNPCC7002_RS01685	NC_010475.1	359997	360749	+	753	381	347	365	878	717	616	512	761
gene-SYNPCC7002_RS01690	NC_010475.1	360753	362279	-	1527	7681	5185	5236	11805	63617	40194	28465	36271
gene-SYNPCC7002_RS01695	NC_010475.1	362299	363165	-	867	11736	7427	7589	16679	121878	73007	49348	70412
gene-SYNPCC7002_RS01700	NC_010475.1	363498	364523	+	1026	6213	4660	5413	11242	7625	6663	4903	7837
gene-SYNPCC7002_RS01705	NC_010475.1	364576	365022	+	447	2854	2370	2498	4973	6908	5042	3907	5894
gene-SYNPCC7002_RS01710	NC_010475.1	365107	365574	+	468	3322	3076	3385	6671	5800	5810	4275	7240
gene-SYNPCC7002_RS01715	NC_010475.1	365606	366262	+	657	7041	5933	6789	14880	14481	11174	7616	13932
gene-SYNPCC7002_RS17185	NC_010475.1	366437	366562	-	126	132	116	127	253	417	177	114	184
gene-SYNPCC7002_RS01720	NC_010475.1	366670	368556	-	1887	56010	43603	50006	108328	165378	60033	41928	70317
gene-SYNPCC7002_RS01730	NC_010475.1	368943	369974	+	1032	2274	1895	2161	4646	4630	3108	2052	3307
gene-SYNPCC7002_RS01735	NC_010475.1	369953	370351	-	399	4139	3793	3840	9431	8772	7008	5048	7803
gene-SYNPCC7002_RS17190	NC_010475.1	370531	370653	-	123	311	262	319	604	919	587	409	708
gene-SYNPCC7002_RS01740	NC_010475.1	370669	371994	-	1326	5478	4387	5425	11106	14409	10673	7257	12160
gene-SYNPCC7002_RS01745	NC_010475.1	372151	373182	-	1032	19953	16380	19626	41698	46420	34789	23666	41028
gene-SYNPCC7002_RS01750	NC_010475.1	373461	375611	+	2151	6852	5759	6485	13299	15010	10381	7282	12147
gene-SYNPCC7002_RS01755	NC_010475.1	375611	376189	+	579	521	492	534	1200	1401	1010	709	1183
gene-SYNPCC7002_RS01760	NC_010475.1	376192	376665	+	474	212	178	217	434	779	514	412	597
gene-SYNPCC7002_RS01765	NC_010475.1	376744	377931	+	1188	1142	969	1059	2293	3265	2199	1463	2496
gene-SYNPCC7002_RS01770	NC_010475.1	378059	381565	+	3507	823	823	850	1895	2746	1963	1183	1953
gene-SYNPCC7002_RS01775	NC_010475.1	381607	382128	-	522	330	288	378	682	641	515	328	572
gene-SYNPCC7002_RS01780	NC_010475.1	382207	383736	+	1530	1503	1213	1491	3246	3147	2264	1495	2752
gene-SYNPCC7002_RS01785	NC_010475.1	383743	385467	-	1725	1327	1203	1545	3021	2694	1949	1452	2154
gene-SYNPCC7002_RS01790	NC_010475.1	385507	386922	-	1416	6613	5640	6623	14326	12749	9385	6858	11194
gene-SYNPCC7002_RS01795	NC_010475.1	387218	388393	+	1176	34999	27963	32905	68368	75059	60861	41412	71791
gene-SYNPCC7002_RS01800	NC_010475.1	388619	389716	-	1098	24246	24012	30430	63378	39161	49104	31649	63588
gene-SYNPCC7002_RS01805	NC_010475.1	390377	392788	+	2412	2393	2114	2458	5479	2549	2095	1494	2208
gene-SYNPCC7002_RS01810	NC_010475.1	392814	393677	-	864	1640	1413	1690	3796	3056	1856	1480	2391
gene-SYNPCC7002_RS01815	NC_010475.1	393683	393994	-	312	1143	1020	1061	2267	1721	1270	943	1458
gene-SYNPCC7002_RS01820	NC_010475.1	394185	395447	-	1263	2619	2413	2897	5923	4004	2884	1929	3036
gene-SYNPCC7002_RS01825	NC_010475.1	395464	396255	-	792	6618	5743	6377	14173	9838	7037	5060	8404
gene-SYNPCC7002_RS01830	NC_010475.1	396353	396553	-	201	1044	990	1038	2374	3145	2117	1450	2173
gene-SYNPCC7002_RS01835	NC_010475.1	396543	398039	-	1497	4408	3489	4046	8216	16394	11701	7968	12084
gene-SYNPCC7002_RS01840	NC_010475.1	398254	399204	-	951	1816	1527	1674	3874	6518	4901	3091	5112
gene-SYNPCC7002_RS01845	NC_010475.1	399256	401091	-	1836	5557	4819	5647	11920	14180	12410	7997	14224
gene-SYNPCC7002_RS17195	NC_010475.1	401186	401314	-	129	617	501	535	1188	1585	1156	776	1481
gene-SYNPCC7002_RS01850	NC_010475.1	401425	401541	-	117	3171	3646	3706	7812	10317	5488	4927	5073
gene-SYNPCC7002_RS01855	NC_010475.1	401724	402098	+	375	939	783	898	1880	3382	1227	945	1450
gene-SYNPCC7002_RS01860	NC_010475.1	402153	402848	+	696	1340	1012	1272	2496	3811	1659	1068	1633
gene-SYNPCC7002_RS01865	NC_010475.1	402848	403585	+	738	727	528	696	1329	2114	1013	675	947
gene-SYNPCC7002_RS01870	NC_010475.1	403681	403944	+	264	277	242	275	690	934	766	464	727
gene-SYNPCC7002_RS01875	NC_010475.1	404115	404678	+	564	1174	1200	1201	3019	2449	1928	1344	2441
gene-SYNPCC7002_RS01880	NC_010475.1	404743	405549	+	807	730	654	773	1595	1869	1342	872	1546
gene-SYNPCC7002_RS01885	NC_010475.1	405682	406494	+	813	17087	13192	14904	33178	72247	21781	14190	26506
gene-SYNPCC7002_RS01890	NC_010475.1	406722	407780	+	1059	9883	7854	9674	18959	27597	16130	10917	19261
gene-SYNPCC7002_RS01895	NC_010475.1	407944	408288	+	345	14885	13010	12416	29419	35656	25372	17903	28988
gene-SYNPCC7002_RS01900	NC_010475.1	408303	408698	+	396	1252	1002	1028	2100	2680	2073	1467	2324
gene-SYNPCC7002_RS01910	NC_010475.1	410219	410497	+	279	5092	4351	5269	11257	8621	8479	5559	8514
gene-SYNPCC7002_RS01915	NC_010475.1	410696	411577	+	882	5389	4158	5138	10317	9662	7375	5297	8002
gene-SYNPCC7002_RS01920	NC_010475.1	411616	412485	+	870	2021	1673	1760	4493	3754	2640	1743	2837
gene-SYNPCC7002_RS01925	NC_010475.1	412466	413170	-	705	409	276	397	852	1004	572	486	761
gene-SYNPCC7002_RS01930	NC_010475.1	413098	413757	-	660	1039	822	926	2075	1897	1332	997	1459
gene-SYNPCC7002_RS01935	NC_010475.1	413923	414225	+	303	18208	18598	18161	41881	36973	30195	18568	26741
gene-SYNPCC7002_RS01940	NC_010475.1	414472	414720	+	249	428	381	467	1000	2119	1634	1146	1894
gene-SYNPCC7002_RS01945	NC_010475.1	414754	416391	-	1638	5743	4716	6209	11172	15518	10663	7761	12786
gene-SYNPCC7002_RS01950	NC_010475.1	416412	417278	-	867	3733	3058	4061	7388	7375	5938	3881	6613
gene-SYNPCC7002_RS01960	NC_010475.1	418494	419567	-	1074	12701	12976	17232	29842	5780	9931	7343	10764
gene-SYNPCC7002_RS01965	NC_010475.1	419700	420878	-	1179	21939	22577	31171	59380	10716	18372	11946	19275
gene-SYNPCC7002_RS01970	NC_010475.1	420978	422294	-	1317	90125	91174	129845	225623	66098	100494	71032	106863
gene-SYNPCC7002_RS01975	NC_010475.1	422514	423464	-	951	1907	1701	1859	3979	3414	2830	1903	3030
gene-SYNPCC7002_RS01980	NC_010475.1	423471	423860	-	390	650	562	631	1128	919	769	531	755
gene-SYNPCC7002_RS01985	NC_010475.1	423844	425112	-	1269	1959	1544	1818	4103	3635	2903	1936	3238
gene-SYNPCC7002_RS01990	NC_010475.1	425225	425596	+	372	1243	1216	1134	2427	3878	3089	1960	3542
gene-SYNPCC7002_RS01995	NC_010475.1	425626	426852	-	1227	720	620	880	1461	2051	1751	1270	2131
gene-SYNPCC7002_RS02000	NC_010475.1	426856	427779	-	924	1082	862	1071	2467	3152	2497	1753	3034
gene-SYNPCC7002_RS02005	NC_010475.1	427990	428412	-	423	961	747	919	1928	2440	1835	1318	2287
gene-SYNPCC7002_RS02010	NC_010475.1	428661	428918	+	258	1560	1406	1551	3485	1689	1023	899	1345
gene-SYNPCC7002_RS02015	NC_010475.1	428905	429327	+	423	957	912	1028	2034	1133	703	670	946
gene-SYNPCC7002_RS02020	NC_010475.1	429430	430674	-	1245	445	325	429	774	1331	1080	731	1103
gene-SYNPCC7002_RS02025	NC_010475.1	430718	431098	-	381	429	332	410	746	1221	987	650	1202
gene-SYNPCC7002_RS02030	NC_010475.1	431104	431331	-	228	419	418	451	793	1040	863	612	985
gene-SYNPCC7002_RS02035	NC_010475.1	431412	432446	-	1035	477	413	516	1337	1668	1583	1101	2149
gene-SYNPCC7002_RS02040	NC_010475.1	432439	433425	-	987	692	612	832	1825	2348	2014	1404	2327
gene-SYNPCC7002_RS02045	NC_010475.1	433404	434288	-	885	911	829	907	1960	2650	2130	1649	2519
gene-SYNPCC7002_RS02050	NC_010475.1	434457	435104	-	648	806	706	756	1589	4776	2848	2138	3448
gene-SYNPCC7002_RS02055	NC_010475.1	435284	436153	-	870	582	418	520	943	2998	2117	1578	2587
gene-SYNPCC7002_RS02060	NC_010475.1	436157	436840	-	684	902	855	902	2186	5616	3839	2734	4908
gene-SYNPCC7002_RS02065	NC_010475.1	436885	437679	-	795	842	799	859	1959	3311	2369	1709	2937
gene-SYNPCC7002_RS02070	NC_010475.1	437719	439020	-	1302	931	1018	978	1761	2778	1945	1507	1937
gene-SYNPCC7002_RS02075	NC_010475.1	439236	439691	-	456	1401	1201	1575	3275	4439	3204	2125	3969
gene-SYNPCC7002_RS02080	NC_010475.1	439742	440584	-	843	2230	2119	2312	4661	5760	3933	2987	4457
gene-SYNPCC7002_RS02085	NC_010475.1	440609	441433	-	825	1497	1270	1521	2963	2740	1814	1299	2318
gene-SYNPCC7002_RS02090	NC_010475.1	441692	443482	+	1791	14108	10097	11591	24962	13434	10121	7939	11442
gene-SYNPCC7002_RS02095	NC_010475.1	443613	444557	-	945	3192	2153	2201	4633	10090	7018	5170	7000
gene-SYNPCC7002_RS02100	NC_010475.1	444802	445926	-	1125	976	684	788	1583	7086	4508	3200	4616
gene-SYNPCC7002_RS02105	NC_010475.1	445950	447020	-	1071	4872	3570	4217	8313	30540	19827	12436	21669
gene-SYNPCC7002_RS02110	NC_010475.1	447199	448245	-	1047	7166	6330	7216	14262	13641	10512	7728	11692
gene-SYNPCC7002_RS02115	NC_010475.1	448414	450078	-	1665	7516	5824	7206	13557	15082	11082	7539	12685
gene-SYNPCC7002_RS02120	NC_010475.1	450157	451818	-	1662	1479	1271	1415	3150	3728	3343	2242	3563
gene-SYNPCC7002_RS02125	NC_010475.1	452031	452276	-	246	979	923	1104	2014	2529	2111	1411	2385
gene-SYNPCC7002_RS02130	NC_010475.1	452633	453016	-	384	6916	5514	6158	12759	22330	16736	11812	20410
gene-SYNPCC7002_RS02140	NC_010475.1	456332	457681	+	1350	3314	2970	3459	7830	8459	8975	6524	11600
gene-SYNPCC7002_RS16060	NC_010475.1	457685	458446	+	762	1098	1024	1124	2610	2935	3204	2521	4077
gene-SYNPCC7002_RS02150	NC_010475.1	458506	460575	-	2070	19589	15725	17923	36295	39325	33732	24629	38940
gene-SYNPCC7002_RS02155	NC_010475.1	460754	463333	+	2580	8309	6564	8289	15610	20462	15508	10471	18395
gene-SYNPCC7002_RS16615	NC_010475.1	463330	463473	-	144	17	14	17	34	42	27	31	38
gene-SYNPCC7002_RS02160	NC_010475.1	463604	464677	+	1074	11476	8406	9656	20460	36038	21730	14567	25373
gene-SYNPCC7002_RS16930	NC_010475.1	464780	464917	+	138	1867	1648	1962	3981	5981	4145	2681	4174
gene-SYNPCC7002_RS02170	NC_010475.1	464953	466071	+	1119	4193	3524	3842	8327	12504	9045	5722	10295
gene-SYNPCC7002_RS02175	NC_010475.1	466166	466250	+	85	2	6	4	7	16	0	5	6
gene-SYNPCC7002_RS02180	NC_010475.1	466255	466326	+	72	22	12	24	32	42	14	12	16
gene-SYNPCC7002_RS16935	NC_010475.1	466496	466639	+	144	107	133	140	226	279	180	148	202
gene-SYNPCC7002_RS02185	NC_010475.1	466651	466902	-	252	97	81	74	157	278	171	159	176
gene-SYNPCC7002_RS02190	NC_010475.1	467069	468463	+	1395	3246	2515	2648	5883	5626	4714	3484	5136
gene-SYNPCC7002_RS02195	NC_010475.1	468622	468969	-	348	16365	13658	15755	34199	30002	21025	14413	24471
gene-SYNPCC7002_RS02200	NC_010475.1	469217	470011	+	795	3244	2614	2824	6640	6116	4459	2941	5150
gene-SYNPCC7002_RS02205	NC_010475.1	470057	471781	+	1725	4302	3691	4043	8188	7787	5250	3950	6139
gene-SYNPCC7002_RS02210	NC_010475.1	471793	473469	-	1677	4072	3648	4015	9018	14789	11077	7028	12314
gene-SYNPCC7002_RS02215	NC_010475.1	473833	476262	+	2430	16490	13339	14948	29014	24490	19197	13459	22539
gene-SYNPCC7002_RS02220	NC_010475.1	476305	477696	-	1392	4558	3625	4223	8889	5966	4833	3643	5485
gene-SYNPCC7002_RS02225	NC_010475.1	477945	478550	+	606	840	761	922	1929	3339	2518	1674	3098
gene-SYNPCC7002_RS02230	NC_010475.1	478735	480141	+	1407	6796	6207	6105	15054	22640	14519	9724	16645
gene-SYNPCC7002_RS02235	NC_010475.1	480138	481904	-	1767	1208	1121	1087	2239	3287	2470	1831	2860
gene-SYNPCC7002_RS02240	NC_010475.1	482024	482920	+	897	2087	1930	2366	4886	6069	4716	3071	5545
gene-SYNPCC7002_RS02245	NC_010475.1	482945	483673	-	729	3394	2764	3179	6831	9582	6112	4672	7035
gene-SYNPCC7002_RS02250	NC_010475.1	483738	485471	-	1734	6531	5052	5928	12003	25752	11578	8229	12888
gene-SYNPCC7002_RS02255	NC_010475.1	485560	485901	-	342	1623	1379	1584	3402	8132	3840	2418	3825
gene-SYNPCC7002_RS02260	NC_010475.1	486052	486645	+	594	7755	6368	7348	15991	19837	14888	9324	16959
gene-SYNPCC7002_RS02265	NC_010475.1	486652	487029	+	378	1386	1155	1387	3126	3857	2945	1914	3319
gene-SYNPCC7002_RS02270	NC_010475.1	487029	488282	+	1254	924	693	891	1685	2397	1765	1276	1806
gene-SYNPCC7002_RS02275	NC_010475.1	488279	489949	-	1671	4227	3715	4216	8728	16193	12768	7603	14598
gene-SYNPCC7002_RS02280	NC_010475.1	490081	491697	+	1617	2661	2236	2341	5043	6505	4325	3068	4884
gene-SYNPCC7002_RS02285	NC_010475.1	491793	492563	+	771	2309	1986	2258	4860	5797	4293	2925	4999
gene-SYNPCC7002_RS02290	NC_010475.1	492657	493790	+	1134	1074	965	1109	2073	2581	1971	1408	2151
