Geneid	Chr	Start	End	Strand	Length	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS00755	NC_010475.1	158726	159169	+	444	340	294	225	309	560	506	371	403	498	678	474	662	527	350	469	410
gene-SYNPCC7002_RS00760	NC_010475.1	159222	159494	+	273	2194	1986	1970	1960	2969	2346	2195	1993	2844	3407	2358	2625	2699	1888	2863	2136
gene-SYNPCC7002_RS00765	NC_010475.1	159599	160267	+	669	616	560	429	624	1307	937	924	932	1130	1413	783	987	957	812	1146	835
gene-SYNPCC7002_RS00770	NC_010475.1	160274	160702	+	429	382	412	329	359	675	462	428	529	617	793	572	612	647	437	637	466
gene-SYNPCC7002_RS00775	NC_010475.1	160764	161612	+	849	786	825	857	830	1765	1237	1222	1143	571	897	541	801	701	466	594	589
gene-SYNPCC7002_RS00780	NC_010475.1	161801	162883	-	1083	41672	57476	54572	71291	103720	64988	68933	73127	32391	43617	27043	30536	29687	26034	37729	24168
gene-SYNPCC7002_RS00785	NC_010475.1	163051	165204	-	2154	1228	1196	1001	995	3002	2446	2261	2161	2535	3207	1769	2591	2566	2079	2662	1904
gene-SYNPCC7002_RS00790	NC_010475.1	165337	166389	-	1053	811	746	532	558	2890	1994	1933	1971	3360	5066	3482	3755	3733	2887	3944	2836
gene-SYNPCC7002_RS00795	NC_010475.1	166576	167043	+	468	1883	1729	1674	1728	2069	1752	1676	1648	2136	2730	1978	2295	1917	1424	2114	1731
gene-SYNPCC7002_RS00800	NC_010475.1	167146	167700	+	555	934	767	662	581	1470	1368	1043	927	1242	1481	1059	1437	1333	813	1044	922
gene-SYNPCC7002_RS00805	NC_010475.1	167725	168822	-	1098	1323	974	894	941	812	806	773	653	834	1097	570	996	645	417	517	538
gene-SYNPCC7002_RS00810	NC_010475.1	169007	169735	-	729	2752	2537	2461	2307	5192	3903	3734	3555	3885	4989	3282	3742	3866	2673	3603	2915
gene-SYNPCC7002_RS00815	NC_010475.1	169701	170243	-	543	5140	4424	5099	4554	5751	4526	3995	3702	4479	5521	4071	5118	4065	2802	4072	3336
gene-SYNPCC7002_RS00820	NC_010475.1	170514	171947	+	1434	4045	3083	2509	2579	6136	5628	5062	4549	7469	9426	7085	8465	7670	5036	6688	5683
gene-SYNPCC7002_RS00825	NC_010475.1	172027	173013	-	987	1400	1230	843	875	2228	1829	1550	1485	2016	2796	1983	2273	2082	1349	1877	1657
gene-SYNPCC7002_RS00830	NC_010475.1	173166	173519	+	354	19546	16094	14981	15318	30662	23583	24361	19928	44317	51358	35866	34984	38747	29485	43147	31613
gene-SYNPCC7002_RS00835	NC_010475.1	173717	175018	-	1302	7092	6011	8027	6696	19097	14126	12475	13582	16674	21951	14921	23728	11903	10620	13480	8708
gene-SYNPCC7002_RS00840	NC_010475.1	175339	176679	+	1341	830	515	494	476	2323	2111	1770	1473	1752	2599	1718	2015	1682	1139	1396	1062
gene-SYNPCC7002_RS00845	NC_010475.1	176689	178056	-	1368	986	798	812	751	1160	1081	909	798	687	1059	604	1025	783	536	620	512
gene-SYNPCC7002_RS00850	NC_010475.1	178297	179232	+	936	83154	69943	54959	61564	2063	1918	1558	1345	3252	4633	3533	4152	3659	2289	3019	2702
gene-SYNPCC7002_RS00855	NC_010475.1	179360	181210	+	1851	81687	72650	55638	66587	2131	1772	1605	1444	3512	5374	2951	3988	3248	2432	3216	2548
gene-SYNPCC7002_RS00860	NC_010475.1	181266	182762	+	1497	48536	45366	36489	42926	1375	1106	1093	1087	2553	3747	1934	2642	2352	1605	2441	1686
gene-SYNPCC7002_RS00865	NC_010475.1	182822	184105	+	1284	42817	38118	30492	33717	1262	1026	871	841	2116	2981	1945	2523	2309	1464	2045	1722
gene-SYNPCC7002_RS00870	NC_010475.1	184149	184550	+	402	15549	14221	12396	12987	556	378	407	360	795	1060	789	843	931	535	700	674
gene-SYNPCC7002_RS00875	NC_010475.1	184632	185405	-	774	859	731	677	647	2418	1820	1799	1566	2870	3997	2549	2782	2843	2080	3067	2494
gene-SYNPCC7002_RS00880	NC_010475.1	185482	186630	-	1149	1886	1346	1082	1140	3285	3132	2835	2349	4871	6144	4456	4856	5202	3332	4188	3649
gene-SYNPCC7002_RS00885	NC_010475.1	186735	189380	-	2646	924	782	717	751	1871	1629	1373	1416	2070	2748	1563	1729	1967	1332	1892	1439
gene-SYNPCC7002_RS00890	NC_010475.1	189484	189744	-	261	119	115	99	118	253	173	153	174	241	361	239	292	248	170	219	171
gene-SYNPCC7002_RS00895	NC_010475.1	189954	190148	+	195	1903	1705	2270	2321	927	779	682	627	636	937	485	501	503	394	631	447
gene-SYNPCC7002_RS00900	NC_010475.1	190266	190742	-	477	2749	2198	1893	2179	4782	3799	3679	3540	6338	8035	5293	6733	5814	4345	6291	4403
gene-SYNPCC7002_RS00905	NC_010475.1	190898	192481	+	1584	758	724	702	617	584	498	491	457	460	822	435	555	505	348	476	351
gene-SYNPCC7002_RS00910	NC_010475.1	192526	192598	-	73	0	0	2	2	0	0	2	0	4	6	6	4	0	0	4	0
gene-SYNPCC7002_RS00915	NC_010475.1	192659	193855	-	1197	1027	878	808	788	2080	1899	1574	1482	2156	2930	1712	2248	2039	1365	1914	1444
gene-SYNPCC7002_RS00920	NC_010475.1	194043	194387	-	345	3495	2900	3904	3413	3743	3453	3071	2611	703	952	1027	1304	991	563	780	770
gene-SYNPCC7002_RS00925	NC_010475.1	195013	195150	-	138	3454	4403	4327	4399	16175	11716	11941	9053	3760	4847	3279	4088	3489	3001	4657	2654
gene-SYNPCC7002_RS00930	NC_010475.1	195386	196330	-	945	6477	5550	6290	5820	11766	9470	8544	8545	8283	11106	7281	9281	7246	5592	7258	5696
gene-SYNPCC7002_RS00935	NC_010475.1	196692	197808	+	1117	1075	941	770	792	2401	2014	1791	1473	2032	2765	1790	2025	2112	1340	1927	1580
gene-SYNPCC7002_RS00940	NC_010475.1	197858	199324	+	1467	1346	1119	975	969	2212	1726	1618	1635	2154	2960	1710	2080	1963	1388	2011	1466
gene-SYNPCC7002_RS00945	NC_010475.1	199382	200866	+	1485	985	835	760	643	1675	1513	1301	1096	1547	1862	1384	1937	1537	928	1320	1133
gene-SYNPCC7002_RS00950	NC_010475.1	200876	202201	-	1326	1687	1341	1604	1651	901	740	706	647	1172	1609	847	1035	1026	710	971	908
gene-SYNPCC7002_RS00955	NC_010475.1	202330	202908	-	579	477	312	525	431	465	398	306	339	271	389	356	430	333	181	257	258
gene-SYNPCC7002_RS00960	NC_010475.1	203001	204710	-	1710	1401	955	869	793	1262	1071	929	959	1799	2586	1518	2303	1577	1207	1496	1235
gene-SYNPCC7002_RS00965	NC_010475.1	204923	205969	+	1047	283	190	173	156	280	286	188	181	245	366	218	353	281	139	199	217
gene-SYNPCC7002_RS00970	NC_010475.1	206263	206754	+	492	410	303	508	364	351	331	291	232	302	362	253	265	273	160	253	175
gene-SYNPCC7002_RS00975	NC_010475.1	206812	208416	+	1605	850	642	814	690	846	711	623	584	539	734	489	528	440	230	390	312
gene-SYNPCC7002_RS00980	NC_010475.1	208477	209193	+	717	691	410	508	349	640	601	574	432	337	540	348	447	397	215	257	317
gene-SYNPCC7002_RS00985	NC_010475.1	209193	209759	+	567	440	380	469	424	550	491	427	377	317	398	299	369	344	165	290	250
gene-SYNPCC7002_RS00990	NC_010475.1	209765	210409	+	645	455	382	502	530	547	431	400	412	338	493	343	374	294	234	326	251
gene-SYNPCC7002_RS00995	NC_010475.1	210491	211915	+	1425	1247	1137	1310	980	1528	1148	1105	955	957	1116	843	1040	883	564	772	715
gene-SYNPCC7002_RS01000	NC_010475.1	211915	212346	+	432	186	192	284	186	251	165	168	166	128	215	135	187	182	110	127	123
gene-SYNPCC7002_RS01005	NC_010475.1	212334	212675	+	342	148	82	171	137	132	102	112	124	126	132	69	132	70	49	103	86
gene-SYNPCC7002_RS01010	NC_010475.1	212718	213500	+	783	345	321	445	285	411	334	312	273	294	386	299	283	288	198	255	275
gene-SYNPCC7002_RS01015	NC_010475.1	213508	215802	+	2295	199	149	220	162	329	250	265	190	271	347	235	254	251	139	227	207
gene-SYNPCC7002_RS01020	NC_010475.1	215936	216175	+	240	161	112	108	105	147	143	99	111	105	123	110	155	89	52	98	77
gene-SYNPCC7002_RS01025	NC_010475.1	216179	217264	+	1086	699	381	602	498	783	636	616	550	501	704	416	557	470	337	400	325
gene-SYNPCC7002_RS01030	NC_010475.1	217301	217693	-	393	526	405	345	367	1141	841	796	908	835	1168	717	899	710	541	770	545
gene-SYNPCC7002_RS01035	NC_010475.1	217709	218056	-	348	880	679	582	652	1676	1365	1344	1091	1216	1689	1079	1311	1213	738	1249	817
gene-SYNPCC7002_RS01040	NC_010475.1	218123	218578	+	456	68	36	65	54	133	98	76	73	97	140	92	97	118	58	101	56
gene-SYNPCC7002_RS01045	NC_010475.1	218881	219849	+	969	6727	5480	5146	5882	5826	4915	4276	4304	10531	13433	8833	9430	10222	6779	9452	8045
gene-SYNPCC7002_RS16540	NC_010475.1	220212	220688	-	477	508	447	496	471	338	286	256	255	256	316	249	311	279	158	243	228
gene-SYNPCC7002_RS01055	NC_010475.1	220861	221964	+	1104	10825	9933	10096	10339	6958	5151	5188	5116	9875	12461	8005	10800	7765	6033	8589	6396
gene-SYNPCC7002_RS01060	NC_010475.1	222176	223498	+	1323	19525	17245	18836	18939	30853	23863	22255	22314	12405	16908	10843	15476	12981	9066	12060	9872
gene-SYNPCC7002_RS01065	NC_010475.1	223707	226757	+	3051	2902	2261	2714	2494	2285	1744	1589	1715	4090	5175	3091	3112	3897	2577	3816	3018
gene-SYNPCC7002_RS01070	NC_010475.1	226834	227493	-	660	2525	2001	1769	1814	4164	3853	3391	2701	2889	3536	2767	4294	3358	2008	2598	2299
gene-SYNPCC7002_RS01075	NC_010475.1	227648	228634	+	987	3414	2773	1909	2023	5269	4938	3959	3312	3633	4338	3717	4675	4427	2471	3088	3421
gene-SYNPCC7002_RS01080	NC_010475.1	228807	229748	+	942	1821	1573	1548	1683	3928	2988	2784	2733	3126	4076	2512	3008	3090	2166	2995	2361
gene-SYNPCC7002_RS01085	NC_010475.1	229891	230616	+	726	896	643	819	739	1102	858	631	755	836	1042	764	998	792	525	740	613
gene-SYNPCC7002_RS01090	NC_010475.1	230673	231209	+	537	400	355	395	281	868	742	628	569	698	899	854	791	805	419	604	598
gene-SYNPCC7002_RS01095	NC_010475.1	231257	231988	+	732	182	153	138	129	524	352	339	300	331	423	313	399	302	199	309	256
gene-SYNPCC7002_RS01100	NC_010475.1	232392	233810	+	1419	11536	9552	9219	9322	9072	7669	6684	6035	7743	10165	8156	11985	7373	5378	7174	5753
gene-SYNPCC7002_RS01105	NC_010475.1	233957	235273	+	1317	866	814	748	756	1230	975	877	828	787	1040	801	1050	857	537	848	662
gene-SYNPCC7002_RS01110	NC_010475.1	235304	235385	-	82	52	11	25	18	63	67	44	49	41	66	63	48	37	19	40	46
gene-SYNPCC7002_RS16350	NC_010475.1	235364	236230	-	867	3741	3384	2904	2892	10829	8213	7781	8044	5718	7955	4869	6295	6033	3949	5432	4168
gene-SYNPCC7002_RS01120	NC_010475.1	236255	236686	-	432	1795	1377	1117	1095	4351	4204	3210	2891	2384	3231	2609	3440	3117	1640	2083	2143
gene-SYNPCC7002_RS01125	NC_010475.1	236748	237101	-	354	3957	3994	3881	4019	8825	6929	6353	6365	4035	5339	3500	4651	4144	2582	3701	3006
gene-SYNPCC7002_RS01130	NC_010475.1	237151	239079	-	1929	2474	2199	1783	1916	3126	3036	2664	2168	2003	2538	1570	2330	1916	1209	1607	1277
gene-SYNPCC7002_RS01135	NC_010475.1	239337	239684	+	348	2300	2475	1679	2215	4720	3399	3167	3165	3553	4629	3129	3347	3425	2175	3513	2676
gene-SYNPCC7002_RS01140	NC_010475.1	239750	240772	+	1023	4430	4735	3365	4177	9605	7324	6436	6238	6876	9038	6134	7030	7224	4766	6121	5227
gene-SYNPCC7002_RS01145	NC_010475.1	240876	241121	+	246	2274	1837	1879	1987	6224	4191	4204	3798	5510	7234	4539	4097	5253	3832	6004	4534
gene-SYNPCC7002_RS16355	NC_010475.1	241168	241299	+	132	425	273	242	247	916	869	695	616	848	1272	1042	1031	1069	621	903	928
gene-SYNPCC7002_RS16360	NC_010475.1	241309	241428	+	120	6108	4869	4806	4928	15895	11771	11647	9364	16111	19383	13595	13708	15159	10779	15811	12347
gene-SYNPCC7002_RS01150	NC_010475.1	241484	241603	+	120	1961	1334	1174	1209	3597	3962	2940	2277	4353	4934	5440	6661	5951	2358	3429	4115
gene-SYNPCC7002_RS01155	NC_010475.1	241731	243554	+	1824	875	880	727	803	1147	1014	973	853	959	1425	957	1212	1024	765	1098	913
gene-SYNPCC7002_RS01160	NC_010475.1	243652	244887	+	1236	1051	834	887	799	1837	1345	1373	1205	1931	2524	1714	1992	1869	1408	1657	1536
gene-SYNPCC7002_RS01165	NC_010475.1	245026	246246	+	1221	1196	1308	1462	1229	1797	1358	1288	1130	1470	2228	1772	1746	1682	1087	1610	1659
gene-SYNPCC7002_RS01170	NC_010475.1	246234	248105	-	1872	526	465	527	502	893	704	584	660	697	844	575	750	702	487	606	491
gene-SYNPCC7002_RS17040	NC_010475.1	248238	249278	-	1041	9712	8569	9849	9599	8857	6427	6344	6565	9229	9690	6898	9103	6945	5855	7360	5066
gene-SYNPCC7002_RS01185	NC_010475.1	249328	250845	+	1518	791	664	704	618	1662	1422	1367	1052	1627	1992	1331	1603	1590	930	1341	1116
gene-SYNPCC7002_RS01190	NC_010475.1	250883	251806	+	924	707	626	556	631	1200	830	894	849	922	1359	749	1027	907	752	878	727
gene-SYNPCC7002_RS01195	NC_010475.1	251880	251952	+	73	16	4	8	10	0	8	4	6	2	2	10	0	10	6	12	6
gene-SYNPCC7002_RS01200	NC_010475.1	252228	252827	+	600	27587	27397	26446	30246	66397	46868	47040	49716	52483	63927	41769	51784	47396	39185	52501	35513
gene-SYNPCC7002_RS16055	NC_010475.1	252932	254644	-	1713	683	633	553	555	1371	1050	850	820	668	892	516	739	585	370	623	591
gene-SYNPCC7002_RS01210	NC_010475.1	254692	255153	-	462	1473	1665	1885	1612	6362	4151	3765	4212	699	1043	799	1250	821	536	703	607
gene-SYNPCC7002_RS01215	NC_010475.1	255599	258358	+	2760	1452	1011	1233	1258	2169	1805	1576	1546	1771	2181	1392	2022	1586	1046	1482	1183
gene-SYNPCC7002_RS01220	NC_010475.1	258454	260628	+	2175	37481	32761	18604	21705	60016	46587	43901	41615	122309	166226	117814	165187	97779	78968	103696	76294
gene-SYNPCC7002_RS01225	NC_010475.1	260726	261685	-	960	1788	1419	1353	1415	3512	2683	2596	2240	2571	3200	2356	2793	2632	1670	2345	1949
gene-SYNPCC7002_RS01230	NC_010475.1	261859	262227	-	369	1072	1075	1132	1306	1450	1119	1106	992	1091	1496	1023	1025	1064	742	1122	755
gene-SYNPCC7002_RS01235	NC_010475.1	262478	263353	+	876	205	223	186	144	184	166	128	136	154	226	194	151	225	124	163	149
gene-SYNPCC7002_RS01240	NC_010475.1	263501	266002	-	2502	3701	2690	2686	2769	2880	2622	2298	2078	1621	2199	1428	1970	1535	936	1156	1074
gene-SYNPCC7002_RS01245	NC_010475.1	266300	266629	-	330	907	833	1006	859	1121	869	775	784	726	884	818	1190	825	529	764	609
gene-SYNPCC7002_RS01250	NC_010475.1	266740	267315	-	576	895	897	1099	1014	1187	841	788	942	705	853	567	682	611	526	596	500
gene-SYNPCC7002_RS01255	NC_010475.1	267370	267442	-	73	5	4	0	6	4	8	3	5	4	3	8	9	1	2	2	4
gene-SYNPCC7002_RS01260	NC_010475.1	267454	268173	-	720	1334	1272	1416	1432	2130	1450	1316	1578	1301	1606	1251	1502	1249	980	1380	1015
gene-SYNPCC7002_RS01265	NC_010475.1	268280	269047	+	768	389	373	460	425	347	265	272	249	385	444	326	437	336	227	351	284
gene-SYNPCC7002_RS01270	NC_010475.1	269123	270559	+	1437	814	667	723	713	751	612	564	458	775	1125	630	870	746	451	751	566
gene-SYNPCC7002_RS01275	NC_010475.1	270556	271011	-	456	48	59	23	45	112	142	84	94	82	103	81	118	83	58	75	56
gene-SYNPCC7002_RS16920	NC_010475.1	271033	271218	-	186	61	82	60	87	169	177	114	133	116	178	107	146	120	88	122	77
gene-SYNPCC7002_RS01280	NC_010475.1	271291	272310	-	1020	691	682	601	735	959	683	669	730	1029	1167	770	763	906	594	720	725
gene-SYNPCC7002_RS01285	NC_010475.1	272425	273759	-	1335	897	718	648	678	1810	1440	1320	1249	1634	2237	1401	1641	1496	1026	1403	1144
gene-SYNPCC7002_RS01290	NC_010475.1	273763	274731	-	969	406	258	190	183	1207	989	904	815	1592	2064	1368	1695	1532	996	1492	1214
gene-SYNPCC7002_RS01295	NC_010475.1	274979	275680	+	702	708	675	613	616	4246	3152	3014	2753	2335	2721	2069	2315	2479	1748	2243	1925
gene-SYNPCC7002_RS01305	NC_010475.1	276911	277492	+	582	9095	8341	9679	10985	9246	7367	6728	6661	7481	9608	6937	6933	6912	4201	5973	5495
gene-SYNPCC7002_RS01310	NC_010475.1	277654	278442	-	789	210	203	218	213	185	117	122	144	97	122	93	91	115	74	64	71
gene-SYNPCC7002_RS16925	NC_010475.1	278528	278692	+	165	1936	2122	2780	3081	877	616	679	541	507	516	303	204	315	257	421	264
gene-SYNPCC7002_RS01315	NC_010475.1	278860	280023	-	1164	12382	10707	9742	9692	22107	19321	17746	16296	23727	28315	20086	23630	22218	15049	20307	17040
gene-SYNPCC7002_RS01320	NC_010475.1	280486	280662	-	177	6411	5922	6059	6130	2226	1695	1580	1273	2111	2852	1995	1767	2280	1460	2051	1916
gene-SYNPCC7002_RS01325	NC_010475.1	281010	281846	+	837	1069	767	666	592	797	794	761	614	1451	1528	1193	1447	1513	952	1169	1161
gene-SYNPCC7002_RS01330	NC_010475.1	282029	282865	+	837	28835	25643	17374	21456	34771	26581	25729	24843	59719	73965	49165	46262	60309	41721	59820	47085
gene-SYNPCC7002_RS01335	NC_010475.1	283101	284297	-	1197	9615	8507	9192	8735	9644	7930	7094	6904	4873	6356	4297	7633	4019	3196	4098	3344
gene-SYNPCC7002_RS01340	NC_010475.1	284712	286823	+	2112	2052	1389	861	889	6077	4975	4664	4106	12129	18517	12902	22143	8797	7685	9824	6585
gene-SYNPCC7002_RS01345	NC_010475.1	287022	287276	-	255	21488	20234	22848	21525	34685	26048	25263	24262	30535	39625	28904	29429	30956	20612	30660	26345
gene-SYNPCC7002_RS01350	NC_010475.1	287652	289022	+	1371	1110	858	758	722	2240	1999	1777	1507	1760	2402	1571	2034	1714	1011	1453	1171
gene-SYNPCC7002_RS01355	NC_010475.1	289059	290618	+	1560	2432	2027	1895	1995	3341	2709	2462	2509	3143	4034	2717	3215	2950	2039	2745	2223
gene-SYNPCC7002_RS01360	NC_010475.1	290729	292222	+	1494	1227	1068	1079	1018	2148	1695	1613	1417	2192	2732	1758	2071	2093	1405	2053	1570
gene-SYNPCC7002_RS01365	NC_010475.1	292219	293169	-	951	816	641	656	624	1319	1160	943	875	739	1007	827	983	792	490	766	683
gene-SYNPCC7002_RS01370	NC_010475.1	293201	293401	-	201	718	679	753	636	1449	946	911	796	1004	1065	761	936	858	753	902	733
gene-SYNPCC7002_RS01375	NC_010475.1	293455	293658	-	204	136	109	83	117	286	211	193	197	296	345	234	307	280	195	231	212
gene-SYNPCC7002_RS01380	NC_010475.1	293660	294727	-	1068	1039	981	875	797	2487	1617	1676	1626	2319	3044	1926	2227	2440	1696	2059	1627
gene-SYNPCC7002_RS01385	NC_010475.1	294872	295528	+	657	436	407	387	396	1378	940	755	858	927	1266	810	873	970	546	865	769
gene-SYNPCC7002_RS01390	NC_010475.1	295529	296206	+	678	507	441	477	390	1259	930	830	905	1045	1386	954	958	1003	651	982	717
gene-SYNPCC7002_RS01395	NC_010475.1	296264	296530	-	267	1198	1085	1153	1112	3104	2201	2073	1887	1370	1791	1202	1302	1368	953	1333	1074
gene-SYNPCC7002_RS01400	NC_010475.1	296736	298775	+	2040	1373	1086	965	1038	2184	2044	1769	1645	3221	4201	2890	3801	3140	1903	2802	2479
gene-SYNPCC7002_RS01405	NC_010475.1	298818	299396	-	579	2945	3459	5248	4947	856	708	824	616	735	888	569	542	645	417	741	498
gene-SYNPCC7002_RS01410	NC_010475.1	299661	299936	-	276	8170	7965	8803	9981	16880	13572	13460	11389	8984	11612	8256	7790	8554	5932	9837	6903
gene-SYNPCC7002_RS01415	NC_010475.1	300041	301348	-	1308	19090	19172	18910	20669	45606	36117	33538	33534	27514	34753	22074	26120	25584	18604	25021	19347
gene-SYNPCC7002_RS01420	NC_010475.1	301535	303085	-	1551	3171	2356	2924	2212	7371	5902	4928	5040	5712	7585	5679	6338	5130	3373	4988	4086
gene-SYNPCC7002_RS01425	NC_010475.1	303268	303582	-	315	2674	2570	2984	2700	3155	2095	1934	2022	2409	3295	2214	2449	2209	1517	2330	1632
gene-SYNPCC7002_RS01430	NC_010475.1	303649	304548	-	900	1207	1256	1434	1458	1611	1070	1042	1010	1436	1900	1215	1272	1337	901	1357	1023
gene-SYNPCC7002_RS01435	NC_010475.1	304710	306491	-	1782	834	801	523	532	1798	1601	1362	1261	1817	2726	1739	2374	1898	1182	1640	1363
gene-SYNPCC7002_RS01440	NC_010475.1	306552	309254	-	2703	1288	946	1139	923	1852	1438	1319	1355	1618	2322	1338	1935	1506	1050	1493	1078
gene-SYNPCC7002_RS01445	NC_010475.1	309251	310429	-	1179	2059	1661	1859	1744	4271	3020	2757	2920	3879	5050	3105	3545	3490	2507	3277	2652
gene-SYNPCC7002_RS01450	NC_010475.1	310457	310783	-	327	1666	1244	1436	1403	2675	2222	1881	1865	2671	3336	2335	2766	2544	1824	2473	2051
gene-SYNPCC7002_RS01455	NC_010475.1	310998	311801	-	804	7000	6634	6317	6523	11532	8934	8364	8024	7474	9628	6795	9108	7900	5742	7319	5750
gene-SYNPCC7002_RS01460	NC_010475.1	312347	313519	+	1173	768	708	934	809	733	569	491	545	523	584	433	541	442	301	471	355
gene-SYNPCC7002_RS01465	NC_010475.1	313609	314862	+	1254	5501	4965	4776	5196	10571	8695	8026	8275	8320	11392	6798	9131	7350	5423	7332	5271
gene-SYNPCC7002_RS01470	NC_010475.1	314936	315595	-	660	2039	1577	1619	1493	3666	2807	2527	2082	2665	3582	2526	3285	2840	1847	2866	2205
gene-SYNPCC7002_RS16370	NC_010475.1	315614	315784	-	171	1492	1191	1218	1070	2084	1767	1472	1262	1705	2176	1630	2185	1964	1216	1824	1467
gene-SYNPCC7002_RS01475	NC_010475.1	315839	316504	-	666	1112	986	1141	1074	1521	1166	1124	1093	1156	1577	997	1398	1128	774	1118	841
gene-SYNPCC7002_RS01480	NC_010475.1	316587	317168	+	582	969	882	955	771	2060	1522	1489	1479	1085	1457	1030	1221	1103	731	1156	800
gene-SYNPCC7002_RS01485	NC_010475.1	317184	318857	-	1674	461	322	315	342	786	680	662	562	1056	1372	864	930	903	600	910	666
gene-SYNPCC7002_RS01490	NC_010475.1	319181	319672	-	492	59	49	48	49	1494	883	808	1003	63	93	81	76	58	38	82	84
gene-SYNPCC7002_RS01495	NC_010475.1	319867	320688	-	822	139	72	74	97	1350	1158	916	1081	84	143	103	115	99	66	87	91
gene-SYNPCC7002_RS01500	NC_010475.1	320739	321059	-	321	251	199	243	225	1095	824	674	752	57	151	103	128	134	61	104	66
gene-SYNPCC7002_RS01505	NC_010475.1	321501	321980	-	480	1474	1197	990	1183	3036	2794	2527	2031	4151	5348	3631	3978	4289	3078	4361	3475
gene-SYNPCC7002_RS01510	NC_010475.1	322106	322657	-	552	281	220	234	235	1000	756	653	716	995	1595	946	931	967	732	1108	784
gene-SYNPCC7002_RS01515	NC_010475.1	322663	323025	-	363	432	366	325	345	1608	1234	1015	1128	1529	2289	1505	1543	1681	1107	1586	1212
gene-SYNPCC7002_RS01520	NC_010475.1	323018	323755	-	738	311	232	159	180	1569	1340	1120	1028	1355	2142	1416	1674	1538	1029	1467	1142
gene-SYNPCC7002_RS01525	NC_010475.1	323974	325062	+	1089	4055	3295	2977	2965	6139	5324	5010	4540	6515	9195	5510	6542	6448	4648	5938	4610
gene-SYNPCC7002_RS01530	NC_010475.1	325093	325707	+	615	824	682	580	557	1513	1575	1442	1193	1907	2754	1639	2012	1913	1247	1539	1282
gene-SYNPCC7002_RS01535	NC_010475.1	325764	326270	+	507	476	335	285	288	979	812	723	720	885	1288	949	995	1025	591	934	771
gene-SYNPCC7002_RS01540	NC_010475.1	326325	326711	-	387	4854	3938	5326	4494	3592	2705	2696	2607	1642	2223	1493	2008	1340	1003	1405	1260
gene-SYNPCC7002_RS01545	NC_010475.1	326934	328067	+	1134	408	426	397	407	787	595	631	561	616	966	613	758	661	460	570	508
gene-SYNPCC7002_RS01550	NC_010475.1	328141	329286	+	1146	643	445	443	415	967	884	796	714	935	1476	801	1062	971	630	898	635
gene-SYNPCC7002_RS01555	NC_010475.1	329268	329981	-	714	1621	1477	1507	1410	2054	1645	1511	1593	1977	2317	1601	1956	1869	1338	1653	1168
gene-SYNPCC7002_RS01560	NC_010475.1	329906	330442	-	537	758	657	653	650	1101	846	716	617	895	1217	798	808	869	639	842	675
gene-SYNPCC7002_RS01565	NC_010475.1	330570	331322	+	753	1581	1309	1313	1408	2218	1746	1653	1482	2976	4344	2562	2889	2773	2041	2840	2255
gene-SYNPCC7002_RS01570	NC_010475.1	331497	333668	+	2172	6595	4976	4255	3928	10927	9403	8585	7842	13407	18810	12128	15584	12694	8643	11343	9502
gene-SYNPCC7002_RS01575	NC_010475.1	333714	334541	+	828	795	561	453	500	1506	1326	1340	1120	1938	2738	1673	2166	1700	1241	1549	1277
gene-SYNPCC7002_RS01580	NC_010475.1	334654	335289	-	636	5334	4169	3118	3572	6332	5076	4496	4182	6951	9080	6740	7746	8184	5267	7223	6199
gene-SYNPCC7002_RS01585	NC_010475.1	335636	336013	+	378	8864	8101	7117	7698	19836	15695	14624	13226	23489	30128	20252	18936	24509	15795	23205	18903
gene-SYNPCC7002_RS01590	NC_010475.1	336122	337591	-	1470	3101	2624	2297	2467	5558	4545	4233	3729	4706	5832	4130	4626	4775	3144	4439	3402
gene-SYNPCC7002_RS01595	NC_010475.1	337641	338330	-	690	9282	8468	6859	8251	16180	12488	11828	11179	12321	16528	11992	11814	13377	9222	13048	10589
gene-SYNPCC7002_RS01600	NC_010475.1	338451	339512	-	1062	599	496	480	521	535	501	428	436	587	774	505	644	555	362	490	431
gene-SYNPCC7002_RS01605	NC_010475.1	339770	340954	+	1185	5312	4180	4694	3676	7586	5981	5625	4898	6281	8128	5633	8180	5783	4598	5674	4553
gene-SYNPCC7002_RS01610	NC_010475.1	341043	342608	-	1566	8079	7261	7082	7294	12119	9476	9054	8854	8707	11120	7371	9851	8334	5982	8085	6357
