Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product
gene-SYNPCC7002_RS00660	NC_010475.1	132167	133045	+	protein-coding	SYNPCC7002_RS00660	SYNPCC7002_RS00660	SYNPCC7002_A0133	sugar ABC transporter permease
gene-SYNPCC7002_RS00665	NC_010475.1	133052	134653	-	protein-coding	murJ	SYNPCC7002_RS00665	SYNPCC7002_A0134	murein biosynthesis integral membrane protein MurJ
gene-SYNPCC7002_RS00670	NC_010475.1	134875	135063	+	protein-coding	psbZ	SYNPCC7002_RS00670	SYNPCC7002_A0135	photosystem II reaction center protein PsbZ
gene-SYNPCC7002_RS00675	NC_010475.1	135206	135682	+	protein-coding	ribH	SYNPCC7002_RS00675	SYNPCC7002_A0136	6,7-dimethyl-8-ribityllumazine synthase
gene-SYNPCC7002_RS00680	NC_010475.1	135782	135853	+	tRNA	SYNPCC7002_RS00680	SYNPCC7002_RS00680	SYNPCC7002_A0137	tRNA-Gly
gene-SYNPCC7002_RS00685	NC_010475.1	136055	138442	+	protein-coding	SYNPCC7002_RS00685	SYNPCC7002_RS00685	SYNPCC7002_A0138	PBP1A family penicillin-binding protein
gene-SYNPCC7002_RS00690	NC_010475.1	138439	139122	-	protein-coding	SYNPCC7002_RS00690	SYNPCC7002_RS00690	SYNPCC7002_A0139	response regulator transcription factor
gene-SYNPCC7002_RS00695	NC_010475.1	139328	139741	-	protein-coding	SYNPCC7002_RS00695	SYNPCC7002_RS00695	SYNPCC7002_A0140	DUF4278 domain-containing protein
gene-SYNPCC7002_RS00700	NC_010475.1	139947	142412	-	protein-coding	SYNPCC7002_RS00700	SYNPCC7002_RS00700	SYNPCC7002_A0141	ATP-dependent Clp protease ATP-binding subunit
gene-SYNPCC7002_RS00705	NC_010475.1	142542	142913	-	protein-coding	SYNPCC7002_RS00705	SYNPCC7002_RS00705	SYNPCC7002_A0142	DUF565 domain-containing protein
gene-SYNPCC7002_RS00710	NC_010475.1	142940	143542	-	protein-coding	SYNPCC7002_RS00710	SYNPCC7002_RS00710	SYNPCC7002_A0143	DUF3611 family protein
gene-SYNPCC7002_RS00715	NC_010475.1	143821	145422	+	protein-coding	SYNPCC7002_RS00715	SYNPCC7002_RS00715	SYNPCC7002_A0144	GTP-binding protein
gene-SYNPCC7002_RS00720	NC_010475.1	145445	146026	+	protein-coding	SYNPCC7002_RS00720	SYNPCC7002_RS00720	SYNPCC7002_A0145	hypothetical protein
gene-SYNPCC7002_RS00725	NC_010475.1	146083	147843	+	protein-coding	SYNPCC7002_RS00725	SYNPCC7002_RS00725	SYNPCC7002_A0146	fibronectin-binding domain-containing protein
gene-SYNPCC7002_RS00730	NC_010475.1	148056	149723	+	protein-coding	groL	SYNPCC7002_RS00730	SYNPCC7002_A0147	chaperonin GroEL
gene-SYNPCC7002_RS16040	NC_010475.1	149816	153046	-	protein-coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	SYNPCC7002_A0148	PAS domain-containing protein
gene-SYNPCC7002_RS00740	NC_010475.1	153399	154799	-	protein-coding	SYNPCC7002_RS00740	SYNPCC7002_RS00740	SYNPCC7002_A0149	glycosyltransferase family 4 protein
gene-SYNPCC7002_RS00745	NC_010475.1	154890	156641	-	protein-coding	SYNPCC7002_RS00745	SYNPCC7002_RS00745	SYNPCC7002_A0150	5'-nucleotidase C-terminal domain-containing protein
gene-SYNPCC7002_RS00750	NC_010475.1	156915	158534	-	protein-coding	SYNPCC7002_RS00750	SYNPCC7002_RS00750	SYNPCC7002_A0151	mechanosensitive ion channel
gene-SYNPCC7002_RS00755	NC_010475.1	158726	159169	+	protein-coding	SYNPCC7002_RS00755	SYNPCC7002_RS00755	SYNPCC7002_A0152	SRPBCC family protein
gene-SYNPCC7002_RS00760	NC_010475.1	159222	159494	+	protein-coding	SYNPCC7002_RS00760	SYNPCC7002_RS00760	SYNPCC7002_A0153	hypothetical protein
gene-SYNPCC7002_RS00765	NC_010475.1	159599	160267	+	protein-coding	SYNPCC7002_RS00765	SYNPCC7002_RS00765	SYNPCC7002_A0154	energy-coupling factor ABC transporter ATP-binding protein
gene-SYNPCC7002_RS00770	NC_010475.1	160274	160702	+	protein-coding	dut	SYNPCC7002_RS00770	SYNPCC7002_A0155	dUTP diphosphatase
gene-SYNPCC7002_RS00775	NC_010475.1	160764	161612	+	protein-coding	SYNPCC7002_RS00775	SYNPCC7002_RS00775	SYNPCC7002_A0156	hypothetical protein
gene-SYNPCC7002_RS00780	NC_010475.1	161801	162883	-	protein-coding	psbA	SYNPCC7002_RS00780	SYNPCC7002_A0157	photosystem II q(b) protein
gene-SYNPCC7002_RS00785	NC_010475.1	163051	165204	-	protein-coding	SYNPCC7002_RS00785	SYNPCC7002_RS00785	SYNPCC7002_A0158	transglycosylase SLT domain-containing protein
gene-SYNPCC7002_RS00790	NC_010475.1	165337	166389	-	protein-coding	SYNPCC7002_RS00790	SYNPCC7002_RS00790	SYNPCC7002_A0159	fatty acid desaturase
gene-SYNPCC7002_RS00795	NC_010475.1	166576	167043	+	protein-coding	SYNPCC7002_RS00795	SYNPCC7002_RS00795	SYNPCC7002_A0160	hypothetical protein
gene-SYNPCC7002_RS00800	NC_010475.1	167146	167700	+	protein-coding	SYNPCC7002_RS00800	SYNPCC7002_RS00800	SYNPCC7002_A0161	COP23 domain-containing protein
gene-SYNPCC7002_RS00805	NC_010475.1	167725	168822	-	protein-coding	SYNPCC7002_RS00805	SYNPCC7002_RS00805	SYNPCC7002_A0162	ATP-dependent 6-phosphofructokinase
gene-SYNPCC7002_RS00810	NC_010475.1	169007	169735	-	protein-coding	SYNPCC7002_RS00810	SYNPCC7002_RS00810	SYNPCC7002_A0163	hypothetical protein
gene-SYNPCC7002_RS00815	NC_010475.1	169701	170243	-	protein-coding	SYNPCC7002_RS00815	SYNPCC7002_RS00815	SYNPCC7002_A0164	hypothetical protein
gene-SYNPCC7002_RS00820	NC_010475.1	170514	171947	+	protein-coding	SYNPCC7002_RS00820	SYNPCC7002_RS00820	SYNPCC7002_A0165	phosphoglucomutase/phosphomannomutase family protein
gene-SYNPCC7002_RS00825	NC_010475.1	172027	173013	-	protein-coding	SYNPCC7002_RS00825	SYNPCC7002_RS00825	SYNPCC7002_A0166	ABC transporter ATP-binding protein
gene-SYNPCC7002_RS00830	NC_010475.1	173166	173519	+	protein-coding	SYNPCC7002_RS00830	SYNPCC7002_RS00830	SYNPCC7002_A0167	c-type cytochrome
gene-SYNPCC7002_RS00835	NC_010475.1	173717	175018	-	protein-coding	SYNPCC7002_RS00835	SYNPCC7002_RS00835	SYNPCC7002_A0168	DUF4912 domain-containing protein
gene-SYNPCC7002_RS00840	NC_010475.1	175339	176679	+	protein-coding	aroA	SYNPCC7002_RS00840	SYNPCC7002_A0169	3-phosphoshikimate 1-carboxyvinyltransferase
gene-SYNPCC7002_RS00845	NC_010475.1	176689	178056	-	protein-coding	SYNPCC7002_RS00845	SYNPCC7002_RS00845	SYNPCC7002_A0170	cytochrome P450
gene-SYNPCC7002_RS00850	NC_010475.1	178297	179232	+	protein-coding	SYNPCC7002_RS00850	SYNPCC7002_RS00850	SYNPCC7002_A0171	LysR family transcriptional regulator
gene-SYNPCC7002_RS00855	NC_010475.1	179360	181210	+	protein-coding	SYNPCC7002_RS00855	SYNPCC7002_RS00855	SYNPCC7002_A0172	NAD(P)H-quinone oxidoreductase subunit F
gene-SYNPCC7002_RS00860	NC_010475.1	181266	182762	+	protein-coding	SYNPCC7002_RS00860	SYNPCC7002_RS00860	SYNPCC7002_A0173	NADH-quinone oxidoreductase subunit M
gene-SYNPCC7002_RS00865	NC_010475.1	182822	184105	+	protein-coding	SYNPCC7002_RS00865	SYNPCC7002_RS00865	SYNPCC7002_A0174	CO2 hydration protein
gene-SYNPCC7002_RS00870	NC_010475.1	184149	184550	+	protein-coding	SYNPCC7002_RS00870	SYNPCC7002_RS00870	SYNPCC7002_A0175	fasciclin domain-containing protein
gene-SYNPCC7002_RS00875	NC_010475.1	184632	185405	-	protein-coding	SYNPCC7002_RS00875	SYNPCC7002_RS00875	SYNPCC7002_A0176	thioredoxin domain-containing protein
gene-SYNPCC7002_RS00880	NC_010475.1	185482	186630	-	protein-coding	SYNPCC7002_RS00880	SYNPCC7002_RS00880	SYNPCC7002_A0177	alanine--glyoxylate aminotransferase family protein
gene-SYNPCC7002_RS00885	NC_010475.1	186735	189380	-	protein-coding	mutS	SYNPCC7002_RS00885	SYNPCC7002_A0178	DNA mismatch repair protein MutS
gene-SYNPCC7002_RS00890	NC_010475.1	189484	189744	-	protein-coding	SYNPCC7002_RS00890	SYNPCC7002_RS00890	SYNPCC7002_A0179	glutaredoxin family protein
gene-SYNPCC7002_RS00895	NC_010475.1	189954	190148	+	protein-coding	SYNPCC7002_RS00895	SYNPCC7002_RS00895	NA	hypothetical protein
gene-SYNPCC7002_RS00900	NC_010475.1	190266	190742	-	protein-coding	SYNPCC7002_RS00900	SYNPCC7002_RS00900	SYNPCC7002_A0180	hypothetical protein
gene-SYNPCC7002_RS00905	NC_010475.1	190898	192481	+	protein-coding	SYNPCC7002_RS00905	SYNPCC7002_RS00905	SYNPCC7002_A0181	S8 family serine peptidase
gene-SYNPCC7002_RS00910	NC_010475.1	192526	192598	-	tRNA	SYNPCC7002_RS00910	SYNPCC7002_RS00910	SYNPCC7002_A0182	tRNA-Thr
gene-SYNPCC7002_RS00915	NC_010475.1	192659	193855	-	protein-coding	SYNPCC7002_RS00915	SYNPCC7002_RS00915	SYNPCC7002_A0183	tetratricopeptide repeat protein
gene-SYNPCC7002_RS00920	NC_010475.1	194043	194387	-	protein-coding	SYNPCC7002_RS00920	SYNPCC7002_RS00920	SYNPCC7002_A0184	hypothetical protein
gene-SYNPCC7002_RS00925	NC_010475.1	195013	195150	-	protein-coding	SYNPCC7002_RS00925	SYNPCC7002_RS00925	SYNPCC7002_A0186	chlorophyll a/b-binding protein
gene-SYNPCC7002_RS00930	NC_010475.1	195386	196330	-	protein-coding	SYNPCC7002_RS00930	SYNPCC7002_RS00930	SYNPCC7002_A0187	PRC-barrel domain-containing protein
gene-SYNPCC7002_RS00935	NC_010475.1	196692	197808	+	protein-coding	prfB	SYNPCC7002_RS00935	SYNPCC7002_A0188	peptide chain release factor 2
gene-SYNPCC7002_RS00940	NC_010475.1	197858	199324	+	protein-coding	SYNPCC7002_RS00940	SYNPCC7002_RS00940	SYNPCC7002_A0189	hypothetical protein
gene-SYNPCC7002_RS00945	NC_010475.1	199382	200866	+	protein-coding	SYNPCC7002_RS00945	SYNPCC7002_RS00945	SYNPCC7002_A0190	hypothetical protein
gene-SYNPCC7002_RS00950	NC_010475.1	200876	202201	-	protein-coding	SYNPCC7002_RS00950	SYNPCC7002_RS00950	SYNPCC7002_A0191	PhoH family protein
gene-SYNPCC7002_RS00955	NC_010475.1	202330	202908	-	protein-coding	SYNPCC7002_RS00955	SYNPCC7002_RS00955	SYNPCC7002_A0192	Uma2 family endonuclease
gene-SYNPCC7002_RS00960	NC_010475.1	203001	204710	-	protein-coding	ureC	SYNPCC7002_RS00960	SYNPCC7002_A0193	urease subunit alpha
gene-SYNPCC7002_RS00965	NC_010475.1	204923	205969	+	protein-coding	hypE	SYNPCC7002_RS00965	SYNPCC7002_A0194	hydrogenase expression/formation protein HypE
gene-SYNPCC7002_RS00970	NC_010475.1	206263	206754	+	protein-coding	hoxE	SYNPCC7002_RS00970	SYNPCC7002_A0195	bidirectional hydrogenase complex protein HoxE
gene-SYNPCC7002_RS00975	NC_010475.1	206812	208416	+	protein-coding	nuoF	SYNPCC7002_RS00975	SYNPCC7002_A0196	NADH-quinone oxidoreductase subunit NuoF
gene-SYNPCC7002_RS00980	NC_010475.1	208477	209193	+	protein-coding	hoxU	SYNPCC7002_RS00980	SYNPCC7002_A0197	bidirectional hydrogenase complex protein HoxU
gene-SYNPCC7002_RS00985	NC_010475.1	209193	209759	+	protein-coding	SYNPCC7002_RS00985	SYNPCC7002_RS00985	SYNPCC7002_A0198	oxidoreductase
gene-SYNPCC7002_RS00990	NC_010475.1	209765	210409	+	protein-coding	SYNPCC7002_RS00990	SYNPCC7002_RS00990	SYNPCC7002_A0199	CBS domain-containing protein
gene-SYNPCC7002_RS00995	NC_010475.1	210491	211915	+	protein-coding	SYNPCC7002_RS00995	SYNPCC7002_RS00995	SYNPCC7002_A0200	Ni/Fe hydrogenase subunit alpha
gene-SYNPCC7002_RS01000	NC_010475.1	211915	212346	+	protein-coding	SYNPCC7002_RS01000	SYNPCC7002_RS01000	SYNPCC7002_A0201	hydrogenase maturation protease
gene-SYNPCC7002_RS01005	NC_010475.1	212334	212675	+	protein-coding	hypA	SYNPCC7002_RS01005	SYNPCC7002_A0202	hydrogenase maturation nickel metallochaperone HypA
gene-SYNPCC7002_RS01010	NC_010475.1	212718	213500	+	protein-coding	hypB	SYNPCC7002_RS01010	SYNPCC7002_A0203	hydrogenase nickel incorporation protein HypB
gene-SYNPCC7002_RS01015	NC_010475.1	213508	215802	+	protein-coding	hypF	SYNPCC7002_RS01015	SYNPCC7002_A0204	carbamoyltransferase HypF
gene-SYNPCC7002_RS01020	NC_010475.1	215936	216175	+	protein-coding	SYNPCC7002_RS01020	SYNPCC7002_RS01020	SYNPCC7002_A0205	HypC/HybG/HupF family hydrogenase formation chaperone
gene-SYNPCC7002_RS01025	NC_010475.1	216179	217264	+	protein-coding	hypD	SYNPCC7002_RS01025	SYNPCC7002_A0206	hydrogenase formation protein HypD
gene-SYNPCC7002_RS01030	NC_010475.1	217301	217693	-	protein-coding	SYNPCC7002_RS01030	SYNPCC7002_RS01030	SYNPCC7002_A0207	hypothetical protein
gene-SYNPCC7002_RS01035	NC_010475.1	217709	218056	-	protein-coding	SYNPCC7002_RS01035	SYNPCC7002_RS01035	SYNPCC7002_A0208	YtxH domain-containing protein
gene-SYNPCC7002_RS01040	NC_010475.1	218123	218578	+	protein-coding	dtd	SYNPCC7002_RS01040	SYNPCC7002_A0209	D-aminoacyl-tRNA deacylase
gene-SYNPCC7002_RS01045	NC_010475.1	218881	219849	+	protein-coding	SYNPCC7002_RS01045	SYNPCC7002_RS01045	SYNPCC7002_A0210	protochlorophyllide reductase
gene-SYNPCC7002_RS16540	NC_010475.1	220212	220688	-	protein-coding	SYNPCC7002_RS16540	SYNPCC7002_RS16540	SYNPCC7002_A0211	NERD domain-containing protein
gene-SYNPCC7002_RS01055	NC_010475.1	220861	221964	+	protein-coding	cax	SYNPCC7002_RS01055	SYNPCC7002_A0212	calcium/proton exchanger
gene-SYNPCC7002_RS01060	NC_010475.1	222176	223498	+	protein-coding	SYNPCC7002_RS01060	SYNPCC7002_RS01060	SYNPCC7002_A0213	S41 family peptidase
gene-SYNPCC7002_RS01065	NC_010475.1	223707	226757	+	protein-coding	SYNPCC7002_RS01065	SYNPCC7002_RS01065	SYNPCC7002_A0214	DUF3854 domain-containing protein
gene-SYNPCC7002_RS01070	NC_010475.1	226834	227493	-	protein-coding	msrA	SYNPCC7002_RS01070	SYNPCC7002_A0215	peptide-methionine (S)-S-oxide reductase MsrA
gene-SYNPCC7002_RS01075	NC_010475.1	227648	228634	+	protein-coding	SYNPCC7002_RS01075	SYNPCC7002_RS01075	SYNPCC7002_A0216	SDR family oxidoreductase
gene-SYNPCC7002_RS01080	NC_010475.1	228807	229748	+	protein-coding	SYNPCC7002_RS01080	SYNPCC7002_RS01080	SYNPCC7002_A0217	NAD(+) kinase
gene-SYNPCC7002_RS01085	NC_010475.1	229891	230616	+	protein-coding	SYNPCC7002_RS01085	SYNPCC7002_RS01085	SYNPCC7002_A0218	response regulator transcription factor
gene-SYNPCC7002_RS01090	NC_010475.1	230673	231209	+	protein-coding	SYNPCC7002_RS01090	SYNPCC7002_RS01090	SYNPCC7002_A0219	DUF192 domain-containing protein
gene-SYNPCC7002_RS01095	NC_010475.1	231257	231988	+	protein-coding	radC	SYNPCC7002_RS01095	SYNPCC7002_A0220	DNA repair protein RadC
gene-SYNPCC7002_RS01100	NC_010475.1	232392	233810	+	protein-coding	gnd	SYNPCC7002_RS01100	SYNPCC7002_A0221	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
gene-SYNPCC7002_RS01105	NC_010475.1	233957	235273	+	protein-coding	SYNPCC7002_RS01105	SYNPCC7002_RS01105	SYNPCC7002_A0222	TldD/PmbA family protein
gene-SYNPCC7002_RS01110	NC_010475.1	235304	235385	-	tRNA	SYNPCC7002_RS01110	SYNPCC7002_RS01110	SYNPCC7002_A0223	tRNA-Leu
gene-SYNPCC7002_RS16350	NC_010475.1	235364	236230	-	protein-coding	SYNPCC7002_RS16350	SYNPCC7002_RS16350	SYNPCC7002_A0224	M48 family metallopeptidase
gene-SYNPCC7002_RS01120	NC_010475.1	236255	236686	-	protein-coding	SYNPCC7002_RS01120	SYNPCC7002_RS01120	SYNPCC7002_A0225	hypothetical protein
gene-SYNPCC7002_RS01125	NC_010475.1	236748	237101	-	protein-coding	SYNPCC7002_RS01125	SYNPCC7002_RS01125	SYNPCC7002_A0226	iron-sulfur cluster assembly accessory protein
gene-SYNPCC7002_RS01130	NC_010475.1	237151	239079	-	protein-coding	SYNPCC7002_RS01130	SYNPCC7002_RS01130	SYNPCC7002_A0227	cation:proton antiporter
gene-SYNPCC7002_RS01135	NC_010475.1	239337	239684	+	protein-coding	SYNPCC7002_RS01135	SYNPCC7002_RS01135	SYNPCC7002_A0228	rubredoxin
gene-SYNPCC7002_RS01140	NC_010475.1	239750	240772	+	protein-coding	SYNPCC7002_RS01140	SYNPCC7002_RS01140	SYNPCC7002_A0229	photosynthesis system II assembly factor Ycf48
gene-SYNPCC7002_RS01145	NC_010475.1	240876	241121	+	protein-coding	psbE	SYNPCC7002_RS01145	SYNPCC7002_A0230	cytochrome b559 subunit alpha
gene-SYNPCC7002_RS16355	NC_010475.1	241168	241299	+	protein-coding	psbF	SYNPCC7002_RS16355	SYNPCC7002_A0231	cytochrome b559 subunit beta
gene-SYNPCC7002_RS16360	NC_010475.1	241309	241428	+	protein-coding	SYNPCC7002_RS16360	SYNPCC7002_RS16360	SYNPCC7002_A0232	photosystem II reaction center protein L
gene-SYNPCC7002_RS01150	NC_010475.1	241484	241603	+	protein-coding	SYNPCC7002_RS01150	SYNPCC7002_RS01150	SYNPCC7002_A0233	photosystem II reaction center protein J
gene-SYNPCC7002_RS01155	NC_010475.1	241731	243554	+	protein-coding	SYNPCC7002_RS01155	SYNPCC7002_RS01155	SYNPCC7002_A0234	alpha/beta hydrolase
gene-SYNPCC7002_RS01160	NC_010475.1	243652	244887	+	protein-coding	SYNPCC7002_RS01160	SYNPCC7002_RS01160	SYNPCC7002_A0235	valine--pyruvate transaminase
gene-SYNPCC7002_RS01165	NC_010475.1	245026	246246	+	protein-coding	SYNPCC7002_RS01165	SYNPCC7002_RS01165	SYNPCC7002_A0236	PD-(D/E)XK nuclease family protein
gene-SYNPCC7002_RS01170	NC_010475.1	246234	248105	-	protein-coding	uvrC	SYNPCC7002_RS01170	SYNPCC7002_A0237	excinuclease ABC subunit UvrC
gene-SYNPCC7002_RS17040	NC_010475.1	248238	249278	-	protein-coding	SYNPCC7002_RS17040	SYNPCC7002_RS17040	SYNPCC7002_A0238	hypothetical protein
gene-SYNPCC7002_RS01185	NC_010475.1	249328	250845	+	protein-coding	SYNPCC7002_RS01185	SYNPCC7002_RS01185	SYNPCC7002_A0239	SagB/ThcOx family dehydrogenase
gene-SYNPCC7002_RS01190	NC_010475.1	250883	251806	+	protein-coding	SYNPCC7002_RS01190	SYNPCC7002_RS01190	SYNPCC7002_A0240	ABC transporter ATP-binding protein
gene-SYNPCC7002_RS01195	NC_010475.1	251880	251952	+	tRNA	SYNPCC7002_RS01195	SYNPCC7002_RS01195	SYNPCC7002_A0241	tRNA-Ala
gene-SYNPCC7002_RS01200	NC_010475.1	252228	252827	+	protein-coding	SYNPCC7002_RS01200	SYNPCC7002_RS01200	SYNPCC7002_A0242	superoxide dismutase
gene-SYNPCC7002_RS16055	NC_010475.1	252932	254644	-	protein-coding	SYNPCC7002_RS16055	SYNPCC7002_RS16055	SYNPCC7002_A0243	glycosyltransferase family 39 protein
gene-SYNPCC7002_RS01210	NC_010475.1	254692	255153	-	protein-coding	SYNPCC7002_RS01210	SYNPCC7002_RS01210	SYNPCC7002_A0244	pentapeptide repeat-containing protein
gene-SYNPCC7002_RS01215	NC_010475.1	255599	258358	+	protein-coding	SYNPCC7002_RS01215	SYNPCC7002_RS01215	SYNPCC7002_A0245	HAD-IC family P-type ATPase
gene-SYNPCC7002_RS01220	NC_010475.1	258454	260628	+	protein-coding	SYNPCC7002_RS01220	SYNPCC7002_RS01220	SYNPCC7002_A0246	glutamine synthetase III
gene-SYNPCC7002_RS01225	NC_010475.1	260726	261685	-	protein-coding	cysK	SYNPCC7002_RS01225	SYNPCC7002_A0247	cysteine synthase A
gene-SYNPCC7002_RS01230	NC_010475.1	261859	262227	-	protein-coding	SYNPCC7002_RS01230	SYNPCC7002_RS01230	SYNPCC7002_A0248	DUF2237 domain-containing protein
gene-SYNPCC7002_RS01235	NC_010475.1	262478	263353	+	protein-coding	SYNPCC7002_RS01235	SYNPCC7002_RS01235	SYNPCC7002_A0249	GIY-YIG nuclease family protein
gene-SYNPCC7002_RS01240	NC_010475.1	263501	266002	-	protein-coding	ppsA	SYNPCC7002_RS01240	SYNPCC7002_A0250	phosphoenolpyruvate synthase
gene-SYNPCC7002_RS01245	NC_010475.1	266300	266629	-	protein-coding	SYNPCC7002_RS01245	SYNPCC7002_RS01245	SYNPCC7002_A0251	(2Fe-2S)-binding protein
gene-SYNPCC7002_RS01250	NC_010475.1	266740	267315	-	protein-coding	SYNPCC7002_RS01250	SYNPCC7002_RS01250	SYNPCC7002_A0252	Uma2 family endonuclease
gene-SYNPCC7002_RS01255	NC_010475.1	267370	267442	-	tRNA	SYNPCC7002_RS01255	SYNPCC7002_RS01255	SYNPCC7002_A0253	tRNA-Ala
gene-SYNPCC7002_RS01260	NC_010475.1	267454	268173	-	protein-coding	SYNPCC7002_RS01260	SYNPCC7002_RS01260	SYNPCC7002_A0254	HAD family phosphatase
gene-SYNPCC7002_RS01265	NC_010475.1	268280	269047	+	protein-coding	SYNPCC7002_RS01265	SYNPCC7002_RS01265	SYNPCC7002_A0255	WecB/TagA/CpsF family glycosyltransferase
gene-SYNPCC7002_RS01270	NC_010475.1	269123	270559	+	protein-coding	SYNPCC7002_RS01270	SYNPCC7002_RS01270	SYNPCC7002_A0256	sugar transferase
gene-SYNPCC7002_RS01275	NC_010475.1	270556	271011	-	protein-coding	SYNPCC7002_RS01275	SYNPCC7002_RS01275	SYNPCC7002_A0257	haloacid dehalogenase-like hydrolase
gene-SYNPCC7002_RS16920	NC_010475.1	271033	271218	-	protein-coding	SYNPCC7002_RS16920	SYNPCC7002_RS16920	NA	hypothetical protein
gene-SYNPCC7002_RS01280	NC_010475.1	271291	272310	-	protein-coding	SYNPCC7002_RS01280	SYNPCC7002_RS01280	SYNPCC7002_A0258	pentapeptide repeat-containing protein
gene-SYNPCC7002_RS01285	NC_010475.1	272425	273759	-	protein-coding	SYNPCC7002_RS01285	SYNPCC7002_RS01285	SYNPCC7002_A0259	TIGR03279 family radical SAM protein
gene-SYNPCC7002_RS01290	NC_010475.1	273763	274731	-	protein-coding	SYNPCC7002_RS01290	SYNPCC7002_RS01290	SYNPCC7002_A0260	undecaprenyl-diphosphate phosphatase
gene-SYNPCC7002_RS01295	NC_010475.1	274979	275680	+	protein-coding	SYNPCC7002_RS01295	SYNPCC7002_RS01295	SYNPCC7002_A0261	DUF3120 domain-containing protein
gene-SYNPCC7002_RS01305	NC_010475.1	276911	277492	+	protein-coding	raiA	SYNPCC7002_RS01305	SYNPCC7002_A0263	ribosome-associated translation inhibitor RaiA
gene-SYNPCC7002_RS01310	NC_010475.1	277654	278442	-	protein-coding	SYNPCC7002_RS01310	SYNPCC7002_RS01310	SYNPCC7002_A0264	SAM-dependent chlorinase/fluorinase
gene-SYNPCC7002_RS16925	NC_010475.1	278528	278692	+	protein-coding	SYNPCC7002_RS16925	SYNPCC7002_RS16925	SYNPCC7002_A0265	hypothetical protein
gene-SYNPCC7002_RS01315	NC_010475.1	278860	280023	-	protein-coding	SYNPCC7002_RS01315	SYNPCC7002_RS01315	SYNPCC7002_A0266	GuaB3 family IMP dehydrogenase-related protein
gene-SYNPCC7002_RS01320	NC_010475.1	280486	280662	-	protein-coding	SYNPCC7002_RS01320	SYNPCC7002_RS01320	SYNPCC7002_A0267	hypothetical protein
gene-SYNPCC7002_RS01325	NC_010475.1	281010	281846	+	protein-coding	menB	SYNPCC7002_RS01325	SYNPCC7002_A0268	1,4-dihydroxy-2-naphthoyl-CoA synthase
gene-SYNPCC7002_RS01330	NC_010475.1	282029	282865	+	protein-coding	SYNPCC7002_RS01330	SYNPCC7002_RS01330	SYNPCC7002_A0269	photosystem II manganese-stabilizing polypeptide
gene-SYNPCC7002_RS01335	NC_010475.1	283101	284297	-	protein-coding	sigC	SYNPCC7002_RS01335	SYNPCC7002_A0270	RNA polymerase sigma factor SigC
gene-SYNPCC7002_RS01340	NC_010475.1	284712	286823	+	protein-coding	SYNPCC7002_RS01340	SYNPCC7002_RS01340	SYNPCC7002_A0271	TIGR00300 family protein
gene-SYNPCC7002_RS01345	NC_010475.1	287022	287276	-	protein-coding	SYNPCC7002_RS01345	SYNPCC7002_RS01345	SYNPCC7002_A0272	RNA-binding protein
gene-SYNPCC7002_RS01350	NC_010475.1	287652	289022	+	protein-coding	mgtE	SYNPCC7002_RS01350	SYNPCC7002_A0273	magnesium transporter
gene-SYNPCC7002_RS01355	NC_010475.1	289059	290618	+	protein-coding	SYNPCC7002_RS01355	SYNPCC7002_RS01355	SYNPCC7002_A0274	WD40 repeat domain-containing protein
gene-SYNPCC7002_RS01360	NC_010475.1	290729	292222	+	protein-coding	SYNPCC7002_RS01360	SYNPCC7002_RS01360	SYNPCC7002_A0275	CPBP family intramembrane metalloprotease
gene-SYNPCC7002_RS01365	NC_010475.1	292219	293169	-	protein-coding	SYNPCC7002_RS01365	SYNPCC7002_RS01365	SYNPCC7002_A0276	DUF4351 domain-containing protein
gene-SYNPCC7002_RS01370	NC_010475.1	293201	293401	-	protein-coding	SYNPCC7002_RS01370	SYNPCC7002_RS01370	SYNPCC7002_A0277	hypothetical protein
gene-SYNPCC7002_RS01375	NC_010475.1	293455	293658	-	protein-coding	thiS	SYNPCC7002_RS01375	SYNPCC7002_A0278	sulfur carrier protein ThiS
gene-SYNPCC7002_RS01380	NC_010475.1	293660	294727	-	protein-coding	SYNPCC7002_RS01380	SYNPCC7002_RS01380	SYNPCC7002_A0279	thiamine phosphate synthase
gene-SYNPCC7002_RS01385	NC_010475.1	294872	295528	+	protein-coding	SYNPCC7002_RS01385	SYNPCC7002_RS01385	SYNPCC7002_A0280	7-carboxy-7-deazaguanine synthase QueE
gene-SYNPCC7002_RS01390	NC_010475.1	295529	296206	+	protein-coding	queC	SYNPCC7002_RS01390	SYNPCC7002_A0281	7-cyano-7-deazaguanine synthase QueC
gene-SYNPCC7002_RS01395	NC_010475.1	296264	296530	-	protein-coding	grxC	SYNPCC7002_RS01395	SYNPCC7002_A0282	glutaredoxin 3
gene-SYNPCC7002_RS01400	NC_010475.1	296736	298775	+	protein-coding	SYNPCC7002_RS01400	SYNPCC7002_RS01400	SYNPCC7002_A0283	cation:proton antiporter
