"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"27","14","GO Biological Process","","Protein folding","3.15E-5","groEL-II|ACA98547.1|dnaJ|tig|ACA99616.1|ACA99727.1|ACA99912.1|dnaK-3|dnaJ-2|clpB1|dnaK-4|groES|groEL|ACB00570.1","163300","3718|4345|3064|1090|1345|5914|1918|5062|5065|4144|2365|2650|2638|1150","8.79E-7","","GO:0006457","0.4501689446210399","0"
"97","25","GO Cellular Component","","Plasma membrane-derived thylakoid membrane","3.23E-5","ftsH-2|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|secY|petC|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","5695|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3970|1747|2851|2491|3727|973|925|4723|4729|4711","2.94E-6","","GO:0031676","0.4490797477668897","0"
"16","11","STRING Clusters","","Mixed, incl. Fatty acyl-AMP ligase /fatty acyl-CoA ligase, and 50S ribosomal protein L30e-like","3.93E-5","ACA98089.1|sodB|deaD|ppib|ACA99107.1|ACA99172.1|ybeY|ACA99966.1|ACA99988.1|ACB00272.1|ACB00805.1","163300","5536|2332|1846|2092|2221|634|6313|2818|2485|3529|2743","1.82E-6","","CL:2680","0.4405607449624573","0"
"106","26","GO Cellular Component","","Bacterial thylakoid","4.1E-5","ftsH-2|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|secY|petC|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ|ACB00725.1","163300","5695|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3970|1747|2851|2491|3727|973|925|4723|4729|4711|4702","4.02E-6","","GO:0030075","0.4387216143280265","0"
"9","9","STRING Clusters","","rRNA-binding","4.27E-5","rpsK|rpsM|rpl5|rplN|rplP|rpsC|rpsS|rplB|rplD","163300","4000|3973|2041|2035|2032|2020|2014|1996|1987","2.05E-6","","CL:2433","0.4369572124974976","0"
"9","9","UniProt Keywords","","ATP synthesis","4.38E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC","163300","466|463|472|469|457|454|460|424|421","2.05E-6","","KW-0066","0.43585258894959","0"
"9","9","GO Molecular Function","","Proton-transporting ATP synthase activity, rotational mechanism","5.11E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC","163300","466|463|472|469|457|454|460|424|421","2.05E-6","","GO:0046933","0.4291579099865287","0"
"10","9","UniProt Keywords","","Hydrogen ion transport","7.07E-5","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC","163300","466|463|472|469|457|454|460|424|421","3.63E-6","","KW-0375","0.4150580586203101","0"
"43","16","UniProt Keywords","","Protein biosynthesis","8.28E-5","efp|prfB|fusA|thrS|infB|frr|prfA|infA|ACA99930.1|tsf|tuf|fusA-2|fus|def|lepA|infC","163300","5629|4078|1540|1762|1447|3514|4060|3982|1855|1771|709|712|682|4180|2338|4429","4.65E-6","","KW-0648","0.40819696632151203","0"
"17","11","GO Biological Process","","Oxidative phosphorylation","8.42E-5","ndhF-III|ndhD-III|ndhF|ndhE|ctaDI|ctaEI|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|4969|3292|2422|2437|3475|2851|2491|3727|925","2.8E-6","","GO:0006119","0.40746879085003507","0"
"11","9","COMPARTMENTS","","Proton-transporting ATP synthase complex","1.2E-4","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC","163300","466|463|472|469|457|454|460|424|421","6.17E-6","","GOCC:0045259","0.39208187539523753","0"
"11","9","COMPARTMENTS","","Plasma membrane respirasome","1.2E-4","ndhD-III|ndhE|ndhI|sdhB|ndhD4|ndhD2|ndhD1|ndhD|ndhK","163300","4174|3292|3280|2089|3475|2851|2491|3727|4729","6.17E-6","","GOCC:0070470","0.39208187539523753","0"
"11","9","STRING Clusters","","Small ribosomal subunit, and rRNA-binding","1.2E-4","infA|rpsE|rpsH|rpsQ|rpsB|rpsJ|rpsG|rpsL|rpsD","163300","3982|2080|2062|2038|1780|715|703|706|676","6.17E-6","","CL:2503","0.39208187539523753","0"
"8","8","STRING Clusters","","Quinone","1.5E-4","ndhE|ndhG|ndhI|ndhA|ndhB|ndhC|ndhK|ndhJ","163300","3292|3283|3280|3286|925|4723|4729|4711","7.87E-6","","CL:1465","0.38239087409443184","0"
"16","10","COMPARTMENTS","","NADH dehydrogenase complex","1.7E-4","ndhD-III|ndhE|ndhI|ndhD4|ndhD2|ndhD1|ndhD|ndhH|ndhK|ndhJ","163300","4174|3292|3280|3475|2851|2491|3727|973|4729|4711","1.02E-5","","GOCC:0030964","0.37695510786217257","0"
"126","27","GO Cellular Component","","Thylakoid","1.8E-4","ftsH-2|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|secY|petC|ndhD2|ndhD1|ACB00272.1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ|ACB00725.1","163300","5695|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3970|1747|2851|2491|3529|3727|973|925|4723|4729|4711|4702","2.24E-5","","GO:0009579","0.3744727494896694","0"
"668","86","COMPARTMENTS","","Cytoplasm","1.9E-4","efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|clpC|groEL-II|glnN|lrtA|grxC|ACA98318.1|fusA|csgA|plsX|tpiA|thrS|fadD|ACA98707.1|ACA98749.1|rimP|nusA|petB|frr|rpsA|fabF|nusG|rplS|prfA|rpsI|rpsK|infA|rplO|rpsE|rpl6|rpsH|rpl5|rpsQ|rpsC|rpsS|rplD|rplC|ACA99107.1|trmE|ACA99172.1|rimM|tig|map|bioF|merA|pgk|ffh|ybeY|ACA99779.1|proC|ACA99930.1|tsf|rpsB|ACA99965.1|ACA99966.1|tuf|fusA-2|rpsG|fus|accC|ACB00143.1|ACB00202.1|ACB00272.1|map-2|def|clpB1|fabG|accA|groES|groEL|hyuA|ACB00497.1|rnc-2|fabD|infC|coaE|ACB00725.1|fcl|ACB00805.1","163300","5629|5551|5536|5530|5545|3637|3889|3907|3760|3718|2314|2179|2602|1273|1540|844|4438|4555|1762|3208|418|433|1462|1474|5008|3514|3508|4153|4093|4063|4060|4045|4000|3982|2074|2080|2053|2062|2041|2038|2020|2014|1987|1993|2221|637|634|727|1090|1078|1072|6076|2260|1360|6313|6124|1732|1855|1771|1780|2812|2818|709|712|703|682|1075|5056|5680|3529|4228|4180|4144|4057|2176|2650|2638|1591|1567|958|829|4429|4366|4702|2779|2743","1.21E-5","","GOCC:0005737","0.3721246399047171","0"
"63","19","GO Biological Process","","Purine ribonucleotide metabolic process","2.0E-4","eno|ACA98456.1|tpiA|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|adk|pgk|accC|accA|coaE","163300","5530|6214|4555|484|466|463|472|469|457|454|460|433|424|421|3961|2260|1075|2176|4366","7.53E-6","","GO:0009150","0.36989700043360185","0"
"20","11","GO Biological Process","","Respiratory electron transport chain","2.4E-4","ndhF-III|ndhD-III|petB|ndhF|ndhE|ctaEI|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|5008|4969|3292|2437|3475|2851|2491|3727|925","8.98E-6","","GO:0022904","0.3619788758288394","0"
"22","11","COMPARTMENTS","","Respirasome","2.6E-4","ndhD-III|ndhE|ndhI|sdhB|ctaCI|ctaDI|ndhD4|ndhD2|ndhD1|ndhD|ndhK","163300","4174|3292|3280|2089|2449|2422|3475|2851|2491|3727|4729","1.79E-5","","GOCC:0070469","0.3585026652029182","0"
"78","21","GO Biological Process","","Electron transport chain","2.8E-4","ndhF-III|ndhD-III|petB|ndhF|ndhE|ndhG|ndhI|sdhB|ctaCI|ctaDI|ctaEI|ndhD4|petC|ndhD2|ndhD1|petF-4|ndhD|ndhB|ndhC|ndhK|ndhJ","163300","4159|4174|5008|4969|3292|3283|3280|2089|2449|2422|2437|3475|1747|2851|2491|3724|3727|925|4723|4729|4711","1.09E-5","","GO:0022900","0.35528419686577806","0"
"406","59","COMPARTMENTS","","Protein-containing complex","3.1E-4","eno|groEL-II|ndhD-III|lrtA|sigC|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ndhE|ndhI|nusB|rpsA|fabF|rplA|rpsI|rpoA|rpsK|secY|rplO|rpsE|rpsH|rpl5|rplN|rpsQ|rpsC|rpsS|rplB|rplC|sdhB|ACA99172.1|ffh|ACA99645.1|envM|ndhD4|ACA99849.1|ACA99930.1|rpsB|ndhD2|ACA99966.1|ndhD1|rpoC2|rpoC1|rpoB|rpsG|hetI|accC|ndhD|accA|groEL|ndhH|fabD|ndhK|ndhJ","163300","5530|3718|4174|2179|982|466|463|472|469|457|454|460|424|421|3292|3280|3271|3508|4153|4105|4045|3988|4000|3970|2074|2080|2062|2041|2035|2038|2020|2014|1996|1993|2089|634|1360|1648|1534|3475|4393|1855|1780|2851|2818|2491|532|535|523|703|661|1075|3727|2176|2638|973|829|4729|4711","2.23E-5","","GOCC:0032991","0.3508638306165727","0"
"10","8","COMPARTMENTS","","Plasma membrane respiratory chain complex I","3.1E-4","ndhD-III|ndhE|ndhI|ndhD4|ndhD2|ndhD1|ndhD|ndhK","163300","4174|3292|3280|3475|2851|2491|3727|4729","2.34E-5","","GOCC:0045272","0.3508638306165727","0"
"17","10","GO Molecular Function","","Unfolded protein binding","3.3E-4","groEL-II|ACA98547.1|dnaJ|ACA99727.1|ACA99912.1|dnaK-3|dnaJ-2|dnaK-4|groEL|ACB00570.1","163300","3718|4345|3064|5914|1918|5062|5065|2365|2638|1150","1.51E-5","","GO:0051082","0.34814860601221126","0"
"37","14","GO Molecular Function","","Inorganic cation transmembrane transporter activity","3.4E-4","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI|ACB00092.1|ACB00587.1","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437|1174|6307","1.61E-5","","GO:0022890","0.34685210829577445","0"
"13","9","GO Biological Process","","ATP synthesis coupled electron transport","3.7E-4","ndhF-III|ndhD-III|ndhF|ndhE|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|4969|3292|3475|2851|2491|3727|925","1.59E-5","","GO:0042773","0.3431798275933005","0"
"15","9","COMPARTMENTS","","Respiratory chain complex","4.6E-4","ndhD-III|ndhE|ndhI|sdhB|ndhD4|ndhD2|ndhD1|ndhD|ndhK","163300","4174|3292|3280|2089|3475|2851|2491|3727|4729","3.65E-5","","GOCC:0098803","0.3337242168318426","0"
"14","9","STRING Clusters","","Quinone","4.7E-4","ndhE|ndhG|ndhI|ndhA|ndhD4|ndhB|ndhC|ndhK|ndhJ","163300","3292|3283|3280|3286|3475|925|4723|4729|4711","2.45E-5","","CL:1463","0.33279021420642824","0"
"11","8","STRING Clusters","","Unfolded protein binding","7.0E-4","groEL-II|dnaJ|ACA99912.1|dnaK-3|dnaJ-2|dnaK-4|groES|groEL","163300","3718|3064|1918|5062|5065|2365|2650|2638","3.77E-5","","CL:2746","0.3154901959985743","0"
"20","10","UniProt Keywords","","Chaperone","7.2E-4","clpC|groEL-II|dnaJ|rimM|tig|dnaK-3|clpB1|dnaK-4|groES|groEL","163300","3760|3718|3064|727|1090|5062|4144|2365|2650|2638","4.36E-5","","KW-0143","0.3142667503568731","0"
"122","26","GO Biological Process","","Generation of precursor metabolites and energy","7.8E-4","eno|ndhF-III|ndhD-III|tpiA|petB|ndhF|ndhE|ndhG|ndhI|ndhA|sdhB|ctaCI|ctaDI|ctaEI|pgk|ndhD4|petC|ndhD2|ndhD1|petF-4|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","5530|4159|4174|4555|5008|4969|3292|3283|3280|3286|2089|2449|2422|2437|2260|3475|1747|2851|2491|3724|3727|973|925|4723|4729|4711","3.49E-5","","GO:0006091","0.31079053973095194","0"
"20","10","STRING Clusters","","Fatty acid biosynthesis, and Phospholipid metabolism","7.8E-4","fabZ|plsX|fadD|fabF|envM|hetI|accC|fabG|accA|fabD","163300","5551|4438|3208|4153|1534|661|1075|4057|2176|829","4.36E-5","","CL:3489","0.31079053973095194","0"
"6","6","GO Cellular Component","","Small ribosomal subunit","8.0E-4","rpsE|rpsS|rpsB|rpsG|rpsL|rpsD","163300","2080|2014|1780|703|706|676","1.2E-4","","GO:0015935","0.3096910013008056","0"
"66","18","GO Molecular Function","","Nucleoside-triphosphatase activity","8.5E-4","ftsH-2|clpC|fusA|deaD|infB|ftsH-4|ACA98918.1|trmE|obg|ffh|tuf|fusA-2|fus|ACB00092.1|clpB1|lepA|ACB00587.1|ftsY","163300","5695|3760|1540|1846|1447|3664|3304|637|3223|1360|709|712|682|1174|4144|2338|6307|3838","4.13E-5","","GO:0017111","0.3070581074285707","0"
"20","10","GO Molecular Function","","GTPase activity","8.7E-4","fusA|infB|trmE|obg|ffh|tuf|fusA-2|fus|lepA|ftsY","163300","1540|1447|637|3223|1360|709|712|682|2338|3838","4.36E-5","","GO:0003924","0.3060480747381381","0"
"30","12","GO Biological Process","","Cellular respiration","9.3E-4","ndhF-III|ndhD-III|petB|ndhF|ndhE|ctaDI|ctaEI|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|5008|4969|3292|2422|2437|3475|2851|2491|3727|925","4.27E-5","","GO:0045333","0.3031517051446065","0"
"36","13","GO Biological Process","","Inorganic cation transmembrane transport","0.001","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI|ACB00092.1","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437|1174","4.84E-5","","GO:0098662","0.3","0"
"50","15","UniProt Keywords","","NADP","0.0011","ndhF|ndhE|ndhI|ndhA|proC|ndhD2|ndhD1|ndhD|fabG|ndhH|ndhB|ndhC|ndhK|ndhJ|fcl","163300","4969|3292|3280|3286|1732|2851|2491|3727|4057|973|925|4723|4729|4711|2779","7.5E-5","","KW-0521","0.2958607314841775","0"
"21","10","GO Biological Process","","Fatty acid metabolic process","0.0013","fabZ|plsX|fadD|fabF|ACA99172.1|envM|accC|fabG|accA|fabD","163300","5551|4438|3208|4153|634|1534|1075|4057|2176|829","6.02E-5","","GO:0006631","0.2886056647693163","0"
"7","6","GO Cellular Component","","Large ribosomal subunit","0.0013","rpl10|rplA|rplO|rplN|rplV|rplB","163300","4123|4105|2074|2035|2008|1996","2.0E-4","","GO:0015934","0.2886056647693163","0"
"45","14","UniProt Keywords","","NAD","0.0014","ndhF|ndhE|ndhG|ndhI|ndhA|envM|ndhD2|ndhD1|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","4969|3292|3283|3280|3286|1534|2851|2491|3727|973|925|4723|4729|4711","9.46E-5","","KW-0520","0.2853871964321762","0"
"6","6","UniProt Keywords","","Elongation factor","0.0016","efp|fusA|tsf|tuf|fusA-2|fus","163300","5629|1540|1771|709|712|682","1.2E-4","","KW-0251","0.2795880017344075","0"
"14","8","UniProt Keywords","","tRNA-binding","0.0016","trmH|thrS|rplA|rpsM|rpl5|rplP|rpsG|rpsL","163300","3907|1762|4105|3973|2041|2032|703|706","1.3E-4","","KW-0820","0.2795880017344075","0"
"78","19","GO Molecular Function","","Pyrophosphatase activity","0.0018","ftsH-2|clpC|fusA|deaD|infB|ftsH-4|ACA98918.1|trmE|ppa|obg|ffh|tuf|fusA-2|fus|ACB00092.1|clpB1|lepA|ACB00587.1|ftsY","163300","5695|3760|1540|1846|1447|3664|3304|637|826|3223|1360|709|712|682|1174|4144|2338|6307|3838","9.34E-5","","GO:0016462","0.2744727494896694","0"
"45","14","GO Biological Process","","Purine ribonucleotide biosynthetic process","0.0019","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|adk|accC|accA|coaE","163300","466|463|472|469|457|454|460|433|424|421|3961|1075|2176|4366","9.46E-5","","GO:0009152","0.27212463990471714","0"
"12","8","KEGG Pathways","","Fatty acid biosynthesis","0.0019","fabZ|fadD|fabF|envM|accC|fabG|accA|fabD","163300","5551|3208|4153|1534|1075|4057|2176|829","5.88E-5","","syp00061","0.27212463990471714","0"
"18","9","GO Biological Process","","Fatty acid biosynthetic process","0.0021","fabZ|plsX|fabF|ACA99172.1|envM|accC|fabG|accA|fabD","163300","5551|4438|4153|634|1534|1075|4057|2176|829","1.1E-4","","GO:0006633","0.26777807052660807","0"
"6","6","STRING Clusters","","Mixed, incl. Large ribosomal subunit, and KOW (Kyprides, Ouzounis, Woese) motif.","0.0021","rpl10|rplR|rplX|rplV|rplW|rplC","163300","4123|2071|2050|2008|2005|1993","1.2E-4","","CL:2461","0.26777807052660807","0"
"6","6","GO Molecular Function","","Translation elongation factor activity","0.0022","efp|fusA|tsf|tuf|fusA-2|fus","163300","5629|1540|1771|709|712|682","1.2E-4","","GO:0003746","0.2657577319177794","0"
"13","8","KEGG Pathways","","Fatty acid metabolism","0.0022","fabZ|fadD|fabF|envM|accC|fabG|accA|fabD","163300","5551|3208|4153|1534|1075|4057|2176|829","8.87E-5","","syp01212","0.2657577319177794","0"
"201","34","GO Molecular Function","","Transmembrane transporter activity","0.0024","ndhF-III|ndhD-III|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ndhF|ndhG|ndhI|secY|ACA99142.1|ctaCI|ctaDI|ctaEI|ACA99496.1|ACA99792.1|ndhD4|petC|ndhD2|ndhD1|ACB00092.1|ACB00170.1|ndhD|apqZ|ndhB|ACB00587.1|ndhC|ndhK|ndhJ","163300","4159|4174|466|463|472|469|457|454|460|424|421|4969|3283|3280|3970|2545|2449|2422|2437|2740|3484|3475|1747|2851|2491|1174|5155|3727|2311|925|6307|4723|4729|4711","1.4E-4","","GO:0022857","0.2619788758288394","0"
"5","5","GO Cellular Component","","Proton-transporting ATP synthase complex, catalytic core F(1)","0.0029","atpG|atpA|atpH|atpD|atpC","163300","466|463|472|424|421","4.6E-4","","GO:0045261","0.25376020021010437","0"
"26","10","UniProt Keywords","","GTP-binding","0.0029","ACA98089.1|fusA|infB|trmE|obg|ffh|tuf|fusA-2|lepA|ftsY","163300","5536|1540|1447|637|3223|1360|709|712|2338|3838","2.4E-4","","KW-0342","0.25376020021010437","0"
"17","11","InterPro Domains","","Alpha/beta hydrolase fold-1","0.0033","ACA98039.1|ACA98709.1|todF|pip|ACA99172.1|ACA99173.1|ACA99524.1|ACA99596.1|ACB00259.1|ACB00646.1|ACB00679.1","163300","5275|403|4921|5842|634|628|3139|1435|3562|5374|4435","2.8E-6","","IPR000073","0.24814860601221125","0"
"25","10","GO Biological Process","","Monocarboxylic acid biosynthetic process","0.0034","fabZ|plsX|fabF|ACA99172.1|bioF|envM|accC|fabG|accA|fabD","163300","5551|4438|4153|634|1072|1534|1075|4057|2176|829","1.9E-4","","GO:0072330","0.2468521082957745","0"
"7","6","GO Biological Process","","Response to temperature stimulus","0.0036","ACA98547.1|deaD|dnaJ|ACA99727.1|clpB1|ACB00570.1","163300","4345|1846|3064|5914|4144|1150","2.0E-4","","GO:0009266","0.24436974992327126","0"
"49","14","GO Biological Process","","Inorganic ion transmembrane transport","0.0036","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI|ACA99792.1|ACB00092.1","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437|3484|1174","2.0E-4","","GO:0098660","0.24436974992327126","0"
"63","16","GO Molecular Function","","Inorganic molecular entity transmembrane transporter activity","0.0036","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI|ACA99792.1|ACB00092.1|apqZ|ACB00587.1","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437|3484|1174|2311|6307","2.3E-4","","GO:0015318","0.24436974992327126","0"
"134","25","UniProt Keywords","","Transport","0.0036","grxC|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ndhE|secY|ctaCI|ctaDI|ACA99331.1|ACA99792.1|petC|petF-4|apqZ|ndhH|ndhB|ndhC|ndhK|ndhJ","163300","2602|466|463|472|469|457|454|460|424|421|5008|3292|3970|2449|2422|5413|3484|1747|3724|2311|973|925|4723|4729|4711","3.2E-4","","KW-0813","0.24436974992327126","0"
"5","5","UniProt Keywords","","CF(1)","0.0047","atpG|atpA|atpH|atpD|atpC","163300","466|463|472|424|421","4.6E-4","","KW-0139","0.23279021420642826","0"
"280","41","COMPARTMENTS","","Cytosol","0.0052","eno|trmH|clpC|groEL-II|lrtA|grxC|thrS|ACA98749.1|rimP|nusA|rpsA|fabF|nusG|prfA|rpsI|rpsK|rplO|rpsE|rpsH|rpl5|rpsQ|rpsC|rpsS|rplC|ACA99107.1|ACA99172.1|rimM|bioF|ACA99779.1|proC|rpsB|ACA99966.1|rpsG|ACB00143.1|def|clpB1|groEL|hyuA|fabD|coaE|ACB00805.1","163300","5530|3907|3760|3718|2179|2602|1762|433|1462|1474|3508|4153|4093|4060|4045|4000|2074|2080|2062|2041|2038|2020|2014|1993|2221|634|727|1072|6124|1732|1780|2818|703|5056|4180|4144|2638|1591|829|4366|2743","4.6E-4","","GOCC:0005829","0.2283996656365201","0"
"5","5","COMPARTMENTS","","Proton-transporting ATP synthase complex, catalytic core F(1)","0.0052","atpG|atpA|atpH|atpD|atpC","163300","466|463|472|424|421","4.6E-4","","GOCC:0045261","0.2283996656365201","0"
"8","6","GO Molecular Function","","Fatty acid synthase activity","0.0052","fabZ|fabF|ACA99172.1|envM|fabG|fabD","163300","5551|4153|634|1534|4057|829","3.4E-4","","GO:0004312","0.2283996656365201","0"
"12","7","STRING Clusters","","Fatty acid biosynthesis","0.0054","fabZ|fabF|envM|accC|fabG|accA|fabD","163300","5551|4153|1534|1075|4057|2176|829","3.2E-4","","CL:3491","0.22676062401770314","0"
"119","23","GO Biological Process","","Regulation of gene expression","0.006","efp|ACA98146.1|prfB|lrtA|fusA|sigC|nusA|infB|nusB|rplA|nusG|prfA|infA|putA|ACA99849.1|ACA99930.1|tsf|hrcA|tuf|fusA-2|fus|rnc-2|infC","163300","5629|3823|4078|2179|1540|982|1474|1447|3271|4105|4093|4060|3982|1966|4393|1855|1771|2473|709|712|682|958|4429","3.6E-4","","GO:0010468","0.2221848749616356","0"
"34","11","GO Molecular Function","","GTP binding","0.0061","ACA98089.1|fusA|infB|trmE|obg|ffh|tuf|fusA-2|fus|lepA|ftsY","163300","5536|1540|1447|637|3223|1360|709|712|682|2338|3838","4.1E-4","","GO:0005525","0.22146701649892328","0"
"6","5","COMPARTMENTS","","Large ribosomal subunit","0.0077","rplO|rpl5|rplN|rplB|rplC","163300","2074|2041|2035|1996|1993","7.9E-4","","GOCC:0015934","0.2113509274827518","0"
"5","5","STRING Clusters","","Alpha/beta hydrolase fold-1","0.0077","ACA98709.1|todF|ACA99596.1|ACB00646.1|ACB00679.1","163300","403|4921|1435|5374|4435","4.6E-4","","CL:2075","0.2113509274827518","0"
"5","5","STRING Clusters","","ATP synthesis","0.0077","atpH|atpE|atpB|atpD|atpC","163300","472|454|460|424|421","4.6E-4","","CL:2578","0.2113509274827518","0"
"274","40","GO Molecular Function","","Oxidoreductase activity","0.0079","ACA98101.1|ACA98139.1|ndhF-III|ndhD-III|sodB|grxC|ACA98318.1|csgA|ACA98456.1|petB|ndhF|ndhE|ndhG|ndhI|ndhA|putA|sdhB|ctaCI|ctaDI|ctaEI|merA|ACA99416.1|envM|ndhD4|petC|proC|ndhD2|ACA99965.1|ndhD1|petF-4|ndhD|fabG|ndhH|ndhB|ACB00567.1|ndhC|ndhK|ndhJ|fcl|ACB00834.1","163300","3637|3889|4159|4174|2332|2602|1273|844|6214|5008|4969|3292|3283|3280|3286|1966|2089|2449|2422|2437|6076|4681|1534|3475|1747|1732|2851|2812|2491|3724|3727|4057|973|925|1171|4723|4729|4711|2779|3124","5.8E-4","","GO:0016491","0.21023729087095586","0"
"114","22","GO Biological Process","","Regulation of macromolecule biosynthetic process","0.0081","efp|ACA98146.1|prfB|lrtA|fusA|sigC|nusA|infB|nusB|rplA|nusG|prfA|infA|putA|ACA99849.1|ACA99930.1|tsf|hrcA|tuf|fusA-2|fus|infC","163300","5629|3823|4078|2179|1540|982|1474|1447|3271|4105|4093|4060|3982|1966|4393|1855|1771|2473|709|712|682|4429","4.9E-4","","GO:0010556","0.20915149811213504","0"
"114","22","GO Biological Process","","Regulation of cellular biosynthetic process","0.0081","efp|ACA98146.1|prfB|lrtA|fusA|sigC|nusA|infB|nusB|rplA|nusG|prfA|infA|putA|ACA99849.1|ACA99930.1|tsf|hrcA|tuf|fusA-2|fus|infC","163300","5629|3823|4078|2179|1540|982|1474|1447|3271|4105|4093|4060|3982|1966|4393|1855|1771|2473|709|712|682|4429","4.9E-4","","GO:0031326","0.20915149811213504","0"
"19","8","GO Biological Process","","Transcription, DNA-templated","0.01","sigC|nusA|nusB|nusG|rpoA|rpoC2|rpoC1|rpoB","163300","982|1474|3271|4093|3988|532|535|523","6.5E-4","","GO:0006351","0.2","0"
"11","8","Pfam","","Proton-conducting membrane transporter","0.0103","ndhF-III|ndhD-III|ndhF|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|4969|3475|2851|2491|3727|925","3.77E-5","","PF00361","0.1987162775294828","0"
"14","9","Pfam","","Alpha/beta hydrolase fold","0.0103","ACA98039.1|ACA98709.1|todF|ACA99172.1|ACA99173.1|ACA99524.1|ACB00259.1|ACB00646.1|ACB00679.1","163300","5275|403|4921|634|628|3139|3562|5374|4435","2.45E-5","","PF00561","0.1987162775294828","0"
"4","4","GO Cellular Component","","Proton-transporting ATP synthase complex, coupling factor F(o)","0.0105","atpF|atpG-2|atpE|atpB","163300","469|457|454|460","0.0018","","GO:0045263","0.1978810700930062","0"
"109","21","STRING Clusters","","Mixed, incl. Carbon metabolism, and Starch and sucrose metabolism","0.0107","fabZ|eno|glnN|ACA98456.1|plsX|tpiA|fadD|fabF|putA|sdhB|ACA99142.1|merA|pgk|glnA|envM|hetI|accC|fabG|accA|hyuA|fabD","163300","5551|5530|2314|6214|4438|4555|3208|4153|1966|2089|2545|6076|2260|1330|1534|661|1075|4057|2176|1591|829","6.8E-4","","CL:3311","0.19706162223147902","0"
